"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"SumAbsDev"	"LargestDev"
"、"	48	10	78	90	8	35	0	27	3	48.449	8.759	64.143	49.362	5.839	61.953	5.839	42.245	12.409	-0.292	0.42	1.494	8.39	0.633	-4.52	-2.561	-2.292	-2.846	23.448	"4"
"＊"	0	0	0	0	0	0	0	2	0	0.324	0.059	0.429	0.33	0.039	0.414	0.039	0.283	0.083	-0.154	-0.026	-0.21	-0.157	-0.017	-0.202	-0.017	1.7	-0.037	2.52	"8"
"1000亿"	1	0	0	0	0	0	0	0	0	0.162	0.029	0.215	0.165	0.02	0.207	0.02	0.141	0.042	0.79	-0.013	-0.105	-0.078	-0.009	-0.101	-0.009	-0.066	-0.018	1.189	"1"
"100亿"	1	0	0	0	0	0	0	0	0	0.162	0.029	0.215	0.165	0.02	0.207	0.02	0.141	0.042	0.79	-0.013	-0.105	-0.078	-0.009	-0.101	-0.009	-0.066	-0.018	1.189	"1"
"100多万"	0	0	0	0	0	0	0	0	1	0.162	0.029	0.215	0.165	0.02	0.207	0.02	0.141	0.042	-0.077	-0.013	-0.105	-0.078	-0.009	-0.101	-0.009	-0.066	1.382	1.84	"9"
"148"	0	0	0	0	0	0	0	1	0	0.162	0.029	0.215	0.165	0.02	0.207	0.02	0.141	0.042	-0.077	-0.013	-0.105	-0.078	-0.009	-0.101	-0.009	0.85	-0.018	1.26	"8"
"2005年"	1	0	0	0	0	2	0	0	0	0.486	0.088	0.644	0.495	0.059	0.622	0.059	0.424	0.125	0.386	-0.039	-0.315	-0.235	-0.026	0.955	-0.026	-0.198	-0.055	2.235	"6"
"200多万"	0	0	0	0	0	1	0	0	0	0.162	0.029	0.215	0.165	0.02	0.207	0.02	0.141	0.042	-0.077	-0.013	-0.105	-0.078	-0.009	0.684	-0.009	-0.066	-0.018	1.059	"6"
"26亿"	1	0	0	0	0	0	0	0	0	0.162	0.029	0.215	0.165	0.02	0.207	0.02	0.141	0.042	0.79	-0.013	-0.105	-0.078	-0.009	-0.101	-0.009	-0.066	-0.018	1.189	"1"
"2万2000"	0	0	0	0	0	0	0	0	1	0.162	0.029	0.215	0.165	0.02	0.207	0.02	0.141	0.042	-0.077	-0.013	-0.105	-0.078	-0.009	-0.101	-0.009	-0.066	1.382	1.84	"9"
