"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"SumAbsDev"	"LargestDev"
";"	5	0	2	0	0	0	0	0	1.512	0.362	1.571	0.18	1.08	0.866	0.04	1.389	2.177	-0.161	0.31	-0.079	-0.51	-0.401	-0.018	-0.672	4.328	"1"
"》"	0	0	0	0	0	0	0	1	0.216	0.052	0.224	0.026	0.154	0.124	0.006	0.198	-0.106	-0.023	-0.11	-0.011	-0.073	-0.057	-0.003	0.702	1.085	"8"
"」"	0	0	3	0	0	0	0	2	1.08	0.259	1.122	0.128	0.772	0.619	0.029	0.992	-0.528	-0.115	1.106	-0.056	-0.364	-0.287	-0.013	0.586	3.055	"3"
"¤"	0	0	0	0	0	0	0	5	1.08	0.259	1.122	0.128	0.772	0.619	0.029	0.992	-0.528	-0.115	-0.552	-0.056	-0.364	-0.287	-0.013	3.512	5.427	"8"
"1083"	0	0	0	0	0	0	0	1	0.216	0.052	0.224	0.026	0.154	0.124	0.006	0.198	-0.106	-0.023	-0.11	-0.011	-0.073	-0.057	-0.003	0.702	1.085	"8"
"14001"	1	0	0	0	0	0	0	0	0.216	0.052	0.224	0.026	0.154	0.124	0.006	0.198	0.666	-0.023	-0.11	-0.011	-0.073	-0.057	-0.003	-0.096	1.039	"1"
"150多"	1	0	0	0	0	0	0	0	0.216	0.052	0.224	0.026	0.154	0.124	0.006	0.198	0.666	-0.023	-0.11	-0.011	-0.073	-0.057	-0.003	-0.096	1.039	"1"
"18日电"	0	0	0	0	0	1	0	0	0.216	0.052	0.224	0.026	0.154	0.124	0.006	0.198	-0.106	-0.023	-0.11	-0.011	-0.073	0.908	-0.003	-0.096	1.33	"6"
"2.65"	0	0	0	0	0	1	0	0	0.216	0.052	0.224	0.026	0.154	0.124	0.006	0.198	-0.106	-0.023	-0.11	-0.011	-0.073	0.908	-0.003	-0.096	1.33	"6"
"2225"	0	0	0	0	0	0	0	1	0.216	0.052	0.224	0.026	0.154	0.124	0.006	0.198	-0.106	-0.023	-0.11	-0.011	-0.073	-0.057	-0.003	0.702	1.085	"8"
