,_id,lemma,newspaper,region,formality,_cws.model,_ctxt.model,model.x,model.y,cluster,inout
犯规/V/XIN_CMN_19990117_wpr/10160,犯规/V/XIN_CMN_19990117_wpr/10160,犯规,XIN,Mainland,quality,断/V;判/V;拉/V;情急/V;第六/N;次/N;号/N;下场/V;罚/V;辽宁队/N,"""<small>扳平 。 最后 4秒 钟 , 控球 的 马健 运球</small> <u>断</u><sup>1.595</sup> , <u>情急</u><sup>5.389</sup> 之中 伸手 <u>拉</u><sup>1.504</sup> 人 <u>判</u><sup>5.025</sup> <u>第六</u><sup>1.265</sup> <u>次</u><sup>2.197</sup> <span class='target'>犯规</span> , 本人 <u>罚</u><sup>6.05</sup> <u>下场</u><sup>6.501</sup> 。 <u>辽宁队</u><sup>3.878</sup> 17 <u>号</u><sup>2.504</sup> 陈维东 获 <small>罚球 机会 , 两 罚 两 中 。 奥神队 到手</small>""",-4.3557577269048,-1.61721564342435,NA,NA
犯规/V/XIN_CMN_20020614_wpr/18654,犯规/V/XIN_CMN_20020614_wpr/18654,犯规,XIN,Mainland,quality,8/N;突尼斯队/N;13/N;进球/N;日本队/N;射门/V;射/V;黄牌/N;0/N;2/N;乌龙球/N;角球/N;越位/V;19/N;球/N,"""<small>, 日本 队 2 : 0 取胜 。 比赛 技术</small> 统计 如下 : <u>突尼斯队</u><sup>3.595</sup> <u>日本队</u><sup>2.952</sup> <u>进球</u><sup>3.607</sup> <u>射门</u><sup>4.267</sup> <u>8</u><sup>1.573</sup> <u>13</u><sup>1.272</sup> <u>射</u><sup>3.896</sup> <span class='target'>犯规</span> <u>19</u><sup>1.01</sup> 17 <u>角球</u><sup>5.351</sup> 点 <u>球</u><sup>3.82</sup> <u>越位</u><sup>6.325</sup> <u>乌龙球</u><sup>7.327</sup> <u>黄牌</u><sup>5.827</sup> <u>2</u><sup>1.249</sup> <u>0</u><sup>1.164</sup> <small>红牌 控球 时间 41 % 59 % 观众 人数 :</small>""",-2.35809860417094,3.18151098645558,NA,NA
犯规/N/CNA_CMN_20040207_wpr/57305,犯规/N/CNA_CMN_20040207_wpr/57305,犯规,CNA,Taiwan,quality,分/V;两/N;罚/V,"""<small>的 台啤 , 第四 节 祭出 四 大一 小 的</small> 阵容 , 林志杰 三 <u>分</u><sup>2.274</sup> 进算 , 加上 辛金展 的 <span class='target'>犯规</span> , 陈世念 <u>两</u><sup>1.179</sup> <u>罚</u><sup>5.366</sup> 中 , 带 起 台啤 反扑 <small>气势 , 何 守正 三分线 外 开砲 , 帮助 台啤</small>""",-5.7268554642934,-1.80015776203484,NA,NA
犯规/V/XIN_CMN_20020318_wpr/38829,犯规/V/XIN_CMN_20020318_wpr/38829,犯规,XIN,Mainland,quality,员/N;黄牌/N;警告/N;球/N;逐出/V;赛场/N;比赛/N,"""<small>太 低 。 开赛 以来 , 有 259 名 球员</small> 受到 <u>黄牌</u><sup>5.827</sup> <u>警告</u><sup>1.936</sup> , 另外 有 35 名 <u>球</u><sup>3.82</sup> <u>员</u><sup>1.232</sup> <span class='target'>犯规</span> <u>逐出</u><sup>4.017</sup> <u>赛场</u><sup>2.978</sup> 。 令 人 惊喜 的 是 , <u>比赛</u><sup>2.403</sup> <small>中 一 批 新 的 射门 手横 空 出世 ,</small>""",-2.14831388379022,-1.32783982550387,NA,NA
犯规/V/XIN_CMN_20010519_wpr/14401,犯规/V/XIN_CMN_20010519_wpr/14401,犯规,XIN,Mainland,quality,造成/V;分钟/N;5/N;3/N;姚明/N;内/N;次/N;前/N;王非/N;练/V;拉开/V;比分/N;一下/N;主教/N,"""<small>但 想 澳大利亚队 5 次 成功 阻止 中国队 的 进攻</small> , 并 <u>造成</u><sup>1.498</sup> <u>姚明</u><sup>4.363</sup> <u>前</u><sup>1.135</sup> <u>5</u><sup>1.899</sup> <u>分钟</u><sup>4.099</sup> <u>内</u><sup>1.407</sup> <u>3</u><sup>1.393</sup> <u>次</u><sup>2.197</sup> <span class='target'>犯规</span> , <u>比分</u><sup>3.415</sup> <u>一下</u><sup>2.007</sup> <u>拉开</u><sup>1.354</sup> 了 。 <u>主教</u><sup>2.122</sup> <u>练</u><sup>1.27</sup> <u>王非</u><sup>4.249</sup> 看 <small>形势 , 叫 了 暂停 。 布置 战术 后 ,</small>""",0.679150060239257,2.12940353170643,NA,NA
犯规/V/XIN_CMN_20030322_wpr/52924,犯规/V/XIN_CMN_20030322_wpr/52924,犯规,XIN,Mainland,quality,造成/V;名将/N;最后/N;阻挡/V;冲刺/V;佳/V;第三/N;决赛/N,"""<small>决赛 。 小将 李野 半 决赛 中 发挥出 色 ,</small> 他 <u>最后</u><sup>2.093</sup> 阶段 <u>冲刺</u><sup>3.291</sup> <u>造成</u><sup>1.498</sup> 韩国 <u>名将</u><sup>1.995</sup> 李承 宰 <u>阻挡</u><sup>4.222</sup> <span class='target'>犯规</span> , 并 小组 <u>第三</u><sup>1.391</sup> 身份 挺进 <u>决赛</u><sup>2.162</sup> 。 李 <u>佳</u><sup>1.274</sup> <small>军 决赛 中 始终 保持 领先 , 李野 顽强 滑</small>""",5.661832323192,-1.40484734712101,NA,NA
犯规/V/CNA_CMN_19990806_wpr/102043,犯规/V/CNA_CMN_19990806_wpr/102043,犯规,CNA,Taiwan,quality,判/V;只/D;吹/V;裁/V;中华队/N,"""<small>一 开始 打 肢体战 , 迫使 他 指示 菲律宾 球员</small> 以牙还牙 。 他 宣称 , <u>裁</u><sup>3.334</sup> <u>判</u><sup>5.025</sup> <u>只</u><sup>1.175</sup> <u>吹</u><sup>4.755</sup> 菲律宾队 <span class='target'>犯规</span> , <u>中华队</u><sup>3.113</sup> 的 违规 行为 视若无睹 。 嘉维尔斯 说 , <small>裁判 上 半 场 掌控 比赛 , 当 观众 加入</small>""",-0.287200938883,-5.75613990442861,NA,NA
犯规/N/CNA_CMN_19991118_wpr/143517,犯规/N/CNA_CMN_19991118_wpr/143517,犯规,CNA,Taiwan,quality,分/N;得了/V;虽然/C;分/N;篮板球/N,"""<small>冷却 , 但 足以 制住 尼克队 , 尼克队 的 史皮威尔</small> <u>得了</u><sup>2.451</sup> 二十四 <u>分</u><sup>1.965</sup> 。 迈阿密 热火队 的 莫宁 <u>虽然</u><sup>1.548</sup> 有 <span class='target'>犯规</span> 问题 , 独得 二十 七 <u>分</u><sup>1.965</sup> 与 十四 个 <u>篮板球</u><sup>4.151</sup> <small>, 率队 九十八 九十三 摆平 地主 费城 七六人队 , 今</small>""",2.31208050661981,3.81191135399444,NA,NA
犯规/V/XIN_CMN_20020607_wpr/58132,犯规/V/XIN_CMN_20020607_wpr/58132,犯规,XIN,Mainland,quality,双方/N;赛/N;场/N;比赛/N;次数/N;英格兰队/N;阿根廷队/N;次/N,"""<small>对手 较量 ? 原因 很 简单 , 即 参 加大</small> <u>赛</u><sup>1.953</sup> 有 的 战略 眼光 。 本 <u>场</u><sup>2.35</sup> <u>比赛</u><sup>2.403</sup> <u>双方</u><sup>1.323</sup> <span class='target'>犯规</span> <u>次数</u><sup>3.465</sup> 看 , <u>阿根廷队</u><sup>3.512</sup> 和 <u>英格兰队</u><sup>2.403</sup> 各 为 21 <u>次</u><sup>2.197</sup> <small>和 20 次 , 是 本 届 世界杯赛 开赛 以来</small>""",4.59992706494615,-0.110911557078665,NA,NA
犯规/V/CNA_CMN_20000928_wpr/161793,犯规/V/CNA_CMN_20000928_wpr/161793,犯规,CNA,Taiwan,quality,因/C;选手/N;次/N;比赛/N;刘宏宇/N;女子/N;裁判/N;排球/N;比赛/N;取消/V;资格/N,"""<small>的 一 面 金牌 。 寄 与 厚望 的 另</small> 一 位 <u>选手</u><sup>1.813</sup> <u>刘宏宇</u><sup>5.264</sup> , <u>因</u><sup>2.244</sup> <u>比赛</u><sup>2.403</sup> 中 三 <u>次</u><sup>2.197</sup> <span class='target'>犯规</span> , <u>裁判</u><sup>5.177</sup> <u>取消</u><sup>2.86</sup> <u>比赛</u><sup>2.403</sup> <u>资格</u><sup>2.643</sup> 。 奥运 <u>女子</u><sup>1.06</sup> <u>排球</u><sup>1.075</sup> <u>比赛</u><sup>2.403</sup> <small>方面 , 大陆队 今天 三 一 击 败 德国队 ,</small>""",5.32001777833234,-3.18140831543386,NA,NA
犯规/V/XIN_CMN_20020608_wpr/24266,犯规/V/XIN_CMN_20020608_wpr/24266,犯规,XIN,Mainland,quality,8/N;5/N;射门/V;巴西/N;11/N;下/N;射/V;13/N;7/N;黄/N;红牌/N;乌龙球/N;角球/N;越位/V;牌/N;球/N,"""<small>4 : 0 获胜 。 双方 比赛 的 技术 统计</small> <u>下</u><sup>1.474</sup> : 中国 <u>巴西</u><sup>1.048</sup> <u>射门</u><sup>4.267</sup> <u>5</u><sup>1.899</sup> <u>11</u><sup>1.25</sup> <u>射</u><sup>3.896</sup> 正3 <u>8</u><sup>1.573</sup> <span class='target'>犯规</span> <u>7</u><sup>1.353</sup> <u>13</u><sup>1.272</sup> <u>角球</u><sup>5.351</sup> 点 <u>球</u><sup>3.82</sup> <u>越位</u><sup>6.325</sup> <u>乌龙球</u><sup>7.327</sup> <u>黄</u><sup>2.578</sup> <u>牌</u><sup>2.41</sup> <u>红牌</u><sup>6.635</sup> <small>控球 时间 43 % 57 % 中国队 射门 情况 (</small>""",-2.81360264262694,3.03578826553127,NA,NA
犯规/V/XIN_CMN_19991204_wpr/51353,犯规/V/XIN_CMN_19991204_wpr/51353,犯规,XIN,Mainland,quality,500/N;女子/N;杨阳/N;推人/N;半/N;决赛/N;米/N;500/N;预赛/N;米/N;取消/V;资格/N,"""<small>和 佩雷奥特 分 获 银 、 铜牌 。 今天 的</small> <u>女子</u><sup>1.06</sup> <u>500</u><sup>1.308</sup> <u>米</u><sup>1.901</sup> <u>半</u><sup>2.068</sup> <u>决赛</u><sup>2.162</sup> 中 , 小 <u>杨阳</u><sup>4.909</sup> <u>推人</u><sup>7.238</sup> <span class='target'>犯规</span> <u>取消</u><sup>2.86</sup> <u>资格</u><sup>2.643</sup> 。 男子 <u>500</u><sup>1.308</sup> <u>米</u><sup>1.901</sup> <u>预赛</u><sup>2.655</sup> 中 , 中国 <small>选手 冯凯 淘汰 出局 。 另 一 世界 名将 、</small>""",6.11784517915511,-2.39433782343477,NA,NA
犯规/N/XIN_CMN_20040815_wpr/47932,犯规/N/XIN_CMN_20040815_wpr/47932,犯规,XIN,Mainland,quality,判/V;姚明/N;明显/V;姚明/N;不满/V;判罚/V,"""<small>双手 扣篮 , 与 篮 下 的 姚明 相撞 。</small> <u>姚明</u><sup>4.481</sup> 撞倒 , <u>判</u><sup>4.129</sup> 了 一 个 有 争议 的 <span class='target'>犯规</span> 。 <u>姚明</u><sup>4.481</sup> 听到 <u>判罚</u><sup>6.498</sup> , 起身 后 <u>明显</u><sup>1.782</sup> <u>不满</u><sup>2.028</sup> 地 <small>走 下场 。 中国队 打 了 一 节 好球 后</small>""",-2.16152043607024,-4.57775506225532,NA,NA
犯规/V/CNA_CMN_20010818_wpr/46735,犯规/V/CNA_CMN_20010818_wpr/46735,犯规,CNA,Taiwan,quality,进攻/V;最后/N;急躁/V;时有/V;机会/N;两/N;进攻/V;拿下/V;机会/N,"""<small>形成 五 四 领先 。 眼看 落后 的 郭伊哲 利用</small> <u>最后</u><sup>2.093</sup> <u>机会</u><sup>2.467</sup> 翻身 , <u>进攻</u><sup>3.877</sup> <u>时有</u><sup>2.205</sup> 点 <u>急躁</u><sup>5.085</sup> , 跳球 <span class='target'>犯规</span> , 古查露 逮住 <u>进攻</u><sup>3.877</sup> <u>机会</u><sup>2.467</sup> , <u>拿下</u><sup>1.88</sup> 最 后 <u>两</u><sup>1.401</sup> <small>局 , 七 四 打败 郭伊哲 拿下 第一 点 。</small>""",1.45608802129623,0.57558352282202,NA,NA
犯规/V/CNA_CMN_20031225_wpr/66939,犯规/V/CNA_CMN_20031225_wpr/66939,犯规,CNA,Taiwan,quality,动作/N;,"""<small>认为 最 危险 的 球员 , 因为 很 了 解</small> 他 摆出 的 <u>动作</u><sup>2.625</sup> 虚假 , 因此 很 判处 他 <span class='target'>犯规</span> 。 中央 气象局 大陆 主要 城市 天气 预报 发佈 时间 <small>: 92年 12月 25日 16时 30分 有效 时间 : 26日</small>""",1.72512673439584,-2.06071006677078,NA,NA
犯规/V/XIN_CMN_19990818_wpr/8972,犯规/V/XIN_CMN_19990818_wpr/8972,犯规,XIN,Mainland,quality,次/N;,"""<small>; 孙军 的 底线 救 球 出界 看 真切 ,</small> 马立军 的 哨子 响 ; 范斌 的 一 <u>次</u><sup>2.197</sup> 打手 <span class='target'>犯规</span> 场所 有的 人 看出来 , 只有 马立军 认定 是 一 <small>次 犯规 。 下 了 场 , 范斌 这 个</small>""",6.66508027460455,0.196640427355899,NA,NA
犯规/V/XIN_CMN_20040320_wpr/34703,犯规/V/XIN_CMN_20040320_wpr/34703,犯规,XIN,Mainland,quality,两/N;在场/V;失误/N;队/N;但/C;破门/N;机会/N,"""<small>赫塔队 踢 得 更加 积极 , 拜仁队 球员 显得 有</small> 些 缺乏 斗志 。 <u>两</u><sup>1.401</sup> <u>队</u><sup>2.806</sup> <u>在场</u><sup>2.287</sup> 上 <u>失误</u><sup>3.626</sup> 、 <span class='target'>犯规</span> 不少 , 有 很 好 的 <u>破门</u><sup>4.025</sup> <u>机会</u><sup>2.467</sup> , <u>但</u><sup>1.193</sup> <small>抓住 , 握手 言 和 。 这 一 结果 无论</small>""",0.450674893019484,2.10669406641272,NA,NA
犯规/V/XIN_CMN_19940519_wpr/51219,犯规/V/XIN_CMN_19940519_wpr/51219,犯规,XIN,Mainland,quality,员/N;门/N;守门员/N;守/V;判/V;罚/V;点球/N;球门/N;打/V,"""<small>香港 队 左边 锋 快速 带 球 插上 , 与</small> <u>守门员</u><sup>4.469</sup> 形成 一 对 一 , 伊拉克 <u>守</u><sup>2.391</sup> <u>门</u><sup>1.372</sup> <u>员</u><sup>1.232</sup> <span class='target'>犯规</span> <u>判</u><sup>5.025</sup> <u>罚</u><sup>6.05</sup> <u>点球</u><sup>5.945</sup> 。 这 个 <u>点球</u><sup>5.945</sup> <u>打</u><sup>2.27</sup> <u>球门</u><sup>3.613</sup> 横梁 <small>内侧 弹 入网 。 下 半 时换边 战 , 伊拉克队</small>""",-4.56016634018475,1.99347657171686,NA,NA
犯规/N/CNA_CMN_20000728_wpr/72621,犯规/N/CNA_CMN_20000728_wpr/72621,犯规,CNA,Taiwan,quality,频频/V;得分/N;分/N;陷阱/N;得到/N;罚球/V,"""<small>, 加上 大陆队员 长传 失误 , 半途 韩队 闪电 般</small> 拦截 切入 篮底 上网 <u>得分</u><sup>4.093</sup> 。 加上 大陆队 <u>频频</u><sup>3.691</sup> 落入 <span class='target'>犯规</span> <u>陷阱</u><sup>4.827</sup> , 让 韩队 <u>罚球</u><sup>5.685</sup> 中 <u>得到</u><sup>1.325</sup> 将近 二十 <u>分</u><sup>1.965</sup> <small>, 比数 拉 得 更 冤 , 最后 六分 钟</small>""",1.05433381632287,4.78663217375569,NA,NA
犯规/V/CNA_CMN_19970912_wpr/140620,犯规/V/CNA_CMN_19970912_wpr/140620,犯规,CNA,Taiwan,quality,续/V;分钟/N;两/N;剩下/V;时/N;次/N;打到/V;中华队/N;判/V;比数/N;犯规/V;次/N;球/N,"""<small>四十六 三十六 打到 五十 二 三十七 , 五十六 四十 。</small> <u>打到</u><sup>3.196</sup> <u>剩下</u><sup>2.576</sup> 三 <u>分钟</u><sup>4.099</sup> <u>时</u><sup>1.482</sup> , <u>中华队</u><sup>3.113</sup> <u>续</u><sup>1.011</sup> <u>两</u><sup>1.401</sup> <u>次</u><sup>2.197</sup> <span class='target'>犯规</span> , 由于 <u>犯规</u><sup>5.492</sup> 超过 八 <u>次</u><sup>2.197</sup> <u>判</u><sup>5.025</sup> <u>球</u><sup>3.82</sup> , <u>比数</u><sup>3.83</sup> <small>拉近 六十 六十六 , 只 剩下 三十二秒 时 中华队 叫停</small>""",-0.151356645702029,4.32199383117672,NA,NA
犯规/N/CNA_CMN_20010404_wpr/55372,犯规/N/CNA_CMN_20010404_wpr/55372,犯规,CNA,Taiwan,quality,技术/N;次/N;出场/V;大王/N;华莱士/N,"""<small>. 麦克尼斯 , NBA 禁赛 三 场 , 罚款 一万五千</small> 美元 。 本季 七 <u>次</u><sup>2.013</sup> 驱逐 <u>出场</u><sup>4.134</sup> 的 「 <u>技术</u><sup>1.416</sup> <span class='target'>犯规</span> <u>大王</u><sup>4.685</sup> 」 <u>华莱士</u><sup>6.507</sup> , 一 日 拓荒者 明尼苏达 灰狼队 的 <small>比赛 中 , 第三 节 出现 第二 次 技术 犯规</small>""",-0.567625303851413,-0.485772128677877,NA,NA
犯规/V/CNA_CMN_19970916_wpr/88336,犯规/V/CNA_CMN_19970916_wpr/88336,犯规,CNA,Taiwan,quality,三十二/N;建功/V;郑志龙/N;中华队/N;领先/V;满/V;日本队/N;次/N;罚球/V;进/V;中华队/N,"""<small>, 成为 三十二 三十 , 日本队 进球 , 三十二 平手</small> , 朱哥 <u>建功</u><sup>2.507</sup> , 三十四 <u>三十二</u><sup>1.014</sup> <u>中华队</u><sup>3.113</sup> <u>领先</u><sup>3.085</sup> 。 <u>郑志龙</u><sup>4.367</sup> <span class='target'>犯规</span> , <u>中华队</u><sup>3.113</sup> <u>满</u><sup>1.373</sup> 七 <u>次</u><sup>2.197</sup> , <u>日本队</u><sup>2.952</sup> <u>罚球</u><sup>6.417</sup> <u>进</u><sup>1.791</sup> , <small>日 本 进攻 投进 , 三十四 平手 朱哥 禁区 三</small>""",1.9645953329326,4.79916588745269,3,out
