"","_id","lemma","newspaper","region","formality","_cws.model","_ctxt.model","model.x","model.y","cluster"
"得分/N/CNA_CMN_19931207_wpr/40120","得分/N/CNA_CMN_19931207_wpr/40120","得分","CNA","Taiwan","quality","左外野/N;本垒/N;挥出/V;打/V;安打/N;保送/V;挥出/V;随后/N","""<small>, 二棒 沈进成 牺牲 短打 陈南星 送上 二垒 , 三棒</small> 洪启锋 <u>挥出</u><sup>3.424</sup> <u>左外野</u><sup>4.68</sup> 安 <u>打</u><sup>2.041</sup> , 送 陈南星 返回 <u>本垒</u><sup>5.949</sup> <span class='target'>得分</span> , <u>随后</u><sup>1.465</sup> 林裕翔 <u>挥出</u><sup>3.424</sup> <u>安打</u><sup>4.367</sup> , <u>保送</u><sup>2.946</sup> 的 童琮辉 及 <small>洪启锋 打回 本垒 , 三 零 领先 。 五 局</small>""",0.682170950864669,-4.47976761771862,NA
"得分/N/CNA_CMN_20010323_wpr/93879","得分/N/CNA_CMN_20010323_wpr/93879","得分","CNA","Taiwan","quality","四十四/N;分/N;攻得/V;皮尔斯/N;最多/V;生涯/N;分/N;塞尔蒂克/N;纪录/N;第三/N;节/N;贡献/V","""<small>各 有 六 球 和 四 球 的 表现 ,</small> <u>皮尔斯</u><sup>3.819</sup> 同时 <u>攻得</u><sup>4.294</sup> <u>四十四</u><sup>1.603</sup> <u>分</u><sup>3.389</sup> , 改 写 <u>生涯</u><sup>2.489</sup> <u>最多</u><sup>3.026</sup> <span class='target'>得分</span> <u>纪录</u><sup>2.032</sup> , 华克 <u>贡献</u><sup>2.899</sup> 二十九 <u>分</u><sup>3.389</sup> 。 <u>塞尔蒂克</u><sup>4.154</sup> <u>第三</u><sup>1.421</sup> <u>节</u><sup>2.842</sup> <small>结束 遥遥领先 二十六 分 , 终场 一百一十三 九十八 轻松 擒下</small>""",4.86318871141824,-1.13309053244561,NA
"得分/N/CNA_CMN_19970702_wpr/50921","得分/N/CNA_CMN_19970702_wpr/50921","得分","CNA","Taiwan","quality","十分/N;创下/V;新高/V;试题/N","""<small>两 字 来 形容 英文 试题 , 高 标准 可望</small> 达 六 <u>十分</u><sup>1.947</sup> 以上 , <u>创下</u><sup>2.21</sup> 大学 联考 英 文科 <span class='target'>得分</span> 的 历史 <u>新高</u><sup>1.234</sup> 。 徐薇 说 , 今年 英文 <u>试题</u><sup>2.399</sup> <small>不管 是 单一 选择题 、 选 择 题 或者 一般</small>""",7.37073473881649,1.60388374302702,NA
"得分/N/CNA_CMN_19990706_wpr/37814","得分/N/CNA_CMN_19990706_wpr/37814","得分","CNA","Taiwan","quality","失误/N;契机/N","""<small>有 特殊性 , 是 「 石破天惊 」 的 事业 ,</small> 是 打网球 , 一 方 <u>失误</u><sup>3.832</sup> , 另 一 方 <span class='target'>得分</span> , 他 说 两岸 是 极端 立场 寻求 <u>契机</u><sup>1.611</sup> , <small>而是 需要 漫长 的 谈 判 过程 与 耐心 。</small>""",-4.75791480894111,-3.17394516759783,NA
"得分/N/CNA_CMN_20000701_wpr/87675","得分/N/CNA_CMN_20000701_wpr/87675","得分","CNA","Taiwan","quality","分/N;巴特尔/N;篮板/N;平均/V;中华队/N;教练/N","""<small>, 张劲松 十五 分 , 二十 岁 小将 焦健 十四</small> <u>分</u><sup>3.389</sup> 八 个 <u>篮板</u><sup>4.755</sup> , <u>巴特尔</u><sup>4.218</sup> 十二 <u>分</u><sup>3.389</sup> , 大家 <span class='target'>得分</span> 相当 <u>平均</u><sup>2.069</sup> 。 <u>中华队</u><sup>3.575</sup> <u>教练</u><sup>1.503</sup> 钱 飞 认为 <u>中华队</u><sup>3.575</sup> 整体 <small>战力 不错 , 但 外线 还要 加强 , 两 大</small>""",4.40186038650724,-1.1000983007366,NA
"进球/N/CNA_CMN_20020502_wpr/75860","进球/N/CNA_CMN_20020502_wpr/75860","进球","CNA","Taiwan","quality","攻门/V;脚/N;机会/N;本/N;纪录/N;首开/V","""<small>脚 下 抄截 成功 , 距离 球门 二十 公尺 处</small> 找到 <u>攻门</u><sup>4.474</sup> <u>机会</u><sup>2.955</sup> , 出奇不意 起 左 <u>脚</u><sup>2.656</sup> 踢射 、 <span class='target'>进球</span> , <u>首开</u><sup>3.698</sup> <u>纪录</u><sup>2.27</sup> 。 这 是 他 个人 <u>本</u><sup>1.661</sup> 季 <small>欧洲 联赛 冠 军 杯 踢进 的 第六 个 球</small>""",-6.05235292902054,0.282103036519555,NA
"破门/N/XIN_CMN_20020621_wpr/36362","破门/N/XIN_CMN_20020621_wpr/36362","破门","XIN","Mainland","quality","单刀赴会/N;诺/F;后/N;越位/V;次/N;化险为夷/V;表现出/V;门将/N;多次/V","""<small>灵活 的 边 路 进攻 一度 占据 了 上风 。</small> 多 <u>诺</u><sup>2.113</sup> 万反 <u>越位</u><sup>5.724</sup> <u>后</u><sup>1.272</sup> 的 一 <u>次</u><sup>1.847</sup> <u>单刀赴会</u><sup>6.341</sup> , <span class='target'>破门</span> , 德国 <u>门将</u><sup>4.498</sup> 卡恩 <u>表现出</u><sup>2.704</sup> 现 , <u>多次</u><sup>3.732</sup> <u>化险为夷</u><sup>4.938</sup> 。 <small>而 德国人 近 40 分钟 的 漫步 后 才 找到</small>""",-6.07389682254227,0.108827787688933,NA
"得分/N/CNA_CMN_19990626_wpr/62969","得分/N/CNA_CMN_19990626_wpr/62969","得分","CNA","Taiwan","quality","号/N;球员/N;切入/V;守/V;出手/V;NBA/F;决赛/N;场/N;几/N","""<small>五 号 设法 切入 篮 下 , 诱惑 对方 防</small> <u>守</u><sup>1.802</sup> , 二 <u>号</u><sup>1.832</sup> 、 三 <u>号</u><sup>1.832</sup> <u>球员</u><sup>3.405</sup> <u>切入</u><sup>3.795</sup> <u>出手</u><sup>3.691</sup> <span class='target'>得分</span> 。 邱大宗 表示 , 这 <u>几</u><sup>1.087</sup> <u>场</u><sup>2.68</sup> <u>NBA</u><sup>3.684</sup> 的 <u>决赛</u><sup>1.672</sup> <small>给 他 不少 启发 , 未来 他 带 CBA 红队</small>""",-1.07841027614739,-1.95378703245734,NA
"得分/N/CNA_CMN_20000530_wpr/110433","得分/N/CNA_CMN_20000530_wpr/110433","得分","CNA","Taiwan","quality",";排序/N","""<small>, 并 中共 省级 环保 部门 审核 、 国家 环保</small> 总局 初审 和 专家 审核 等 程序 确定 。 综合 <span class='target'>得分</span> <u>排序</u><sup>2.399</sup> 中 , 深圳 、 烟台 、 海口 、 大连 <small>、 厦 门 、 汕头 、 珠海 和 苏州 等</small>""",7.04827655445636,2.44174381198923,NA
"得分/N/XIN_CMN_20010617_wpr/49786","得分/N/XIN_CMN_20010617_wpr/49786","得分","XIN","Mainland","quality","两/N;犀利/V;最/D;手/N;科比/N;奥尼尔/N;赛季/N","""<small>” 的 东方 哲理 , “ 减法 ” 改造 湖人</small> ; 他 <u>手</u><sup>2.572</sup> 中 有 <u>两</u><sup>1.204</sup> 件 <u>最</u><sup>1.179</sup> <u>犀利</u><sup>3.52</sup> 的 <span class='target'>得分</span> 武器 <u>奥尼尔</u><sup>3.892</sup> 和 <u>科比</u><sup>3.459</sup> , 因 此 上 个 <u>赛季</u><sup>3.133</sup> <small>抱怨 出手 机会 少 的 莱斯 送走 , 化 的</small>""",-1.72501199443187,-2.46423914909132,NA
"进球/N/XIN_CMN_19990718_wpr/6345","进球/N/XIN_CMN_19990718_wpr/6345","进球","XIN","Mainland","quality","但/C;喜悦/N;没有/V;大连/N","""<small>结束 后 , 李金羽 众多 记者 与 球迷 围住 ,</small> <u>但</u><sup>1.112</sup> 他 流露出 半点 <u>喜悦</u><sup>2.493</sup> 神色 。 是 因为 <u>没有</u><sup>1.859</sup> <span class='target'>进球</span> , 李金 羽 不算 满意 。 他 说 , <u>大连</u><sup>2.362</sup> <small>万达队 是 去年 的 联赛 冠军 , 尽管 目前 遇到</small>""",-5.61361942686084,-4.62646653004167,NA
"进球/N/XIN_CMN_20010906_wpr/110493","进球/N/XIN_CMN_20010906_wpr/110493","进球","XIN","Mainland","quality","入球/N;射手/N;个/N;名列/V;本/N;组/N;位/V;榜首/N;创造/V;5/N;战/N;戈麦斯/N;粒/N","""<small>平托 等 人 的 光彩 。 保乌 莱塔 目前 7</small> <u>个</u><sup>1.536</sup> <u>入球</u><sup>4.76</sup> <u>名列</u><sup>1.52</sup> <u>本</u><sup>1.661</sup> <u>组</u><sup>1.668</sup> <u>射手</u><sup>5.493</sup> <u>榜首</u><sup>3.353</sup> <u>位</u><sup>2.597</sup> , 而 <span class='target'>进球</span> <u>5</u><sup>1.164</sup> <u>粒</u><sup>5.98</sup> 的 <u>戈麦斯</u><sup>3.758</sup> 安道尔队 一 <u>战</u><sup>2.027</sup> <u>创造</u><sup>2.014</sup> 了 一 <small>场 射进 4 球 的 纪录 。 世界杯 预选赛 保加利亚队</small>""",0.00409734468791513,4.12217085586277,NA
"得分/N/CNA_CMN_20010527_wpr/48825","得分/N/CNA_CMN_20010527_wpr/48825","得分","CNA","Taiwan","quality","但/C;选手/N;动作/N;吃亏/V;总分/N","""<small>与 练习 时 相同 , 可以 看出 选手 的 稳定度</small> , <u>但</u><sup>1.11</sup> 规格 <u>动作</u><sup>2.828</sup> 大陆 <u>选手</u><sup>1.669</sup> 较 强 , 詹明树 <span class='target'>得分</span> 上 因此 较 <u>吃亏</u><sup>2.271</sup> 。 今天 詹明树 <u>总分</u><sup>3.374</sup> 为 九点三五 <small>, 大陆 选手 邹云健 九 点 四五 分 拿下 金牌</small>""",3.37853739181955,2.98091671363418,NA
"得分/V/XIN_CMN_20020327_wpr/53011","得分/V/XIN_CMN_20020327_wpr/53011","得分","XIN","Mainland","quality","但/C;多次/V;优势/N;场/N;良机/N;分钟/N;把握住/V","""<small>个 球 。 虽然 有 多 名 主力 出场 ,</small> <u>但</u><sup>1.453</sup> 德国队 占据 着 <u>场</u><sup>2.919</sup> 上 <u>优势</u><sup>2.828</sup> , 有 <u>多次</u><sup>4.942</sup> <span class='target'>得分</span> <u>良机</u><sup>6.315</sup> <u>把握住</u><sup>6.62</sup> 。 结果 第17 <u>分钟</u><sup>3.297</sup> 让 美国人 得手 。 <small>0 1 落后 的 德国队 攻势 加 猛烈 , 第44</small>""",-5.63432282596935,-2.20376890537434,NA
"破门/N/XIN_CMN_19951008_wpr/1668","破门/N/XIN_CMN_19951008_wpr/1668","破门","XIN","Mainland","quality","双方/N;万达队/N;大连/N;国安队/N;主场/N;90/N;得分/N","""<small>32 分 名列 第二 位 。 上 个 赛季 冠军</small> <u>大连</u><sup>2.211</sup> <u>万达队</u><sup>4.949</sup> 今天 <u>主场</u><sup>3.072</sup> 迎战 北京 <u>国安队</u><sup>4.845</sup> 。 <u>双方</u><sup>2.306</sup> 试图 <span class='target'>破门</span> <u>得分</u><sup>6.019</sup> , 使 自己 的 名次 前移 , 但是 <u>90</u><sup>2.434</sup> <small>分钟 内 徒劳无功 。 青岛 海牛队 和 济南 泰山队 这</small>""",-2.70327346440895,2.61582381361809,NA
"得分/N/XIN_CMN_19970327_wpr/8302","得分/N/XIN_CMN_19970327_wpr/8302","得分","XIN","Mainland","quality","平均/V;气势/N;场/N;20/N;超过/V;两/N;分/N;表现/N;球员/N","""<small>王国 的 几 年 熏 陶和摔 打 , 他 打球</small> 的 架势 、 <u>气势</u><sup>1.93</sup> 不一 般 , <u>平均</u><sup>2.069</sup> 每 <u>场</u><sup>2.68</sup> <span class='target'>得分</span> <u>超过</u><sup>1.73</sup> <u>20</u><sup>1.038</sup> <u>分</u><sup>3.389</sup> 。 <u>两</u><sup>1.204</sup> 位 <u>球员</u><sup>3.405</sup> 的 <u>表现</u><sup>1.714</sup> 和 <small>球迷心 目 中 的 地位 , 同 一些 当选 明星</small>""",4.50617594103702,0.479443441985141,NA
"得分/N/CNA_CMN_20020511_wpr/57814","得分/N/CNA_CMN_20020511_wpr/57814","得分","CNA","Taiwan","quality","赛/V;最/D;低/V;NBA/F;创下/V;半/N;场/N;季/N;纪录/N;队史/N;季后赛/N","""<small>队 第三 、 第四 节 合得 二十六 和 三十四 分</small> , <u>创下</u><sup>2.21</sup> <u>NBA</u><sup>3.684</sup> <u>季</u><sup>1.042</sup> 后 <u>赛</u><sup>1.903</sup> <u>半</u><sup>2.199</sup> <u>场</u><sup>2.68</sup> <u>最</u><sup>1.179</sup> <u>低</u><sup>1.584</sup> <span class='target'>得分</span> <u>纪录</u><sup>2.032</sup> , 同时 这 是 塞队 <u>队史</u><sup>4.847</sup> 上 <u>季后赛</u><sup>4.073</sup> 单 <small>场 最 低 得分 和 对手 最 低分 纪录 。</small>""",3.98185168648871,-0.210822480208857,2
"得分/N/XIN_CMN_20010531_wpr/2573","得分/N/XIN_CMN_20010531_wpr/2573","得分","XIN","Mainland","quality","奥兰多/N;对方/N;郝海东/N;以/N;实德队/N;1/N;2/N;下/N;半/N;领先/V","""<small>双方 打平 后 , 实德队 加强 进攻 。 第25 分钟</small> , <u>郝海东</u><sup>3.664</sup> 摆脱 <u>对方</u><sup>3.428</sup> 盯防传 中 , <u>奥兰多</u><sup>3.057</sup> 中 路冲顶 <span class='target'>得分</span> , <u>实德队</u><sup>2.973</sup> <u>以</u><sup>2.063</sup> <u>2</u><sup>1.227</sup> : <u>1</u><sup>1.212</sup> <u>领先</u><sup>3.249</sup> 。 <u>下</u><sup>1.156</sup> <u>半</u><sup>2.199</sup> <small>场 , 双方 加快 了 攻防 节奏 。 第70 分钟</small>""",-3.81019480751955,0.367293009154381,NA
"进球/N/CNA_CMN_20021124_wpr/87632","进球/N/CNA_CMN_20021124_wpr/87632","进球","CNA","Taiwan","quality","分钟/N;突破/N;中路/N;平手/V;终场/N;双方/N;战成/V","""<small>洪丽敏 多 次 攻门 进 ; 台体 在下 半 场</small> 八十 六 <u>分钟</u><sup>4.038</sup> , 陈雅玲 <u>中路</u><sup>3.934</sup> <u>突破</u><sup>1.116</sup> 直接 穿越 空隙 <span class='target'>进球</span> , <u>终场</u><sup>3.043</sup> <u>双方</u><sup>1.583</sup> 一 一 <u>战成</u><sup>3.502</sup> <u>平手</u><sup>2.962</sup> 。 911124 陈 <small>总统 感谢 高市 客家 同乡 挺 谢长廷 ︵ 中央社 记者</small>""",-3.64375682105845,1.24091676876813,NA
"破门/N/XIN_CMN_20031025_wpr/33628","破门/N/XIN_CMN_20031025_wpr/33628","破门","XIN","Mainland","quality","门楣/N;击中/V;怒/V;射/V;禁区/N;大连队/N;时/N;中场/N;下/N;半/N;得分/N","""<small>, 但 破门 。 上海 黄浦队 上半时 快 结束 时</small> 一 记 <u>禁区</u><sup>5.241</sup> 边沿 <u>怒</u><sup>3.469</sup> <u>射</u><sup>3.925</sup> , <u>击中</u><sup>3.456</sup> <u>门楣</u><sup>5.26</sup> , <span class='target'>破门</span> <u>得分</u><sup>6.019</sup> 。 <u>下</u><sup>1.887</sup> <u>半</u><sup>3.098</sup> <u>时</u><sup>1.78</sup> , <u>大连队</u><sup>5.146</sup> 加强 了 <u>中场</u><sup>4.389</sup> <small>的 控制 , 掌握 了 场 上主 动 。 面对</small>""",-5.52745094773799,0.642301981782295,NA
"进球/N/XIN_CMN_19980713_wpr/567","进球/N/XIN_CMN_19980713_wpr/567","进球","XIN","Mainland","quality","罗纳尔多/N;战术/N;得/D;巴西队/N;灵感/N;助攻/V","""<small>, 一 场 一 场 踢 得 好 。 巴西队</small> 的 <u>战术</u><sup>2.144</sup> 组织 <u>得</u><sup>1.215</sup> 很 成功 , <u>罗纳尔多</u><sup>4.672</sup> 找到 了 <span class='target'>进球</span> 的 <u>灵感</u><sup>2.906</sup> , <u>巴西队</u><sup>3.667</sup> 的 <u>助攻</u><sup>4.184</sup> 边 后卫卡 福和 洛 <small>・ 卡洛斯 是 巴西队制 胜 的 关键 人物 。 日</small>""",-2.8112498968906,-1.65033007624754,NA
"进球/N/XIN_CMN_20000306_wpr/66895","进球/N/XIN_CMN_20000306_wpr/66895","进球","XIN","Mainland","quality","分钟/N;希/V;第5/N;比赛/N;场/N","""<small>, 其他 场 比赛 它 拚命 ? 单单 欺负 法兰克福</small> ? <u>比赛</u><sup>2.733</sup> 伊始 , <u>第5</u><sup>1.762</sup> <u>分钟</u><sup>4.038</sup> , 海尔 里 <u>希</u><sup>1.329</sup> <span class='target'>进球</span> 。 <u>场</u><sup>3.05</sup> 上 看 , 法兰克福 阵 行 很 乱 <small>, 萨鲁 像 个 笨重 的 大猩猩 净瞎跑 , 对对</small>""",-1.29317504383276,1.40770717141382,NA
"进球/N/XIN_CMN_20030905_wpr/49912","进球/N/XIN_CMN_20030905_wpr/49912","进球","XIN","Mainland","quality","两/N;但/C;战绩/N;2/N;负/V;俄罗斯队/N;胜/V;队/N;韩国队/N;数/N","""<small>了 激烈 争夺 , 结果 26 : 26 战平 。</small> <u>两</u><sup>1.142</sup> <u>队</u><sup>3.105</sup> <u>战绩</u><sup>1.647</sup> 为 <u>2</u><sup>2.291</sup> <u>胜</u><sup>2.308</sup> <u>负</u><sup>1.93</sup> , <u>但</u><sup>1.112</sup> <u>俄罗斯队</u><sup>2.41</sup> <span class='target'>进球</span> <u>数</u><sup>1.373</sup> 多 获得 亚军 , <u>韩国队</u><sup>2.96</sup> 居 第三 名 。 <small>乌克兰队 2 胜 2 负 名列 第四 , 中国 台北队</small>""",1.46261952567239,3.44845854648756,NA
"进球/N/XIN_CMN_19930919_wpr/28322","进球/N/XIN_CMN_19930919_wpr/28322","进球","XIN","Mainland","quality","分钟/N;才/N;半/N;进/V;场/N","""<small>唐尧东 、 孙伟 、 黎兵 走马灯 一样 打门 , 可惜</small> 有惊无险 。 第三十 六 <u>分钟</u><sup>4.038</sup> 起 , 新世界队 <u>才</u><sup>2.58</sup> 开始 <span class='target'>进球</span> , 马林 、 唐尧东 、 姜峰 上 <u>半</u><sup>2.449</sup> <u>场</u><sup>3.05</sup> <u>进</u><sup>2.169</sup> <small>一 球 。 换 边 战 , 新 换 上场</small>""",-2.34449957698806,1.35964476430804,NA
"得分/N/XIN_CMN_20030323_wpr/51105","得分/N/XIN_CMN_20030323_wpr/51105","得分","XIN","Mainland","quality","第25/N;分钟/N;首先/C;杀手/N;破门/N;根伟/N;0/N;结束/N;1/N;分/V;上半场/N;领先/N","""<small>主场 球迷 的 助威 下 , 表现出 高昂 的 斗志</small> , 并 <u>第25</u><sup>2.591</sup> <u>分钟</u><sup>3.601</sup> 时 老 <u>杀手</u><sup>1.999</sup> <u>根伟</u><sup>3.354</sup> <u>首先</u><sup>3.548</sup> <u>破门</u><sup>6.019</sup> <span class='target'>得分</span> , <u>1</u><sup>1.212</sup> : <u>0</u><sup>1.91</sup> 的 <u>分</u><sup>2.457</sup> <u>领先</u><sup>2.485</sup> <u>结束</u><sup>1.61</sup> <u>上半场</u><sup>4.099</sup> 。 <small>下 半 场 , 落后 的 山东队 改 四平八稳 的</small>""",-4.12157567902322,0.810157675038063,NA
"得分/N/CNA_CMN_19961218_wpr/123055","得分/N/CNA_CMN_19961218_wpr/123055","得分","CNA","Taiwan","quality",";配/V","""<small>的 百分之九 成长率 , 高出 一九八○年 代 的 百分之七 。</small> 华尔顿 说 , 东亚 地区 提供 基本 建设 、 所 <span class='target'>得分</span> <u>配</u><sup>1.374</sup> 、 劳工 技术 发展 、 环境 保护 以及 开发 <small>金融 市场 方面面 一些 重要 的 挑战 。 他 指出</small>""",7.72369817588192,2.82282768088429,7
"得分/N/CNA_CMN_20011216_wpr/62276","得分/N/CNA_CMN_20011216_wpr/62276","得分","CNA","Taiwan","quality","直接/V;门框/N;左翼/N;踢/V;反攻/V;零/N;日本队/N;终场/N;无力/V;打败/V","""<small>半 场 北韩 发 动 攻势 , 李金淑 踢进 得分</small> , 继 之 杨庆喜 <u>左翼</u><sup>1.137</sup> <u>直接</u><sup>1.852</sup> <u>踢</u><sup>2.869</sup> 入 <u>门框</u><sup>4.238</sup> 右上角 <span class='target'>得分</span> , <u>日本队</u><sup>2.941</sup> <u>无力</u><sup>1.727</sup> <u>反攻</u><sup>4.061</sup> , <u>终场</u><sup>3.522</sup> 北韩队 二 <u>零</u><sup>1.714</sup> <u>打败</u><sup>1.71</sup> <small>日本队 , 获得 本 届 比赛 冠军 。 901216 陈</small>""",-1.20014606730991,-0.868708002360129,NA
"进球/N/XIN_CMN_19970912_wpr/36993","进球/N/XIN_CMN_19970912_wpr/36993","进球","XIN","Mainland","quality","克林斯曼/N;比赛/N;10/N","""<small>克林斯曼 ) 在下 两 场 比赛 进球 , 我 他</small> ‘ 冷冻 ’ 起来 。 ” 这 就是说 , <u>克林斯曼</u><sup>5.261</sup> <span class='target'>进球</span> , 今后 的 <u>比赛</u><sup>2.733</sup> 中 有 可能 坐冷板凳 。 <u>10</u><sup>1.127</sup> <small>日 比赛 后 , 福格 问道 克林斯曼 今后 续 上场</small>""",-0.433459018754669,4.49786196774366,NA
"得分/V/CNA_CMN_20031125_wpr/47764","得分/V/CNA_CMN_20031125_wpr/47764","得分","CNA","Taiwan","quality","分钟/N;但/C;上场/V;场/N;篮板/N","""<small>黄蜂队 及 迈阿密 热火队 的 莫宁 , 本季 上阵 十二</small> <u>场</u><sup>2.919</sup> , <u>但</u><sup>1.453</sup> <u>上场</u><sup>3.975</sup> 时间 平均 只有 十七点九 <u>分钟</u><sup>3.297</sup> 、 <span class='target'>得分</span> 八分 及 二点三 个 <u>篮板</u><sup>5.006</sup> 。 上 週 六和 多伦多 <small>暴龙队 役 时 , 莫宁 拿下 本季 最 高分 的</small>""",-1.53735717092815,-0.318808887183378,NA
"得分/N/XIN_CMN_19940803_wpr/1724","得分/N/XIN_CMN_19940803_wpr/1724","得分","XIN","Mainland","quality","加拿大队/N;队/N;得分/N;分/N;投中/V;中国队/N;21/N","""<small>16 : 8 领先 后 , 得分 一度 停止 不前</small> , <u>加拿大队</u><sup>2.52</sup> 的 <u>得分</u><sup>4.774</sup> 不断 增加 。 加 <u>队</u><sup>2.84</sup> 的 <span class='target'>得分</span> 升 至 <u>21</u><sup>1.17</sup> <u>分</u><sup>3.389</sup> 时 , <u>中国队</u><sup>3.107</sup> 才 <u>投中</u><sup>4.386</sup> 一 <small>个 3分球 。 的 分 中国队 落后 。 中场 休息</small>""",2.17805819850309,0.269316783567484,NA
"得分/N/XIN_CMN_19920902_wpr/4169","得分/N/XIN_CMN_19920902_wpr/4169","得分","XIN","Mainland","quality","击球/N;决定性/N;两/N;直接/V;发球/N;第三/N","""<small>击败 世界 排名 第185 奥布赖恩 。 依靠 几 拍 有力</small> 的 <u>击球</u><sup>4.23</sup> 和 那 <u>两</u><sup>1.204</sup> 个 <u>决定性</u><sup>1.049</sup> 的 <u>发球</u><sup>5.193</sup> <u>直接</u><sup>1.852</sup> <span class='target'>得分</span> , 库 里埃 避免 了 成为 1950年 以来 <u>第三</u><sup>1.421</sup> 个 <small>这 一 公开赛 首 轮 败下阵来 的 第一 号种子 。</small>""",-3.51561008893239,-3.58521739605125,NA
"得分/N/XIN_CMN_20041118_wpr/51622","得分/N/XIN_CMN_20041118_wpr/51622","得分","XIN","Mainland","quality","但/C;个人/N;霍华德/N;・/F;迈克尔/N","""<small>参加 伊拉克 战争 而 使得 他 的 支持率 直线 下滑</small> , <u>但</u><sup>1.11</sup> 支持 参战 的 保守党 这 一 问题 上 <span class='target'>得分</span> 。 而 保守党 领 袖 <u>迈克尔</u><sup>1.819</sup> <u>.</u><sup>1.629</sup> <u>霍华德</u><sup>2.357</sup> 的 <u>个人</u><sup>1.617</sup> <small>支持率 不断 下降 , 布莱尔 受 欢迎 。 这 使得</small>""",3.54390649757977,4.65967947471235,NA
"得分/N/CNA_CMN_20011122_wpr/117931","得分/N/CNA_CMN_20011122_wpr/117931","得分","CNA","Taiwan","quality","篮板/N;次/N;场/N;助攻/V;史密斯/N;贾/N;压/V","""<small>分 和 十三 篮板 , 不过 麦克 葛雷迪 另 有</small> 八 <u>次</u><sup>1.294</sup> <u>助攻</u><sup>4.879</sup> 和 七 个 <u>篮板</u><sup>4.755</sup> , 这 <u>场</u><sup>2.68</sup> <span class='target'>得分</span> 大战 中 , 技 <u>压</u><sup>1.469</sup> <u>史密斯</u><sup>2.179</sup> 与 <u>贾</u><sup>1.983</sup> 奈特 。 <small>这 场 比赛 第一 节 , 两 队 攻得 六十七</small>""",3.55173417316238,-2.43435557712469,NA
"进球/N/XIN_CMN_20010101_wpr/70529","进球/N/XIN_CMN_20010101_wpr/70529","进球","XIN","Mainland","quality","创造/V;打破/N;1982年/N;62/N;粒/N;球/N;记录/N;进球/N;巴西/N;下/N;罗马里奥/N","""<small>老将 今年 共 参加 58 场 比赛 , 踢进 63</small> <u>粒</u><sup>5.98</sup> <u>球</u><sup>3.96</sup> , <u>打破</u><sup>1.619</sup> 罗贝托 <u>1982年</u><sup>1.5</sup> <u>创造</u><sup>2.014</sup> 的 <u>62</u><sup>1.498</sup> <u>粒</u><sup>5.98</sup> <span class='target'>进球</span> 的 <u>巴西</u><sup>2.074</sup> <u>进球</u><sup>6.0</sup> <u>记录</u><sup>2.335</sup> 。 <u>罗马里奥</u><sup>5.063</sup> 的 带领 <u>下</u><sup>1.111</sup> , <small>今年 瓦斯 科 达伽 马队 荣获 “ 南共市杯 ” 赛</small>""",-3.06592070884001,3.17671733919007,NA
"得分/N/CNA_CMN_19960914_wpr/92259","得分/N/CNA_CMN_19960914_wpr/92259","得分","CNA","Taiwan","quality","挡/V;运球/V;夫/D;博得/V","""<small>一 对 三 单打 过人 动作 , 结果 人球 一体</small> 的 <u>运球</u><sup>3.828</sup> 功 <u>夫</u><sup>1.176</sup> 无 人 <u>挡</u><sup>2.203</sup> , 轻而易举 探篮 <span class='target'>得分</span> , <u>博得</u><sup>1.867</sup> 现场球 迷 的 满堂彩 。 反 台泥 黄 <small>丝带 之 爱 大 游行 今天 登场 ( 中央社 记者</small>""",-6.37342913755649,-0.656615456144419,NA
"得分/N/XIN_CMN_19970326_wpr/5601","得分/N/XIN_CMN_19970326_wpr/5601","得分","XIN","Mainland","quality","但/C;射门/V;雅琪队/N;欠佳/V;分钟/N;反击/V;雅琪队/N;次/N","""<small>中 , 攻势 和 攻入 禁区 及 射门 明显 超过</small> <u>雅琪队</u><sup>3.851</sup> , <u>但</u><sup>1.11</sup> 因 配合 和 <u>射门</u><sup>4.954</sup> 技术 <u>欠佳</u><sup>3.014</sup> , <span class='target'>得分</span> 。 第七十二 <u>分钟</u><sup>3.601</sup> , 武汉 <u>雅琪队</u><sup>3.851</sup> 一 <u>次</u><sup>1.294</sup> <u>反击</u><sup>3.486</sup> 中 <small>得 角球 机会 。 克罗地亚籍 球员 蒂奇 罚 了 个</small>""",-4.79847669466356,0.175965872461945,NA
"得分/N/CNA_CMN_20040128_wpr/80555","得分/N/CNA_CMN_20040128_wpr/80555","得分","CNA","Taiwan","quality","七六人队/N;前/N;先发/N;补/V;中锋/N","""<small>这 只 是 个 开端 , 篮网队 找回 自己 的</small> 风格 , 继续 <u>前</u><sup>1.163</sup> 迈进 。 <u>七六人队</u><sup>4.669</sup> 十分 帮忙 , <span class='target'>得分</span> 王艾 佛森 伤缺阵 , <u>先发</u><sup>3.821</sup> <u>中锋</u><sup>4.293</sup> 柯曼 与 <u>补</u><sup>1.086</sup> 中 <small>前锋 杰克森 伤 出赛 , 首 节 出现 十一 次</small>""",3.56058025898551,-2.80134045034921,NA
