"","_id","lemma","newspaper","region","formality","_cws.model","_ctxt.model","model.x","model.y","cluster"
"手球/N/CNA_CMN_19910103_wpr/51866","手球/N/CNA_CMN_19910103_wpr/51866","手球","CNA","Taiwan","quality","举行/V;全国/N;公开赛/N;体育馆/N;揭幕/V;国光/N;中学/N","""<small>下午 二时 半 华视 大楼 地 下 一 楼 华视</small> 西餐厅 <u>举行</u><sup>1.729</sup> 。 ( 六 ) 地方 : – <u>全国</u><sup>1.697</sup> <span class='target'>手球</span> <u>公开赛</u><sup>1.141</sup> 上午 高雄市 <u>国光</u><sup>2.879</sup> <u>中学</u><sup>1.898</sup> <u>体育馆</u><sup>3.563</sup> <u>揭幕</u><sup>2.485</sup> , 展开 三 <small>天 赛程 , 有 国内 十六 支 男女 手球 劲旅</small>""",5.68349010658681,-1.52593829052179,NA
"手球/N/CNA_CMN_19960424_wpr/119933","手球/N/CNA_CMN_19960424_wpr/119933","手球","CNA","Taiwan","quality","国中/N;、/P;商职/N;稻江/N;大甲/N;高中/N;、/P","""<small>、 光荣 国中 、 五福 国中 。 国女组 体操 :</small> 光荣 <u>国中</u><sup>2.409</sup> <u>、</u><sup>1.055</sup> 南港 <u>国中</u><sup>2.409</sup> <u>、</u><sup>1.055</sup> 五福 <u>国中</u><sup>2.409</sup> 。 高男组 <span class='target'>手球</span> : <u>大甲</u><sup>4.684</sup> <u>高中</u><sup>1.18</sup> <u>、</u><sup>1.055</sup> 新丰 <u>高中</u><sup>1.18</sup> <u>、</u><sup>1.055</sup> <u>稻江</u><sup>5.885</sup> <u>商职</u><sup>5.023</sup> 。 <small>国男组 手球 : 大甲 国中 、 和平 国中 、 漳</small>""",6.01653361532581,-2.86579202602674,NA
"手球/N/CNA_CMN_20001012_wpr/126959","手球/N/CNA_CMN_20001012_wpr/126959","手球","CNA","Taiwan","quality","田径/N;桌球/N;男子/N;、/P;女子/N;篮球/N;、/P","""<small>十 名 、 跆拳道 五 名 ; 海山 - 男女</small> <u>田径</u><sup>3.616</sup> 十二 名 <u>、</u><sup>1.055</sup> <u>男子</u><sup>3.919</sup> <u>桌球</u><sup>4.128</sup> 六 名 <u>、</u><sup>1.055</sup> <u>男子</u><sup>3.919</sup> <span class='target'>手球</span> 六 名 <u>、</u><sup>1.055</sup> <u>女子</u><sup>4.202</sup> <u>篮球</u><sup>4.206</sup> 六 名 ; 锦和 - <small>手球 、 田径 、 柔道 、 跆拳 ; 树 林</small>""",-2.85764671736651,-3.20343579120293,NA
"手球/N/CNA_CMN_19930706_wpr/50158","手球/N/CNA_CMN_19930706_wpr/50158","手球","CNA","Taiwan","quality","赛/V;组/N;全国/N;队伍/N;男子/N;比赛/N;协会/N","""<small>锦标赛 。 这 三 支 手球队 是 中正杯 手球 锦标</small> <u>赛</u><sup>3.097</sup> 各 <u>组</u><sup>1.796</sup> 前 二 名 的 <u>队伍</u><sup>2.062</sup> , <u>全国</u><sup>1.697</sup> <span class='target'>手球</span> <u>协会</u><sup>2.395</sup> 推荐 出国 <u>比赛</u><sup>2.476</sup> 。 高雄市 立志 <u>男子</u><sup>3.919</sup> 篮球队 与 <small>七贤 国中 女子 篮球队 , 参加 七月 中旬 的 瑞典</small>""",-0.723069068329188,1.98708776222574,NA
"手球/N/XIN_CMN_19990911_wpr/15015","手球/N/XIN_CMN_19990911_wpr/15015","手球","XIN","Mainland","quality","北京队/N;禁区/N;球/N;本/N;足协/N;场/N;比赛/N","""<small>, 孙 雯罚 点 球 才 分 扳平 。 此</small> <u>球</u><sup>2.85</sup> 是 <u>北京队</u><sup>3.582</sup> 11 号 商珊 <u>禁区</u><sup>4.567</sup> 内 解围 时 <span class='target'>手球</span> 犯规 造成 的 。 中国 <u>足协</u><sup>1.435</sup> 给 <u>本</u><sup>1.061</sup> <u>场</u><sup>1.189</sup> <u>比赛</u><sup>2.476</sup> <small>指派 了 男 主 裁判 , 而 是以 的 女</small>""",-3.72503699753516,6.2027201026991,NA
"手球/N/XIN_CMN_19930529_wpr/3978","手球/N/XIN_CMN_19930529_wpr/3978","手球","XIN","Mainland","quality","摘取/V;枚/N;金牌/N;运动/N","""<small>北京 女队 和 解放军 男 队 人们 的 意料 之中</small> <u>摘取</u><sup>2.985</sup> 了 这 两 <u>枚</u><sup>2.037</sup> <u>金牌</u><sup>1.926</sup> , 这 说明 我国 <span class='target'>手球</span> <u>运动</u><sup>2.674</sup> 的 旧 格局 没有 打破 , 而 其中 存在 <small>着 不少 令 人担 忧 的 问题 。 手球 项目</small>""",-3.76494278538079,0.785198710810611,NA
"手球/N/CNA_CMN_20021128_wpr/132066","手球/N/CNA_CMN_20021128_wpr/132066","手球","CNA","Taiwan","quality","赐爵/V;蔡/N;吴庆国/N;运动/N;不错/V;吴庆国/N","""<small>人生 的 道路 上 奔跑 。 中华民国 手球 协会 理事长</small> <u>蔡</u><sup>2.745</sup> <u>赐爵</u><sup>7.651</sup> 今天 到场 纪念品 给 <u>吴庆国</u><sup>7.51</sup> , 感谢 他 <span class='target'>手球</span> <u>运动</u><sup>2.674</sup> 的 贡献 。 今天 看来 气色 <u>不错</u><sup>1.075</sup> 的 <u>吴庆国</u><sup>7.51</sup> <small>表示 , 球员 的 鼓舞 与 扶 持 是 他</small>""",2.97213671214363,-5.20852770428626,8
"手球/N/XIN_CMN_20020519_wpr/38186","手球/N/XIN_CMN_20020519_wpr/38186","手球","XIN","Mainland","quality","结束/N;欧洲/N;比赛/N;授予/V;队长/N;冠军/N;联合会/N;科梅塔尔队/N","""<small>人 射入 10 球 , 为 赢得 最后 的 胜利</small> 奠 定 了 基础 。 <u>比赛</u><sup>2.476</sup> <u>结束</u><sup>2.49</sup> 后 , <u>欧洲</u><sup>1.503</sup> <span class='target'>手球</span> <u>联合会</u><sup>3.574</sup> 官员 <u>冠军</u><sup>2.727</sup> 奖杯 <u>授予</u><sup>1.846</sup> 了 <u>科梅塔尔队</u><sup>8.903</sup> <u>队长</u><sup>1.933</sup> 纳策娃 。 <small>科梅塔尔队 成为 欧洲 手球 冠军 联赛 的 第十八 个 冠军队</small>""",1.43507392201679,4.19363464412803,NA
"手球/N/XIN_CMN_20021211_wpr/53272","手球/N/XIN_CMN_20021211_wpr/53272","手球","XIN","Mainland","quality","女子/N;吴平/N;12月/N;欧洲/N;电/N;斯德哥尔摩/N;阶段/N;标赛/N;锦/N;丹麦/N;第二/N;轮/N","""<small>女子 手球 欧锦赛 第二 阶段 比赛 形势 趋 明朗 新华社</small> <u>斯德哥尔摩</u><sup>3.752</sup> <u>12月</u><sup>1.784</sup> 11日 <u>电</u><sup>1.247</sup> ( 记者 <u>吴平</u><sup>5.016</sup> ) <u>欧洲</u><sup>1.503</sup> <u>女子</u><sup>4.202</sup> <span class='target'>手球</span> <u>锦</u><sup>3.718</sup> <u>标赛</u><sup>4.451</sup> 11日 <u>丹麦</u><sup>2.694</sup> 进行 了 <u>第二</u><sup>1.362</sup> <u>阶段</u><sup>2.319</sup> <u>第二</u><sup>1.362</sup> <u>轮</u><sup>1.547</sup> <small>较量 。 北欧 劲旅 丹麦队 和 挪威队 战胜 各自 对手</small>""",2.21447480314701,3.6551303869873,NA
"手球/N/XIN_CMN_20010812_wpr/16130","手球/N/XIN_CMN_20010812_wpr/16130","手球","XIN","Mainland","quality","运动/N;手球/N;高校/N;水平/N;运动/N","""<small>地 高校 之间 的 关系 , 提高 了 两岸 三</small> 地 <u>高校</u><sup>1.105</sup> <u>手球</u><sup>6.898</sup> <u>运动</u><sup>2.674</sup> 的 <u>水平</u><sup>1.203</sup> , 充分 显示出 <u>高校</u><sup>1.105</sup> <span class='target'>手球</span> <u>运动</u><sup>2.674</sup> 的 发展 潜力 , 不远 的 将来 , 中国 <small>高校 的 手球 运动 达到 世界 先进 水平 。 中国</small>""",1.05601026423401,-3.59608382749871,NA
"手球/N/CNA_CMN_20010314_wpr/13640","手球/N/CNA_CMN_20010314_wpr/13640","手球","CNA","Taiwan","quality","国立/N;体育/N;学院/N;手球/N;主办/V;国际/N;邀请赛/N;协会/N","""<small>手球 邀请赛 十六 日 起 举行 ︵ 中央社 记者 郝雪卿</small> 台中市 十四日 电 ︶ <u>国立</u><sup>1.315</sup> 台湾 <u>体育</u><sup>2.211</sup> <u>学院</u><sup>1.563</sup> 与 中华民国 <span class='target'>手球</span> <u>协会</u><sup>2.395</sup> <u>主办</u><sup>1.247</sup> 的 「 二○○一年 <u>国际</u><sup>1.011</sup> 大学 <u>手球</u><sup>6.898</sup> <u>邀请赛</u><sup>4.6</sup> 」 <small>十六日 十八 日 台中市 体育场 举行 , 参赛 队伍 有</small>""",1.80265156340062,-2.68724231930483,NA
"手球/N/CNA_CMN_19980828_wpr/137041","手球/N/CNA_CMN_19980828_wpr/137041","手球","CNA","Taiwan","quality","手球/N;启程/V;锦标赛/N;全国/N;小港/N;手球/N;副理事长/N;秘书长/N;协会/N","""<small>启程 前往 日本 , 参加 第五 届 亚洲 青年女 子</small> <u>手球</u><sup>6.898</sup> <u>锦标赛</u><sup>4.675</sup> , <u>启程</u><sup>1.601</sup> 前 高雄 <u>小港</u><sup>2.945</sup> 机场 接受 <u>全国</u><sup>1.697</sup> <span class='target'>手球</span> <u>协会</u><sup>2.395</sup> <u>副理事长</u><sup>3.179</sup> 王繁洲 的 授旗 。 中华民国 <u>手球</u><sup>6.898</sup> <u>协会</u><sup>2.395</sup> <u>秘书长</u><sup>1.473</sup> <small>官贤明 表示 , 这 支 代表队 是 国内 高雄 商职</small>""",1.97805567942806,-2.60230346059833,NA
"手球/N/XIN_CMN_19920807_wpr/24909","手球/N/XIN_CMN_19920807_wpr/24909","手球","XIN","Mainland","quality","反/V;卡普里亚蒂/N;频频/V;打出/V;第二/N;扣球/N;格拉夫/N;压到/V;手/N;发挥出/V;端线/N","""<small>比赛 中 , 格拉夫 控制 , 3 : 6 失</small> 分 。 <u>第二</u><sup>1.362</sup> 盘 开始 , <u>卡普里亚蒂</u><sup>4.209</sup> <u>频频</u><sup>1.942</sup> <u>打出</u><sup>2.692</sup> <u>反</u><sup>1.654</sup> <span class='target'>手球</span> , <u>格拉夫</u><sup>2.788</sup> <u>压到</u><sup>4.594</sup> <u>端线</u><sup>7.612</sup> , 使 她 <u>发挥出</u><sup>2.508</sup> <u>手</u><sup>1.266</sup> <u>扣球</u><sup>4.146</sup> <small>的 威力 。 卡普里亚蒂 , 得分 , 6 : 3</small>""",-4.09216388532111,6.10896515581898,NA
"手球/N/CNA_CMN_19950102_wpr/50598","手球/N/CNA_CMN_19950102_wpr/50598","手球","CNA","Taiwan","quality","世界/N;男子/N;第十三/N;伊兹米尔/N;届/N;锦标赛/N","""<small>大学 手球赛 中华 巴西 略逊一筹 ( 中央社 记者 郭 传信</small> <u>伊兹米尔</u><sup>5.619</sup> 二 日 专电 ) <u>第十三</u><sup>3.387</sup> <u>届</u><sup>2.413</sup> <u>世界</u><sup>2.109</sup> 大学 <u>男子</u><sup>3.919</sup> <span class='target'>手球</span> <u>锦标赛</u><sup>4.675</sup> 今天 进行 败部 排名赛 , 中华 巴西 一 役 <small>, 由于 对手 人高马大 , 中华队 体型 上 略逊一筹 ,</small>""",2.02112925765695,1.00727798896889,NA
"手球/N/CNA_CMN_19951226_wpr/78217","手球/N/CNA_CMN_19951226_wpr/78217","手球","CNA","Taiwan","quality",";大陆队/N;败给/V;冠军赛/N","""<small>身材 , 避免 「 规则 」 的 虚 胖 。</small> 王贞治 的 说法 , 引起 在场 人士 会心一笑 。 香港 <span class='target'>手球</span> <u>冠军赛</u><sup>2.509</sup> 中华 台北 <u>败给</u><sup>2.129</sup> <u>大陆队</u><sup>3.071</sup> ( 中央社 记者 吴显申 香港 <small>二十六 日 电 ) 中华 台北队 今天 下午 虽 拚战</small>""",-1.93908119264695,3.56082722072481,NA
"手球/N/CNA_CMN_20020430_wpr/110943","手球/N/CNA_CMN_20020430_wpr/110943","手球","CNA","Taiwan","quality","国际/N;","""<small>第五 名 孙子 。 现年 三十六 岁 的 克丽斯蒂娜 和</small> 她 现年 三十四 岁 的 丈 夫 -- 前 <u>国际</u><sup>1.011</sup> <span class='target'>手球</span> 明星 乌丹嘉林 一九九七年 结褵 , 目前 住 在 巴塞隆纳 。 <small>她们 的 另外 两 个 儿子 , 一 个 两</small>""",3.87447933405173,-2.99444413451819,NA
"手球/N/CNA_CMN_20000929_wpr/142343","手球/N/CNA_CMN_20000929_wpr/142343","手球","CNA","Taiwan","quality","曲棍球/N;男子/N;女篮/N;女排/N;、/P;枚/N;金牌/N","""<small>两 枚 金牌 , 以及 马 术 、 现代 五</small> 项 <u>、</u><sup>1.055</sup> <u>女篮</u><sup>2.589</sup> <u>、</u><sup>1.055</sup> <u>女排</u><sup>2.476</sup> <u>、</u><sup>1.055</sup> <u>男子</u><sup>3.919</sup> <u>曲棍球</u><sup>6.082</sup> 和 <u>男子</u><sup>3.919</sup> <span class='target'>手球</span> 各 一 <u>枚</u><sup>2.037</sup> <u>金牌</u><sup>1.926</sup> 。 890929 唐飞 挂虑 的 核四 <small>法律 问题 吴乃仁 他 解套 ( 中央社 记者 陈盈盈 台北</small>""",-2.45644765601156,-1.49228936599917,NA
"手球/N/XIN_CMN_19970610_wpr/4505","手球/N/XIN_CMN_19970610_wpr/4505","手球","XIN","Mainland","quality","女子/N;葛如江/N;6月/N;安徽/N;合肥/N;电/N;这里/N;举行/V;23/N;友谊赛/N;队/N","""<small>35亿 元 。 女子 手球 友谊赛 安徽队 负于 朝鲜队 新华社</small> <u>合肥</u><sup>4.131</sup> <u>6月</u><sup>1.103</sup> 10 <u>电</u><sup>1.247</sup> ( 记者 <u>葛如江</u><sup>5.746</sup> ) <u>安徽</u><sup>2.304</sup> <u>女子</u><sup>4.202</sup> <span class='target'>手球</span> <u>队</u><sup>2.284</sup> 今天 <u>这里</u><sup>1.783</sup> <u>举行</u><sup>1.729</sup> 的 <u>友谊赛</u><sup>2.13</sup> 中 , <u>23</u><sup>1.217</sup> : <small>27 负于 来访 的 朝鲜 国家队 。 由于 朝鲜队 过于</small>""",4.17562251692069,3.73084040557779,NA
"手球/N/CNA_CMN_20021128_wpr/131839","手球/N/CNA_CMN_20021128_wpr/131839","手球","CNA","Taiwan","quality",";选手/N","""<small>商职 是 台湾 孕育 手球 国手 的 摇篮 , 吴庆国</small> 居功 ; 多 年 耕耘 , 调教 出 无数 的 <span class='target'>手球</span> <u>选手</u><sup>1.481</sup> 。 他 两 年前 发现 罹患 癌症 , 并 <small>去年 七月 被迫 退休 。 昔日 的 球员 探望 他</small>""",-3.43074186164794,2.53597351723124,NA
"手球/N/CNA_CMN_19971026_wpr/55088","手球/N/CNA_CMN_19971026_wpr/55088","手球","CNA","Taiwan","quality","男子组/N;夺冠/V;男子/N;冠军/N;夺得/V;女子组/N;击败/V;台中县/N;决赛/N","""<small>今天 发出 两 面 金牌 , 台中县 打败 台中市 ,</small> <u>夺得</u><sup>2.376</sup> <u>男子组</u><sup>2.658</sup> <u>冠军</u><sup>2.727</sup> , <u>女子组</u><sup>2.105</sup> 方面 高雄市 <u>夺冠</u><sup>2.645</sup> 。 <u>男子</u><sup>3.919</sup> <span class='target'>手球</span> <u>决赛</u><sup>3.139</sup> 中 , <u>台中县</u><sup>1.853</sup> 二十六 二十四,两 分 之 差 <u>击败</u><sup>2.032</sup> <small>台中市 , 夺得 冠军 , 台中市 名列 第二 , 高雄市</small>""",-2.76388281387105,2.62248094239995,2
"手球/N/CNA_CMN_20041226_wpr/95568","手球/N/CNA_CMN_20041226_wpr/95568","手球","CNA","Taiwan","quality","举行/V;第五/N;国际/N;届/N;电/N;球员/N;邀请赛/N","""<small>发生 冲突 导致 两 人 受伤 送医 中央社 记者 王曼娜</small> 香港 二十六 日 <u>电</u><sup>1.247</sup> 香港 今天 <u>举行</u><sup>1.729</sup> <u>第五</u><sup>2.033</sup> <u>届</u><sup>2.413</sup> <u>国际</u><sup>1.011</sup> <span class='target'>手球</span> <u>邀请赛</u><sup>4.6</sup> 准决赛 时 , 海崃 两岸 的 <u>球员</u><sup>1.934</sup> 发 生 <small>冲突 , 导致 两 名 球员 受伤 送医 治疗 。</small>""",4.27541692365686,1.4837442086418,NA
"手球/N/CNA_CMN_19920302_wpr/49527","手球/N/CNA_CMN_19920302_wpr/49527","手球","CNA","Taiwan","quality","括/V;、/P;项目/N;马拉松/N;曲棍球/N;射箭/N;巧固球/N;、/P;柔道/N;剑道/N","""<small>, 踊跃 参赛 。 这 项 比赛 定 四月 十八日</small> 起 桃园 展开 竞逐 , <u>项目</u><sup>1.988</sup> 包 <u>括</u><sup>1.048</sup> <u>马拉松</u><sup>2.801</sup> <u>、</u><sup>1.055</sup> <span class='target'>手球</span> <u>、</u><sup>1.055</sup> <u>巧固球</u><sup>7.045</sup> <u>、</u><sup>1.055</sup> <u>曲棍球</u><sup>6.082</sup> <u>、</u><sup>1.055</sup> <u>射箭</u><sup>4.234</sup> <u>、</u><sup>1.055</sup> <u>剑道</u><sup>5.106</sup> <u>、</u><sup>1.055</sup> <u>柔道</u><sup>4.679</sup> <small>、 射击 、 太极拳 及 高尔夫 等 。 跨 部会</small>""",-3.60934360175793,-5.13812509990011,NA
"手球/N/XIN_CMN_20030321_wpr/67125","手球/N/XIN_CMN_20030321_wpr/67125","手球","XIN","Mainland","quality","运动/N;参加/V;体育/N;安哥拉/N;女子/N;24/N;联合会/N;获得/V","""<small>卡 里 翁 女士 获得 , 表彰 她 不遗余力 推动</small> 菲律宾 女性 <u>参加</u><sup>1.568</sup> <u>体育</u><sup>2.211</sup> <u>运动</u><sup>2.674</sup> 的 努力 。 非洲奖 <u>安哥拉</u><sup>1.727</sup> <span class='target'>手球</span> <u>联合会</u><sup>3.574</sup> <u>获得</u><sup>1.457</sup> , 表彰 它 <u>24</u><sup>1.154</sup> 年 中 促进 <u>女子</u><sup>4.202</sup> <small>手球 运动 安哥拉 的 发展 。 摩尔多瓦 著名 赛艇 运动员</small>""",2.70328277147078,-0.157056649447789,NA
