,_id,lemma,newspaper,region,formality,_cws.model,_ctxt.model,model.x,model.y,cluster,inout
守门员/N/XIN_CMN_19980217_wpr/42901,守门员/N/XIN_CMN_19980217_wpr/42901,守门员,XIN,Mainland,quality,最后/N;中国队/N;下/N;前/N;搏/V;换上/V;攻/V;反击/V;前锋/N;芬兰队/N;得手/V;打/V;进/V,"""<small>反 3 : 1 领先 。 第三 局 比赛 结</small> 束 <u>前</u><sup>1.41</sup> , <u>中国队</u><sup>3.073</sup> 作 <u>最后</u><sup>1.354</sup> <u>搏</u><sup>2.051</sup> , 撤 <u>下</u><sup>1.235</sup> <span class='target'>守门员</span> <u>换上</u><sup>3.169</sup> <u>前锋</u><sup>4.416</sup> , <u>进</u><sup>1.494</sup> <u>攻</u><sup>3.089</sup> 。 <u>芬兰队</u><sup>4.079</sup> <u>打</u><sup>2.248</sup> <u>反击</u><sup>3.779</sup> <u>得手</u><sup>3.594</sup> <small>, 球 射进 空门 , 比分 定格 4 : 1</small>""",0.169750080066278,1.08197819690541,NA,NA
守门员/N/XIN_CMN_19940610_wpr/22502,守门员/N/XIN_CMN_19940610_wpr/22502,守门员,XIN,Mainland,quality,美国队/N;・/F;教练/V;米卢/N;号/N;托尼/N;守门员/N;・/F;米奥拉/N;1/N,"""<small>资料 : 1994 世界杯 足球 赛 参赛队 名单 ( A组</small> ) <u>美国队</u><sup>3.2</sup> ( A1 ) <u>教练</u><sup>4.012</sup> 博拉 <u>.</u><sup>2.269</sup> <u>米卢</u><sup>3.105</sup> 廷诺维奇 <span class='target'>守门员</span> <u>1</u><sup>1.532</sup> <u>号</u><sup>3.048</sup> <u>托尼</u><sup>4.336</sup> <u>.</u><sup>2.269</sup> <u>米奥拉</u><sup>7.441</sup> <u>守门员</u><sup>6.119</sup> 18 <u>号</u><sup>3.048</sup> 布赖特 <u>.</u><sup>2.269</sup> <small>弗里德尔 守门员 12 号 于尔根 ・ 萨默 后卫 17 号</small>""",4.0158656872858,1.37907142148484,NA,NA
守门员/N/XIN_CMN_19990613_wpr/13550,守门员/N/XIN_CMN_19990613_wpr/13550,守门员,XIN,Mainland,quality,;但/C;教练/N,"""<small>中国 国奥队 守门员 教练 桑廷良 认为 , 凯利 的 理论</small> 他 很 有 启发 。 他 说 : “ 我们 <span class='target'>守门员</span> <u>教练</u><sup>3.358</sup> 摸索 一些 规律 性 的 东西 , <u>但</u><sup>1.099</sup> 他 <small>那样 上升 如此 简洁 而 实用 的 理论 高度 。</small>""",4.94988144585002,0.129378064362294,NA,NA
门将/N/CNA_CMN_20020628_wpr/86068,门将/N/CNA_CMN_20020628_wpr/86068,门将,CNA,Taiwan,quality,踢进/V;罗纳/N;世界盃/N;德国队/N;球/N;巴拉克/N;卡恩/N;中场/N,"""<small>包括 巴西队 的 卡洛斯 、 李瓦度 与 罗纳狄诺 与 本</small> 届 <u>世界盃</u><sup>2.202</sup> <u>踢进</u><sup>4.1</sup> 最多 <u>球</u><sup>4.436</sup> 的 <u>罗纳</u><sup>4.811</sup> 度 ; <u>德国队</u><sup>3.69</sup> <span class='target'>门将</span> <u>卡恩</u><sup>6.957</sup> 、 <u>中场</u><sup>5.012</sup> <u>巴拉克</u><sup>3.284</sup> 和 箭头 克罗斯 光荣 膺选 。 <small>二00二年 世界盃 明星 球队 全部 名单 如下 : 门将 :</small>""",2.71169763621983,-2.41911664768346,NA,NA
门将/N/XIN_CMN_20040710_wpr/9317,门将/N/XIN_CMN_20040710_wpr/9317,门将,XIN,Mainland,quality,保障部/N;,"""<small>, 劳动 和 社会 保障部 副部长 张小建 明确 要求 各</small> 项目 城市 和 在 省 ( 区 ) 劳动 <u>保障部</u><sup>3.96</sup> <span class='target'>门将</span> 这 一 项目 的 实施 纳入 当地 就业 再就业工 作 <small>总体 规划 。 了解 , 为 保证 项目 顺利 实施</small>""",-0.409277416979919,-7.10102564137669,NA,NA
守门员/N/XIN_CMN_19961026_wpr/13928,守门员/N/XIN_CMN_19961026_wpr/13928,守门员,XIN,Mainland,quality,连/V;过/D;带/V;面对/N;球/N;踢进/V;致胜/V;角度/N;球/N;劲射/V,"""<small>抽 射入 网 。 仅 过 1 0 分钟 ,</small> 庆 高中路 <u>带</u><sup>1.978</sup> <u>球</u><sup>4.774</sup> <u>连</u><sup>2.375</sup> <u>过</u><sup>1.135</sup> 数 人 , <u>面对</u><sup>3.165</sup> <span class='target'>守门员</span> 小 <u>角度</u><sup>2.827</sup> <u>劲射</u><sup>5.825</sup> , <u>踢进</u><sup>4.492</sup> <u>致胜</u><sup>3.218</sup> 的 一 <u>球</u><sup>4.774</sup> 。 <small>香港 吸烟 与 健康 国际 会议 呼吁 继续 加强 烟草</small>""",-3.09211373642031,1.96556281380997,NA,NA
门将/N/XIN_CMN_20030503_wpr/36353,门将/N/XIN_CMN_20030503_wpr/36353,门将,XIN,Mainland,quality,教育部/N;,"""<small>非典 ” 疫情 中小学校 的 影响 , 保障 北京市 137万</small> 中小学 生 的 身体 健康 。 放假 期间 , <u>教育部</u><sup>1.087</sup> <span class='target'>门将</span> 利用 各 种 媒体 , 5月 6日 起 开办 “ <small>空中课 堂 ” , 指导 和 推动 中小学 学生 家</small>""",-0.664997519896232,-7.35732506910768,NA,NA
守门员/N/XIN_CMN_19951112_wpr/11629,守门员/N/XIN_CMN_19951112_wpr/11629,守门员,XIN,Mainland,quality,国安/N;左/N;起脚/V;队/N;球/N;滚入/V;符宾/N;网/N;下/N;脚/N,"""<small>朝阳 手球 犯规 。 郝 海东主罚点球 , 他 左 虚晃一下</small> , <u>起脚</u><sup>6.28</sup> 轻推 , <u>球</u><sup>4.774</sup> <u>左</u><sup>3.008</sup> 扑地 的 <u>国安</u><sup>2.022</sup> <u>队</u><sup>3.015</sup> <span class='target'>守门员</span> <u>符宾</u><sup>7.087</sup> <u>脚</u><sup>4.345</sup> <u>下</u><sup>1.235</sup> <u>滚入</u><sup>6.663</sup> <u>网</u><sup>3.035</sup> 内 。 首都 举行 仪式 <small>纪念 孙中山 诞辰 129周年 新华社 北京 11月 12日电 ( 记者</small>""",-3.99710680163358,2.64646257192559,2,in
门将/N/CNA_CMN_20020627_wpr/172607,门将/N/CNA_CMN_20020627_wpr/172607,门将,CNA,Taiwan,quality,发/N;德国队/N;射出/V;Oliver/F;卡恩/N;Kahn/F,"""<small>巴西 ( 中央社 汉城 二十七 日 法新电 ) 在世 足</small> 决赛 开踢 前夕 , 第一 <u>发</u><sup>2.231</sup> 砲弹 <u>射出</u><sup>5.366</sup> , <u>德国队</u><sup>3.69</sup> <span class='target'>门将</span> <u>卡恩</u><sup>6.957</sup> ( <u>Oliver</u><sup>7.655</sup> <u>Kahn</u><sup>8.115</sup> ) 坚称 , 球场 效率 高 <small>但 缺乏 光芒 的 该 队 可以 爆冷踢败 看 好</small>""",3.12810161164219,-3.21470037324286,NA,NA
门将/N/CNA_CMN_20020612_wpr/105812,门将/N/CNA_CMN_20020612_wpr/105812,门将,CNA,Taiwan,quality,英格兰/N;自由球/N;突破/V;奈及利亚/N;开赛/N;指/V;前/N,"""<small>Okocha ) 在 上 半 场 一 记 精采 的</small> <u>自由球</u><sup>5.429</sup> 。 而 另一方面 , <u>英格兰</u><sup>3.049</sup> 发现 <u>突破</u><sup>1.234</sup> <u>奈及利亚</u><sup>2.218</sup> 年轻 <span class='target'>门将</span> 恩耶马 的 十 <u>指</u><sup>1.169</sup> 大关 , 恩耶马 <u>开赛</u><sup>1.924</sup> <u>前</u><sup>1.179</sup> 才 <small>意外 的 列 入 先发 名单 , 取代 老将 索鲁恩姆</small>""",2.15073955605927,-0.410101263639478,NA,NA
门将/N/CNA_CMN_20020629_wpr/51254,门将/N/CNA_CMN_20020629_wpr/51254,门将,CNA,Taiwan,quality,德国/N;卡恩/N;指/V,"""<small>德国 , 追平 义大利 一九三四 一九三八年 横跨 两 届 世界盃</small> 保持 的 七 连胜 纪录 。 <u>德国</u><sup>1.08</sup> 现在 希望 寄託 <span class='target'>门将</span> <u>卡恩</u><sup>6.957</sup> , 祈求 他 的 十 <u>指</u><sup>1.169</sup> 神功 , 封阻 <small>巴西 破门 。 而 这 没有 机会 , 因为 巴西</small>""",3.63534206116435,-3.00307931418501,NA,NA
守门员/N/XIN_CMN_20011128_wpr/49140,守门员/N/XIN_CMN_20011128_wpr/49140,守门员,XIN,Mainland,quality,国家队/N;主力/N;,"""<small>阶段 比赛 中 遇到 强队 , 但 分组 抽签 前</small> 感到 十分 焦急 。 杜德克 是 波兰 <u>国家队</u><sup>3.839</sup> 的 <u>主力</u><sup>3.38</sup> <span class='target'>守门员</span> , 他 接受 波通 社 记者 采访 时 表示 , <small>他 看好 西班牙 、 英格兰 、 阿根廷 和 法国 队</small>""",4.84030542207327,0.202086295377364,NA,NA
门将/N/CNA_CMN_19980922_wpr/53070,门将/N/CNA_CMN_19980922_wpr/53070,门将,CNA,Taiwan,quality,公安部/N;主/N,"""<small>。 现在 大陆 各 地 的 公安 全面 拘捕 中国</small> 民主党 筹委会成 员 , 做出 详细 调查 后 , <u>公安部</u><sup>3.473</sup> <span class='target'>门将</span> 中共 高层 汇总 报告 , 中国民 <u>主</u><sup>1.309</sup> 党 筹委会 成员 <small>做出 统一 行动 。 墨西哥 唿吁 各 国 一致 行动</small>""",-0.423399747393615,-6.79901732659142,NA,NA
门将/N/CNA_CMN_20010524_wpr/55767,门将/N/CNA_CMN_20010524_wpr/55767,门将,CNA,Taiwan,quality,米兰/N;慕尼黑队/N;比赛/N;卡恩/N;罚/V;队/N;球/N;扑/V,"""<small>大战 罚球 决胜负 , 最后 五 四 险胜 封王 。</small> 这 项 <u>比赛</u><sup>1.472</sup> <u>米兰</u><sup>2.652</sup> 的 圣席洛 球场 举行 , <u>慕尼黑队</u><sup>4.959</sup> <span class='target'>门将</span> <u>卡恩</u><sup>6.957</sup> 瓦伦西亚 <u>队</u><sup>2.672</sup> <u>罚</u><sup>3.256</sup> 最后 一 <u>球</u><sup>4.436</sup> 时 <u>扑</u><sup>4.911</sup> 右方 <small>, 挡 下 该 队 阿 根 廷籍 后卫 裴</small>""",2.56076905797177,-2.44253208489804,NA,NA
门将/N/XIN_CMN_19981011_wpr/8727,门将/N/XIN_CMN_19981011_wpr/8727,门将,XIN,Mainland,quality,记/N;平安队/N;打/V;远射/V;门/N;但/C;候/V;海牛队/N;前/N;球/N;扑出/V,"""<small>海牛队 的 中场 组织 者 曹限 东 第35 分钟 的</small> 一 <u>记</u><sup>3.619</sup> <u>远射</u><sup>5.433</sup> <u>打</u><sup>1.731</sup> 得 很 有 力量 , <u>平安队</u><sup>4.805</sup> <span class='target'>门将</span> 此 <u>球</u><sup>4.436</sup> <u>扑出</u><sup>7.636</sup> , <u>但</u><sup>1.054</sup> <u>候</u><sup>1.384</sup> <u>门</u><sup>2.849</sup> <u>前</u><sup>1.179</sup> 的 <u>海牛队</u><sup>4.257</sup> <small>7 号 庄毅 跟上 补 射进 网 。 深圳平 安在</small>""",-1.26804466393868,3.79253826646649,NA,NA
门将/N/XIN_CMN_19930906_wpr/12244,门将/N/XIN_CMN_19930906_wpr/12244,门将,XIN,Mainland,quality,老牌/V;脚/N;队/N;打破/V;劲射/V;关/V;河南队/N;指/V;钟红莲/N,"""<small>河南队 守门员 邓 君霞扑住 , 而 河南队 4 号 王</small> 鸿雁 一 <u>脚</u><sup>4.246</sup> <u>劲射</u><sup>5.97</sup> , <u>打破</u><sup>1.54</sup> 了 辽宁 <u>队</u><sup>2.672</sup> <u>老牌</u><sup>2.752</sup> <span class='target'>门将</span> <u>钟红莲</u><sup>7.29</sup> 的 十 <u>指</u><sup>1.169</sup> <u>关</u><sup>1.572</sup> , <u>河南队</u><sup>2.873</sup> 最后 5 : <small>4 击败 辽 宁 队 。 B 组 上海队 战</small>""",-1.80081271870887,2.5311377471335,NA,NA
门将/N/CNA_CMN_19980321_wpr/62029,门将/N/CNA_CMN_19980321_wpr/62029,门将,CNA,Taiwan,quality,;跟进/V,"""<small>陈水在 强调 , 让 金门 有 二等 村里长 情事 发生</small> , 台湾省 各 县市 若 调高 办公 事务费 , 金 <span class='target'>门将</span> 继续 <u>跟进</u><sup>3.66</sup> 。 在 台北县 调高 村里长 办公 事务费 后 <small>, 金门县 政府 定 明年度 起 办理 , 即 目前</small>""",-5.71435286614695,0.312958620533918,NA,NA
门将/N/XIN_CMN_20000626_wpr/69417,门将/N/XIN_CMN_20000626_wpr/69417,门将,XIN,Mainland,quality,北京队/N;神勇/V;表现/N;多次/V;射门/V;钟/N;化解/V;比赛/N;进行到/V,"""<small>泰达队 。 比赛 一 开始 , 天津队 摆下 了 志在必得</small> 的 阵势 , 但是 <u>多次</u><sup>2.838</sup> <u>射门</u><sup>5.706</sup> <u>表现</u><sup>2.739</sup> <u>神勇</u><sup>6.847</sup> 的 <u>北京队</u><sup>3.281</sup> <span class='target'>门将</span> <u>化解</u><sup>3.556</sup> 。 当 <u>比赛</u><sup>1.472</sup> <u>进行到</u><sup>3.366</sup> 第四十三 分 <u>钟</u><sup>2.262</sup> 时 , <small>沉着 应战 的 北京队 利用 一 次 角球 机会 ,</small>""",-0.10880999343486,0.705383495768791,NA,NA
守门员/N/CNA_CMN_19970206_wpr/3476,守门员/N/CNA_CMN_19970206_wpr/3476,守门员,CNA,Taiwan,quality,瑞典/N;役/N;获胜/V;频频/V;轻松/V,"""<small>; 另外 , 担任 第二 场 比赛 守 门 员牛思豪</small> , 见到 与 <u>瑞典</u><sup>1.119</sup> 之 <u>役</u><sup>2.083</sup> 的 另 一 位 <span class='target'>守门员</span> 吴国华 上 午 <u>轻松</u><sup>3.458</sup> <u>获胜</u><sup>1.536</sup> , 而 一 旁 <u>频频</u><sup>2.413</sup> <small>记者 提醒 , 下午 看 他 的 表现 , 让</small>""",0.863067563203619,-0.044298385980282,3,in
门将/N/XIN_CMN_20020512_wpr/39456,门将/N/XIN_CMN_20020512_wpr/39456,门将,XIN,Mainland,quality,但/C;机会/N;得分/N;出色/N;队/N,"""<small>比赛 , 美国队 基本 控制 前 45 分钟 赛事 ,</small> 他们 <u>但</u><sup>1.054</sup> 把握 了 为数 多 的 <u>得分</u><sup>3.044</sup> <u>机会</u><sup>2.359</sup> , <span class='target'>门将</span> 的 <u>出色</u><sup>3.924</sup> 发挥 是 全 <u>队</u><sup>2.672</sup> 的 亮点 ; 进入 <small>下 半 时 , 乌拉圭队 的 进攻 组合 压过 了</small>""",1.72372499949767,0.224215111391431,3,in
门将/N/CNA_CMN_20020622_wpr/17547,门将/N/CNA_CMN_20020622_wpr/17547,门将,CNA,Taiwan,quality,美国队/N;穿过/V;自由球/N;入网/N;佛/N;防线/N,"""<small>。 巴拉克 是 开赛 第三十九 分钟 , 迎顶 队友 齐格</small> ( Christian Ziege ) 罚踢 的 <u>自由球</u><sup>5.429</sup> , <u>穿过</u><sup>3.502</sup> <u>美国队</u><sup>3.059</sup> <span class='target'>门将</span> <u>佛</u><sup>1.484</sup> 瑞德 ( Brad Friedel ) 的 <u>防线</u><sup>3.697</sup> , <u>入网</u><sup>5.62</sup> <small>得分 。 四 强 赛中 , 巴西队 今天 八强 赛中</small>""",-4.28381170638274,1.24803507651178,NA,NA
守门员/N/XIN_CMN_20010124_wpr/8516,守门员/N/XIN_CMN_20010124_wpr/8516,守门员,XIN,Mainland,quality,著名/V;巴拉圭队/N;伤/N;球队/N;齐拉维特/N,"""<small>。 互射 点球 中 , 中国 香港 联队 10 射9</small> 中 , 而 <u>巴拉圭队</u><sup>4.9</sup> 10 射8 中 。 <u>巴拉圭队</u><sup>4.9</sup> <u>著名</u><sup>1.964</sup> <span class='target'>守门员</span> <u>齐拉维特</u><sup>7.741</sup> 目前 <u>伤</u><sup>2.638</sup> 国内 休养 。 这 是 东道主 <u>球队</u><sup>2.025</sup> <small>1998年 以来 首 次 打入 本 项 赛 的 决赛</small>""",4.08640640683497,-0.392566407992638,NA,NA
门将/N/CNA_CMN_20020511_wpr/121152,门将/N/CNA_CMN_20020511_wpr/121152,门将,CNA,Taiwan,quality,卫/N;位置/N;左/N;席曼/N;教练/N;号/N;后卫/N,"""<small>号 的 柯尔 十四 号 的 布瑞吉 有 希望 获</small> <u>教练</u><sup>2.265</sup> 排 <u>左</u><sup>2.786</sup> 后 <u>卫</u><sup>1.545</sup> 的 <u>位置</u><sup>2.625</sup> 。 <u>席曼</u><sup>6.789</sup> 的 <span class='target'>门将</span> 地位 争议 , 因此 是 一 <u>号</u><sup>2.068</sup> , <u>后卫</u><sup>5.457</sup> 费迪南 <small>和 坎贝尔 分居 五 、 六 号 , 中场 杰拉德</small>""",2.98460637345977,3.12115906030791,NA,NA
门将/N/XIN_CMN_19920325_wpr/8720,门将/N/XIN_CMN_19920325_wpr/8720,门将,XIN,Mainland,quality,实事/N;12/N,"""<small>10 项 。 与此同时 , 他们 努力 为 基层 和</small> 农民 办 <u>实事</u><sup>1.135</sup> 。 目前 地直 有 8 个 经济部 <span class='target'>门将</span> <u>12</u><sup>1.239</sup> 个 项目 下放给 县 、 乡 、 镇 , <small>扩大 基层 的 自主权 ; 为 组建 164 个 政技物</small>""",5.89936254222019,-1.49758932541928,NA,NA
门将/N/XIN_CMN_19981219_wpr/19834,门将/N/XIN_CMN_19981219_wpr/19834,门将,XIN,Mainland,quality,伊朗队/N;但/C;防守/V;射门/V;球/N;上半时/N;下/V,"""<small>, 科威特队 16 号 球门 10 米 远 且 无</small> 人 <u>防守</u><sup>3.957</sup> 的 情况 下 <u>射门</u><sup>5.706</sup> , <u>但</u><sup>1.054</sup> <u>球</u><sup>4.436</sup> <u>伊朗队</u><sup>3.707</sup> <span class='target'>门将</span> 萨哈尼 收 。 <u>上半时</u><sup>3.463</sup> 有 几 次 像样 的 <u>下</u><sup>1.736</sup> <small>底 传 中 的 伊朗 名将 马达维基 亚 , 下</small>""",-1.26836886578706,1.93746564674431,NA,NA
守门员/N/XIN_CMN_19930605_wpr/3739,守门员/N/XIN_CMN_19930605_wpr/3739,守门员,XIN,Mainland,quality,射门/V;韩国队/N;香港队/N;扑球/N;脱手/V;网/N;射入/V;韩国队/N,"""<small>香港队 门 前 混战 。 到 第76 分钟 时 ,</small> <u>韩国队</u><sup>3.173</sup> 姜 ( 吉旁 加 吉 ) <u>射门</u><sup>5.797</sup> , <u>香港队</u><sup>3.614</sup> <span class='target'>守门员</span> <u>扑球</u><sup>7.892</sup> <u>脱手</u><sup>6.209</sup> , 赶上 的 <u>韩国队</u><sup>3.173</sup> 员郑 权补 <u>射入</u><sup>5.899</sup> <u>网</u><sup>3.035</sup> <small>。 , 韩国 队 士气 大振 , 而 香港队 的</small>""",-3.18384361277865,3.81595098876674,NA,NA
门将/N/XIN_CMN_20010224_wpr/42166,门将/N/XIN_CMN_20010224_wpr/42166,门将,XIN,Mainland,quality,面对/V;侧/N;入/V;左/N;出击/V;禁区/N;中国队/N;右脚/N;得手/V;轻佻/V,"""<small>, 曲 波 队友 作 了 一 次 二过 一</small> , 杀 <u>入</u><sup>1.43</sup> <u>禁区</u><sup>5.143</sup> <u>左</u><sup>2.786</sup> <u>侧</u><sup>1.459</sup> , <u>面对</u><sup>1.965</sup> <u>出击</u><sup>5.172</sup> 的 <span class='target'>门将</span> , 他 聪明 地 <u>右脚</u><sup>5.328</sup> <u>轻佻</u><sup>6.66</sup> <u>得手</u><sup>3.354</sup> 。 , <u>中国队</u><sup>2.724</sup> <small>没有 消极 防守 , 反而 攻势 一 浪高 过 一</small>""",-4.90076553460564,2.53331685396104,NA,NA
守门员/N/XIN_CMN_20030721_wpr/50464,守门员/N/XIN_CMN_20030721_wpr/50464,守门员,XIN,Mainland,quality,助理/N;练/V;主教/N;教练/N;队员/N;球队/N;教练/N,"""<small>的 中心 饭店 , 抢走 金 以及 多 部 手机</small> 等 。 国 青队 <u>主教</u><sup>2.682</sup> <u>练</u><sup>2.387</sup> 、 <u>助理</u><sup>1.274</sup> <u>教练</u><sup>3.358</sup> 、 <span class='target'>守门员</span> <u>教练</u><sup>3.358</sup> 、 <u>球队</u><sup>2.025</sup> 医生 以及 <u>球队</u><sup>2.025</sup> <u>队员</u><sup>3.791</sup> 无 一 幸免 <small>。 尽管 队员 接到 事件 对外 作 任何 评论 的</small>""",4.73279025278354,0.227917182233583,NA,NA
门将/N/CNA_CMN_19920221_wpr/33522,门将/N/CNA_CMN_19920221_wpr/33522,门将,CNA,Taiwan,quality,部/N;在下/N,"""<small>: 转变 职能 和 精简 编制 ; 县级 政府 保留</small> 关系到 宏观 控制 的 部门 外 , 其他 的 <u>部</u><sup>1.716</sup> <span class='target'>门将</span> 改为 服务性 的 公司 。 李鹏 说 , <u>在下</u><sup>1.939</sup> 一 <small>届 政府 组成 前 , 就是 明年 「 人大 」</small>""",-0.840205401539999,-5.27270065304709,NA,NA
门将/N/CNA_CMN_19970325_wpr/13178,门将/N/CNA_CMN_19970325_wpr/13178,门将,CNA,Taiwan,quality,公安部/N;,"""<small>居民 管理 ( 中央社 台北 二十五 日 电 ) 为</small> 保証 七月 一日 香港 平稳 过 渡 , 深圳市 <u>公安部</u><sup>3.473</sup> <span class='target'>门将</span> 加强 居民 管理 , 凡是 没有証 件 者 , 逐出 <small>深圳 。 香港 「 明报 」 报导 , 配合 七月</small>""",-0.404357332248986,-6.79368989211162,1,out
门将/N/CNA_CMN_19911221_wpr/5919,门将/N/CNA_CMN_19911221_wpr/5919,门将,CNA,Taiwan,quality,;分/V,"""<small>开放 ( 中央社 约翰尼斯堡 二十 日 路透电 ) 南非 总统</small> 戴克拉克 今天 保证 , 南非 白人 支配 的 国会 之 <span class='target'>门将</span> 为 黑人 开放 , 使 南非 政治 移转到 <u>分</u><sup>1.266</sup> 种族 <small>的 民主 政治 。 但 他 抨击 非洲 民族 党</small>""",0.154314384890602,-0.441892546561533,NA,NA
守门员/N/XIN_CMN_20030917_wpr/53355,守门员/N/XIN_CMN_20030917_wpr/53355,守门员,XIN,Mainland,quality,分钟/N;头/N;球/N;劲射/V;国奥队/N;化解/V;下/N;半/N;场/N,"""<small>有 威胁 的 射门 , 如 第十六 分钟 涛 的</small> <u>劲射</u><sup>5.825</sup> 和 第十八 <u>分钟</u><sup>3.769</sup> 张耀坤 的 <u>头</u><sup>2.131</sup> <u>球</u><sup>4.774</sup> , 叙利亚队 <span class='target'>守门员</span> <u>化解</u><sup>3.631</sup> 。 <u>下</u><sup>1.235</sup> <u>半</u><sup>2.017</sup> <u>场</u><sup>2.056</sup> , 中国 <u>国奥队</u><sup>4.206</sup> 开始 时 <small>踢 得 比较 主动 , 不断 发起 进攻 。 叙利</small>""",-1.7055526335767,1.28882471490618,NA,NA
守门员/N/XIN_CMN_20011112_wpr/81664,守门员/N/XIN_CMN_20011112_wpr/81664,守门员,XIN,Mainland,quality,助理/N;队员/N;教练/N;训练/N;守门员/N;名/N,"""<small>普拉特 现年 52 岁 , 多 年 担任 该 队</small> 的 <u>助理</u><sup>1.274</sup> <u>教练</u><sup>3.358</sup> , 并 同时 负责 业余 <u>队员</u><sup>3.791</sup> 和 <span class='target'>守门员</span> 的 <u>训练</u><sup>1.633</sup> , 他 就是 一 <u>名</u><sup>1.22</sup> <u>守门员</u><sup>6.119</sup> 。 36 <small>岁 的 达 里 乌 什 ・ 帕西卡 协助 普拉特</small>""",3.59339194719759,1.75728101976795,NA,NA
门将/N/CNA_CMN_20020616_wpr/96959,门将/N/CNA_CMN_20020616_wpr/96959,门将,CNA,Taiwan,quality,边/N;右手/N;角度/N;西班牙/N;卡席拉斯/N;奇/D;扑/V,"""<small>爱尔兰 哈特 ( Ian Harte ) 主罚 , 射 球门</small> 的 <u>右手</u><sup>3.024</sup> <u>边</u><sup>1.003</sup> , 但是 <u>角度</u><sup>2.802</sup> 够 大 , <u>西班牙</u><sup>1.358</sup> <span class='target'>门将</span> <u>卡席拉斯</u><sup>7.85</sup> <u>扑</u><sup>4.911</sup> 下 , <u>奇</u><sup>2.76</sup> 尔班 ( Kevin Kilbane ) <small>补上 一 脚 , 射偏 , 攻破 坚固 的 西班牙</small>""",-4.60066688817719,-0.653913211599014,4,in
守门员/N/CNA_CMN_19990716_wpr/984,守门员/N/CNA_CMN_19990716_wpr/984,守门员,CNA,Taiwan,quality,美国队/N;世界盃/N;足球赛/N;码/N;刘英/N;踢出/V;越位/V;前/N;罚球/V,"""<small>) 洛杉矶 时报体 育 版 今天 报导 说 , 第三</small> 届 <u>世界盃</u><sup>2.173</sup> 女子 <u>足球赛</u><sup>2.293</sup> 冠亚军 之 战 中 , <u>美国队</u><sup>3.2</sup> <span class='target'>守门员</span> 史卡莉 拦下 <u>刘英</u><sup>4.945</sup> <u>踢出</u><sup>5.695</sup> 十二 <u>码</u><sup>2.107</sup> <u>罚球</u><sup>4.342</sup> <u>前</u><sup>1.41</sup> <u>越位</u><sup>5.606</sup> 的 <small>犯规 行动 , 继续 美国 体育界 和 中国 大陆 足球迷</small>""",-0.197043473124797,2.08369417706801,NA,NA
门将/N/CNA_CMN_20020629_wpr/122523,门将/N/CNA_CMN_20020629_wpr/122523,门将,CNA,Taiwan,quality,耳/N;超出/V;鲁斯杜/N;表现/N;优异/V;扑/V,"""<small>其中 十 次 可能 破网 , 控球 时间 南韩 为</small> 百分之五十四 , <u>超出</u><sup>1.209</sup> 土耳其 , 不过 , 土 <u>耳</u><sup>1.602</sup> 其 <span class='target'>门将</span> <u>鲁斯杜</u><sup>8.12</sup> <u>表现</u><sup>2.739</sup> 特别 <u>优异</u><sup>1.478</sup> , <u>扑</u><sup>4.911</sup> 下 至少 五 次 <small>进 的 险球 , 两 队 季军战 的 拚战 精神</small>""",-4.60011077483596,-0.876011203944302,4,in
守门员/N/CNA_CMN_19940711_wpr/14455,守门员/N/CNA_CMN_19940711_wpr/14455,守门员,CNA,Taiwan,quality,瑞典队/N;最后/N;役/N;瑞典队/N;下/N;球/N;扑/V,"""<small>出炉 。 鏖战 了 一百二十 分钟 分不出 胜负 的 前</small> 八 强 <u>最后</u><sup>1.354</sup> 一 <u>役</u><sup>2.083</sup> , <u>瑞典队</u><sup>3.87</sup> <u>最后</u><sup>1.354</sup> 靠 着 <span class='target'>守门员</span> 拉维 里 技高一筹 的 <u>扑</u><sup>5.193</sup> <u>下</u><sup>1.235</sup> 两 <u>球</u><sup>4.774</sup> , <u>瑞典队</u><sup>3.87</sup> <small>才 PK 战 中 五 四 气走 罗马尼亚队 。 PK</small>""",-0.886145569366079,-0.07968444970696,NA,NA
守门员/N/XIN_CMN_20040203_wpr/56165,守门员/N/XIN_CMN_20040203_wpr/56165,守门员,XIN,Mainland,quality,大战/N;门/N;点球/N;色/N;球员/N;发挥出/V;对方/N;扑出/V,"""<small>, 两 度 分 扳平 。 加 时 赛 ,</small> 双方 分出 高下 。 <u>点球</u><sup>5.694</sup> <u>大战</u><sup>2.013</sup> 中 , <u>门</u><sup>3.018</sup> 兴格拉德巴赫 <span class='target'>守门员</span> 施蒂尔 <u>发挥出</u><sup>3.618</sup> <u>色</u><sup>3.352</sup> , <u>扑出</u><sup>7.585</sup> 了 <u>对方</u><sup>4.92</sup> <u>球员</u><sup>3.419</sup> 的 两 <small>个 点球 , 帮助 球队 赢得 了 的 胜利 。</small>""",-0.610037485963338,3.77084264868708,NA,NA
