,_id,lemma,newspaper,region,formality,_cws.model,_ctxt.model,model.x,model.y,cluster,inout
裁判/V/XIN_CMN_19991013_wpr/2768,裁判/V/XIN_CMN_19991013_wpr/2768,裁判,XIN,Mainland,quality,裁判/N;比赛/N;,"""<small>更 好 地 积累 女子 拳击 比赛 经验 , 这</small> 次 <u>比赛</u><sup>2.66</sup> 聘请 了 国际级 <u>裁判</u><sup>5.493</sup> 两 名 , 国家级 <span class='target'>裁判</span> 4 名 。 此外 , 组委会 制定 了 旨 保护 <small>女 选手 安 全 的 一些 规则 , 得点 部位</small>""",0.703328757209249,-1.4002810310397,3,out
裁判/N/CNA_CMN_19951003_wpr/42932,裁判/N/CNA_CMN_19951003_wpr/42932,裁判,CNA,Taiwan,quality,法院/N;尊重/N;认定/V;证据/N,"""<small>推测 之 词 予以 处罚 , 为 二 者 一致</small> 」 , 行政 机关 固 <u>尊重</u><sup>1.754</sup> <u>法院</u><sup>1.909</sup> 具体 事实 的 <span class='target'>裁判</span> , 但 如果 有 充分 的 <u>证据</u><sup>1.231</sup> 足以 <u>认定</u><sup>1.905</sup> , <small>海关 认 定 事实 」 。 松山机场 补漏 工人 坠楼</small>""",7.44919844656087,-0.989406063703298,5,out
裁判/N/XIN_CMN_19990913_wpr/15500,裁判/N/XIN_CMN_19990913_wpr/15500,裁判,XIN,Mainland,quality,;陈述/V;培训/V;教练/N,"""<small>教育 乃是 中国 网球 发展 解决 的 问题 之 一</small> 。 业内 人士 此 颇 有 同感 。 国内 著名 <span class='target'>裁判</span> <u>陈述</u><sup>1.244</sup> 指出 , 国内 <u>教练</u><sup>3.269</sup> 虽然 上 岗 <u>培训</u><sup>1.088</sup> , <small>但是 培训 内容 与 实际 结 合得 并 紧 ,</small>""",-3.81827510400748,-1.65243566332437,NA,NA
裁判/N/CNA_CMN_19940603_wpr/77463,裁判/N/CNA_CMN_19940603_wpr/77463,裁判,CNA,Taiwan,quality,兼/V;纠纷/N;球员/N;不满/V;叫/V,"""<small>, 适任 医疗 纠纷 鑑定 委员 , 何况 他 本身</small> 牵涉 多 起 医疗 <u>纠纷</u><sup>1.288</sup> 案 , 「 <u>球员</u><sup>3.304</sup> <u>兼</u><sup>2.356</sup> <span class='target'>裁判</span> 」 <u>叫</u><sup>1.195</sup> 人 心服 ? 最 令 消基会 <u>不满</u><sup>2.593</sup> 和 <small>不解 的 是 , 医疗 纠纷 鑑定 小组 有 医学</small>""",-2.30980909134021,-2.81815883020684,NA,NA
裁判/N/CNA_CMN_19940311_wpr/81638,裁判/N/CNA_CMN_19940311_wpr/81638,裁判,CNA,Taiwan,quality,作成/N;确定/N;│/F;民事/N;声请/V;判断/N;认可/V;民事/N;仲裁/N,"""<small>以致 影 响 台湾 重大 利益 时 , 经济部 得</small> 给予 限制 。 <u>│</u><sup>1.801</sup> 港澳 地区 <u>作成</u><sup>1.499</sup> 的 <u>民事</u><sup>2.659</sup> <u>确定</u><sup>1.637</sup> <span class='target'>裁判</span> 或 <u>民事</u><sup>2.659</sup> <u>仲裁</u><sup>3.042</sup> <u>判断</u><sup>1.743</sup> , 可以 台 <u>声请</u><sup>1.343</sup> <u>认可</u><sup>2.052</sup> 。 <small>│ 本 条例 施行 后 , 港澳 状况 发生 变化</small>""",7.07259182219935,-0.679496679922554,NA,NA
裁判/N/CNA_CMN_19920910_wpr/595,裁判/N/CNA_CMN_19920910_wpr/595,裁判,CNA,Taiwan,quality,判决/N;错误/N;合议庭/N;二审/V;法院/N;审/V;提起/V;上诉/V,"""<small>时 , 合议庭 审理 。 如果 民众 认为 地方 法院</small> <u>合议庭</u><sup>2.975</sup> 的 <u>二审</u><sup>2.355</sup> <u>判决</u><sup>3.189</sup> 适用 法规 有 <u>错误</u><sup>2.567</sup> , 经原 <span class='target'>裁判</span> <u>法院</u><sup>1.909</sup> 的 许可 , 可以 <u>提起</u><sup>1.313</sup> 第三 <u>审</u><sup>2.177</sup> <u>上诉</u><sup>1.844</sup> ; <small>但 这时 的 上诉 法院 是 法院 , 而是 「</small>""",7.71645324205803,-0.610521928293679,5,out
裁判/N/CNA_CMN_19920421_wpr/42139,裁判/N/CNA_CMN_19920421_wpr/42139,裁判,CNA,Taiwan,quality,竞赛/N;得/D;担任/N,"""<small>、 各 校 学生 社团 负责人 代表 办理 , 学校</small> 社团 活动 指导 教师 辅导 , 各 类 <u>竞赛</u><sup>2.076</sup> 的 <span class='target'>裁判</span> 人员 <u>得</u><sup>1.057</sup> 充分 运用 义 工 <u>担任</u><sup>2.079</sup> 。 三 、 <small>竞赛 同 性质 社团 活动 实施 为主 , 项目 单项</small>""",-4.17982997255576,-3.41445938178737,NA,NA
裁判/N/XIN_CMN_20020112_wpr/23174,裁判/N/XIN_CMN_20020112_wpr/23174,裁判,XIN,Mainland,quality,赛/N;执法/V;国际足联/N;36/N;选定/V,"""<small>获得 那么 高额 的 收入 ” 。 国际足联 裁判团 的</small> 代表 卡明 与会者 介绍 了 <u>执法</u><sup>4.539</sup> 世界 杯 <u>赛</u><sup>2.348</sup> 的 <span class='target'>裁判</span> 情况 。 他 说 , <u>国际足联</u><sup>4.164</sup> <u>选定</u><sup>1.66</sup> 的 <u>36</u><sup>1.233</sup> 位 <small>裁判 和 36 位 助理 裁判 3月 20日 汉城 集训</small>""",2.93939879884035,-3.81902274365416,NA,NA
裁判/N/CNA_CMN_19971101_wpr/68989,裁判/N/CNA_CMN_19971101_wpr/68989,裁判,CNA,Taiwan,quality,审/V;一审/N;名/N,"""<small>, 有助于 减轻法 院 与 当事人 负担 , 强化 第</small> <u>一审</u><sup>1.363</sup> 事实 <u>审</u><sup>2.177</sup> 的 功能 , 与 增进 事 人 <span class='target'>裁判</span> 信赖 。 台中市 警察局 今天 移送 九 <u>名</u><sup>1.248</sup> 飙车族 法办 <small>( 中央社 记者 王鸿国 台中市 一日电 ) 台中市 警察局 第一</small>""",7.73086146177697,-0.522687701937572,NA,NA
裁判/N/XIN_CMN_19960219_wpr/8500,裁判/N/XIN_CMN_19960219_wpr/8500,裁判,XIN,Mainland,quality,苏格兰/N;主教练/N;资深/N;名/N;裁判/N;苏格兰/N;资格/N,"""<small>墨西哥队 1994年 美国 世界杯赛 上 表现 , 巴龙 墨西哥 足协</small> 解除 了 <u>主教练</u><sup>2.123</sup> 的 职务 。 <u>苏格兰</u><sup>1.361</sup> 一 <u>名</u><sup>1.248</sup> <u>资深</u><sup>1.796</sup> <span class='target'>裁判</span> 辞职 新华社 北京 2月 19日 电 <u>苏格兰</u><sup>1.361</sup> 老 <u>资格</u><sup>2.075</sup> <u>裁判</u><sup>5.709</sup> <small>麦吉利 夫雷 , 由于 一 场 比赛 中 英格兰 著名</small>""",1.11203051597507,-1.738756589544,NA,NA
裁判/N/CNA_CMN_20040929_wpr/96153,裁判/N/CNA_CMN_20040929_wpr/96153,裁判,CNA,Taiwan,quality,篮协/N;A/F;李安东/N,"""<small>违 反 相关 规定 者 , 处 新台币 三千 元</small> 到 十万 元 罚锾 。 930929 <u>篮协</u><sup>3.827</sup> 国家 <u>A</u><sup>1.482</sup> 级 <span class='target'>裁判</span> 放榜 录取 二十五 人 中央社 记者 <u>李安东</u><sup>2.385</sup> 台北 二十九 日 <small>电 中华民国 篮球 协会 主办 的 国家 A 级 裁判</small>""",-5.57244338030899,-2.04888955845767,NA,NA
裁判/N/CNA_CMN_19950107_wpr/41469,裁判/N/CNA_CMN_19950107_wpr/41469,裁判,CNA,Taiwan,quality,法院/N;品质/N,"""<small>採行 四级 三审制 的 优点 在于 符合 先进国 家 法治</small> 潮流 , 可以 减轻 各 级 <u>法院</u><sup>1.909</sup> 负担 , 提高 <span class='target'>裁判</span> <u>品质</u><sup>1.937</sup> , 另外 , 使 目前 的 「 简易庭 」 <small>改制为 「 简易 法院 」 , 发挥 功能 。 而</small>""",7.82552926992422,-1.80042350728005,NA,NA
裁判/N/XIN_CMN_20010515_wpr/80668,裁判/N/XIN_CMN_20010515_wpr/80668,裁判,XIN,Mainland,quality,裁决/N;赢得/V;获胜/N;取胜/V;判决/N,"""<small>年 内 的 第三 次 碰撞 。 霍利菲尔 德 去年</small> 8月 <u>裁决</u><sup>3.026</sup> <u>获胜</u><sup>2.18</sup> , 而 鲁伊兹 今年 3月 3日 <u>赢得</u><sup>1.397</sup> <span class='target'>裁判</span> 一致 <u>判决</u><sup>3.189</sup> <u>取胜</u><sup>1.612</sup> 。 唐 . 京 宣布 说 , <small>世界 拳击 理事会 和 国际 拳击 联合会 重量级 冠军 ・</small>""",6.80487574781145,0.572586489145664,NA,NA
裁判/N/CNA_CMN_19921119_wpr/19948,裁判/N/CNA_CMN_19921119_wpr/19948,裁判,CNA,Taiwan,quality,法院/N;仲裁/N;,"""<small>两 岸 经贸 争议 的 解决 , 排除 台湾 地区</small> 法律 的 适用 , 同时 定 我方 <u>法院</u><sup>1.909</sup> <u>仲裁</u><sup>3.042</sup> 机构 <span class='target'>裁判</span> 的 可能性 , 其他 外商 或 港澳 同胞 相比 , <small>是 我 差别 歧视 的 行为 。 王泰铨 上午 时报</small>""",7.92465204572586,-0.817183416909804,NA,NA
裁判/N/CNA_CMN_19910422_wpr/12161,裁判/N/CNA_CMN_19910422_wpr/12161,裁判,CNA,Taiwan,quality,感化/N;确定者/N,"""<small>有期徒刑 以上 的 判决 确定 , 宣告 缓刑者 或 准予</small> 易科 罚金 者 。 五 、 依法 交付 <u>感化</u><sup>4.92</sup> , <span class='target'>裁判</span> <u>确定者</u><sup>3.69</sup> 。 人事 行政局 表示 , 这 项 修正 条文 <small>, 本 月 十五 日 行 政院 修正 确定 发佈</small>""",7.04357006911249,-0.758916237977512,NA,NA
裁判/N/XIN_CMN_19940624_wpr/68128,裁判/N/XIN_CMN_19940624_wpr/68128,裁判,XIN,Mainland,quality,马拉多纳/N;赛场/N;国际足联/N;执法/V;严明/V,"""<small>左右 。 而 1992年 产量 仅 85万 台 , 1993年</small> 约 为 120万 台 。 <u>赛场</u><sup>3.274</sup> 内外 : <u>马拉多纳</u><sup>1.706</sup> 盛赞 <span class='target'>裁判</span> <u>执法</u><sup>4.539</sup> <u>严明</u><sup>1.422</sup> 新华社 北京 6月 24日 晚报 专电 喜欢 <u>国际足联</u><sup>4.164</sup> <small>发牢骚 的 马拉多纳 日前 一反常态 , 国际足联 本 届 杯</small>""",2.95325465716043,-3.7096154364868,NA,NA
裁判/N/XIN_CMN_19920115_wpr/6318,裁判/N/XIN_CMN_19920115_wpr/6318,裁判,XIN,Mainland,quality,美国队/N;击败/V;但是/C;68/N;们指/N;美国队/N;帮忙/V;现象/N,"""<small>今天 的 篮球 半 决赛 精彩 激烈 。 波多黎各队 73</small> : <u>68</u><sup>1.868</sup> <u>击败</u><sup>1.02</sup> <u>美国队</u><sup>2.407</sup> 。 <u>但是</u><sup>1.115</sup> 专家 <u>们指</u><sup>6.909</sup> 出 , <span class='target'>裁判</span> 有 <u>帮忙</u><sup>2.534</sup> <u>现象</u><sup>1.003</sup> 。 到 今天 为止 , <u>美国队</u><sup>2.407</sup> 的 <small>金牌数 上升到 114 块 , 落后 古巴队 4 块 ,</small>""",-2.39769256599868,3.25722312188915,NA,NA
裁判/V/CNA_CMN_19980616_wpr/119894,裁判/V/CNA_CMN_19980616_wpr/119894,裁判,CNA,Taiwan,quality,团/N;队/N;,"""<small>包括 保龄球 示范赛 ) , 计 选手 一百零七 名 ,</small> <u>队</u><sup>1.865</sup> 职员 三十 名 , <u>团</u><sup>1.43</sup> 本部 四 名 、 <span class='target'>裁判</span> 两 名 、 总计 一百四十三 名 。 组团 会议 追认 <small>六月 十日 筹备会 办理 最后 姓名报 名 名单 , 代表团</small>""",-4.04074034026108,1.79314334244369,NA,NA
裁判/N/XIN_CMN_20031016_wpr/44407,裁判/N/XIN_CMN_20031016_wpr/44407,裁判,XIN,Mainland,quality,门将/N;禁赛/N;场/N;足总/N;行为/N;警告/N;撤消/V;遭到/V,"""<small>足总 合并成 “ 暴力行 为 ” 一 项 , 这样</small> 他 <u>禁赛</u><sup>3.667</sup> 4 <u>场</u><sup>1.975</sup> 减为 3 <u>场</u><sup>1.975</sup> 。 <u>门将</u><sup>2.442</sup> 莱曼 <span class='target'>裁判</span> 的 不当 <u>行为</u><sup>1.22</sup> <u>足总</u><sup>4.237</sup> <u>撤消</u><sup>1.071</sup> , 但 <u>遭到</u><sup>1.519</sup> 了 <u>警告</u><sup>1.843</sup> <small>。 与 阿森纳 俱乐部 相比 , 曼联 俱乐部 “ 认罪</small>""",0.005980433555429,0.389663145249927,NA,NA
裁判/N/CNA_CMN_19990205_wpr/61107,裁判/N/CNA_CMN_19990205_wpr/61107,裁判,CNA,Taiwan,quality,司法/N;分/V;司法院/N;品质/N;案件/N,"""<small>, 前 司法院 院长 施启扬 四 年 五 个 月</small> 任内 , 积极 推动 <u>司法</u><sup>2.217</sup> 改革 , 并 有心 提高 <span class='target'>裁判</span> <u>品质</u><sup>1.937</sup> , 而 <u>分</u><sup>1.376</sup> 媒体 报导 <u>案件</u><sup>1.794</sup> , 是 <u>司法院</u><sup>1.966</sup> <small>人审 主动 发现 处理 、 或 移送 办 , 他</small>""",7.36215898524954,-1.89061309669355,NA,NA
裁判/N/XIN_CMN_20000928_wpr/60959,裁判/N/XIN_CMN_20000928_wpr/60959,裁判,XIN,Mainland,quality,遮住/V;分/V;裁判/N,"""<small>” 的 潇洒 。 女子 气 手枪 决赛 中 ,</small> 陶璐娜 是 身 旁 的 <u>分</u><sup>1.376</sup> 显示 屏 <u>遮住</u><sup>3.02</sup> , <span class='target'>裁判</span> 拒绝 ; 她 其 调黑 , <u>裁判</u><sup>5.709</sup> 说 “ NO <small>” ; 于是 她 比赛 结束 看 过 显示 屏</small>""",1.59725468226014,-1.19549809326654,NA,NA
裁判/N/XIN_CMN_20041215_wpr/9496,裁判/N/XIN_CMN_20041215_wpr/9496,裁判,XIN,Mainland,quality,;裁判/N;体能/N;名/N;教练/N,"""<small>裁判 的 身体 状况 , 包括 消耗 热量 、 心率</small> 、 跑动 距离 和 速度 等 指标 。 专门 为 <span class='target'>裁判</span> 配备 的 全职 <u>体能</u><sup>2.457</sup> <u>教练</u><sup>3.269</sup> 每 <u>名</u><sup>1.248</sup> <u>裁判</u><sup>5.709</sup> 的 不同 <small>身体 状况 , 制定 有 针对 性 和 个性化 的</small>""",0.825833303552446,-1.52629206114693,NA,NA
裁判/N/XIN_CMN_19981207_wpr/3865,裁判/N/XIN_CMN_19981207_wpr/3865,裁判,XIN,Mainland,quality,分钟/N;比赛/N;进行到/V;判/V;队友/N;越位/V,"""<small>面对 普里米埃罗队 的 全 线 紧逼 , 踢 得 躁</small> 。 但 <u>比赛</u><sup>2.634</sup> <u>进行到</u><sup>2.576</sup> 第四十一 <u>分钟</u><sup>2.021</sup> 时 , 塞俄 比亚籍 <span class='target'>裁判</span> <u>判</u><sup>4.055</sup> 普里米埃罗队 的 纳祖卢卢 <u>越位</u><sup>4.925</sup> 接 <u>队友</u><sup>1.416</sup> 安纳杜传球 后 射中 <small>的 球 有效 , 使得 希望队 上半场 0 : 1</small>""",-0.105879273092591,3.27374615590843,NA,NA
裁判/N/XIN_CMN_19990530_wpr/36716,裁判/N/XIN_CMN_19990530_wpr/36716,裁判,XIN,Mainland,quality,观众/N;折服/V;比赛/N;,"""<small>并 形成 自己 的 风格 。 是 这 种 风格</small> , <u>比赛</u><sup>2.634</sup> <u>折服</u><sup>3.784</sup> 了 世界 各 地 的 <u>观众</u><sup>2.651</sup> 和 <span class='target'>裁判</span> 。 五十年代 末 六十年代 初 , 拉蒂伊娜 的 名字 几乎 <small>成 了 女子 体操 的 代名词 。 拉蒂伊娜 还是 世界</small>""",-2.63362828140632,1.6421627869703,NA,NA
裁判/N/CNA_CMN_20041026_wpr/123174,裁判/N/CNA_CMN_20041026_wpr/123174,裁判,CNA,Taiwan,quality,判/V;曼联/N;罚球/V;队/N;犯错/V,"""<small>指出 主审 黎雷 曼彻斯特 主场 吹 的 八 场 球赛</small> , <u>判</u><sup>4.055</sup> <u>罚球</u><sup>3.73</sup> <u>曼联</u><sup>1.883</sup> <u>队</u><sup>1.601</sup> 。 邮报 说 : 「 <span class='target'>裁判</span> <u>犯错</u><sup>3.419</sup> , 兵工厂 买单 ! 」 每日电讯报 说 : 「 <small>兵工厂 鲁尼 的 小 动作 火冒三丈 ! 」 931026 工作</small>""",0.918974389250772,2.76507066345708,NA,NA
裁判/V/CNA_CMN_20040808_wpr/27100,裁判/V/CNA_CMN_20040808_wpr/27100,裁判,CNA,Taiwan,quality,场地/N;认为/N;决赛/N;判决/V;在下/N;球迷/N;场/N,"""<small>, 或是 不断 叫骂 日本队 , 气氛 十分 火 爆</small> 。 稍早 <u>决赛</u><sup>1.619</sup> <u>场地</u><sup>2.913</sup> 北京 工人 体育场 , <u>认为</u><sup>1.696</sup> 主审 <span class='target'>裁判</span> <u>在下</u><sup>2.755</sup> 半 <u>场</u><sup>2.009</sup> <u>判决</u><sup>3.318</sup> 不公 的 <u>球迷</u><sup>2.511</sup> , 自制 日本国 <small>旗 后 焚烧 , 并 武警 发生 推挤 。 随后</small>""",-0.298828786934774,1.44821742421476,NA,NA
裁判/N/CNA_CMN_19970214_wpr/29650,裁判/N/CNA_CMN_19970214_wpr/29650,裁判,CNA,Taiwan,quality,裁判/N;刘世珍/N;奥运/N;授课/N;篮协/N;副理事长/N,"""<small>通过 后 取得 省级 裁判 资格 。 这 次 讲习</small> <u>授课</u><sup>1.8</sup> 人员 包括 : <u>刘世珍</u><sup>5.06</sup> ( 国际 <u>裁判</u><sup>5.709</sup> 、 <u>奥运</u><sup>1.094</sup> <span class='target'>裁判</span> 、 全国 <u>篮协</u><sup>3.827</sup> <u>副理事长</u><sup>1.528</sup> 、 省 <u>篮协</u><sup>3.827</sup> 总干事 ) 、 <small>王人生 ( 国际 裁判 、 世界盃 女篮赛 裁判 、 全国</small>""",0.698320252528026,-2.57343073182717,NA,NA
裁判/N/XIN_CMN_20021224_wpr/58483,裁判/N/XIN_CMN_20021224_wpr/58483,裁判,XIN,Mainland,quality,足球/N;受贿罪/N;受贿/V;行为/N,"""<small>” 行动 取得 重大 进展 。 2月 25日 , 最</small> 高 人民 检察 院 下 发 通知 指出 , <u>足球</u><sup>2.768</sup> <span class='target'>裁判</span> 的 <u>受贿</u><sup>2.817</sup> <u>行为</u><sup>1.22</sup> , 公司 、 企业人员 <u>受贿罪</u><sup>2.446</sup> 依法 批捕 <small>、 提起公诉 。 3月 16日 , 国际级 足球 裁判 龚建平</small>""",5.58303933852642,-0.656109024701264,NA,NA
裁判/N/XIN_CMN_20030411_wpr/54592,裁判/N/XIN_CMN_20030411_wpr/54592,裁判,XIN,Mainland,quality,员/N;队员/N;因/C;比赛/N;教练/N;行为/N;不满/V;过激/V;判罚/V;冷静/V,"""<small>大连 实德 俱乐部 表示 敬意 。 但 大连 实德队 个别</small> <u>队员</u><sup>2.748</sup> 、 <u>教练</u><sup>3.269</sup> <u>员</u><sup>1.753</sup> 和 工作 人员 <u>比赛</u><sup>2.634</sup> 中 <u>因</u><sup>1.328</sup> <span class='target'>裁判</span> <u>判罚</u><sup>6.808</sup> <u>不满</u><sup>2.593</sup> , 而 出现 的 <u>冷静</u><sup>2.489</sup> <u>行为</u><sup>1.22</sup> 和 <u>过激</u><sup>3.147</sup> <small>语言 是 错误 的 , 这 有悖于 职业 足球 教练</small>""",1.63771960125884,0.757416803957042,NA,NA
裁判/N/CNA_CMN_19910804_wpr/1186,裁判/N/CNA_CMN_19910804_wpr/1186,裁判,CNA,Taiwan,quality,因/C;量刑/N;法官/N;案件/N;法院/N,"""<small>( 中央社 记者 方沛清 四 日 电 ) 为 避免</small> <u>法官</u><sup>2.751</sup> <u>因</u><sup>1.328</sup> 个人 好恶 , 同 类 <u>案件</u><sup>1.794</sup> <u>量刑</u><sup>2.14</sup> 时 <span class='target'>裁判</span> 差距 过 大 , 台北 地方 <u>法院</u><sup>1.909</sup> 採取 近年 来 <small>首 次 突破性 作法 , 安非他命 、 烟毒 、 赌博</small>""",7.72814799050903,-0.975958650258059,5,out
裁判/N/CNA_CMN_19980603_wpr/13168,裁判/N/CNA_CMN_19980603_wpr/13168,裁判,CNA,Taiwan,quality,因/C;丢/V;球拍/N;库尔坦/N;西籍/N;取消/V;资格/N,"""<small>拍子 取消 资格 ( 中央社 巴黎 二 日 法新电 )</small> 去年 法国 公开赛 男单 冠军库 尔坦 今天 男子 双打 <u>因</u><sup>1.328</sup> <span class='target'>裁判</span> <u>丢</u><sup>1.808</sup> <u>球拍</u><sup>3.501</sup> <u>取消</u><sup>1.345</sup> <u>资格</u><sup>2.075</sup> 。 巴 <u>西籍</u><sup>3.208</sup> 的 <u>库尔坦</u><sup>4.949</sup> 与 <small>同胞 搭档 梅利吉尼 这 场 双打 准 决赛 中 澳洲</small>""",-1.17645912924298,2.73835715983073,NA,NA
