,_id,lemma,newspaper,region,formality,_cws.model,_ctxt.model,model.x,model.y,cluster,inout
越位/V/CNA_CMN_20020622_wpr/112149,越位/V/CNA_CMN_20020622_wpr/112149,越位,CNA,Taiwan,quality,判/V;踢进/V;球门/N;脚/N;可惜/V;传球/N;前锋/N;半/N;队/N;在先/V,"""<small>中场 费狄加攻 土 队 球门 的 一 球 , 前锋</small> 亨利卡 马拉加 上 一 <u>脚</u><sup>3.359</sup> <u>踢进</u><sup>4.361</sup> <u>球门</u><sup>4.795</sup> , <u>可惜</u><sup>4.596</sup> <u>判</u><sup>5.202</sup> <span class='target'>越位</span> <u>在先</u><sup>7.502</sup> 。 土 <u>队</u><sup>2.526</sup> 上 <u>半</u><sup>2.338</sup> <u>前锋</u><sup>4.887</sup> 哈山 等 <u>传球</u><sup>5.922</sup> <small>下 , 有 两 次 攻城 良机 , 可惜 前锋</small>""",-9.23032711144989,10.6173246571464,NA,NA
越位/V/XIN_CMN_19980626_wpr/2078,越位/V/XIN_CMN_19980626_wpr/2078,越位,XIN,Mainland,quality,号/N;11/N;攻进/V;可惜/V;球/N;号/N;裁判/N;7/N;在先/V,"""<small>上到 前 场 助攻 。 下 半 时 43 分钟</small> , 墨西哥队 <u>11</u><sup>2.172</sup> <u>号</u><sup>2.726</sup> 布兰科 <u>攻进</u><sup>4.956</sup> 一 <u>球</u><sup>4.938</sup> , <u>可惜</u><sup>4.596</sup> <span class='target'>越位</span> <u>在先</u><sup>7.502</sup> 。 <u>7</u><sup>1.615</sup> <u>号</u><sup>2.726</sup> 拉米雷兹 跑去 理论 , 沙特 <u>裁判</u><sup>4.925</sup> <small>笑眯 眯 地 出示 了 红牌 。 技术 全面 ,</small>""",-19.5690198073893,17.8864391812201,NA,NA
越位/V/CNA_CMN_19921008_wpr/59399,越位/V/CNA_CMN_19921008_wpr/59399,越位,CNA,Taiwan,quality,但/C;点/N;提到/V;前/N,"""<small>一会 反对 的 是 地方 议会 全部 直选 产 生</small> , <u>但</u><sup>1.664</sup> 此 <u>点</u><sup>1.834</sup> 基本法 <u>提到</u><sup>2.286</sup> , 所以 港督 「 <span class='target'>越位</span> 」 , 中共 反对 的 声音 太 大 。 <u>前</u><sup>1.257</sup> <small>基本法 草委 兼 港事 顾问 廖瑶珠 表示 , 港督 的</small>""",33.5356807773909,27.8027116483709,NA,NA
越位/V/XIN_CMN_19960630_wpr/12541,越位/V/XIN_CMN_19960630_wpr/12541,越位,XIN,Mainland,quality,黄牌/N;因为/C;郝海东/N;判决/V;进球/N;主队/N;后/N;而/C,"""<small>双方 损失 比较 惨重 。 客队 吃 了 三 张</small> <u>黄牌</u><sup>5.706</sup> , 其中 的 一 张 <u>黄牌</u><sup>5.706</sup> 是 <u>因为</u><sup>1.02</sup> <u>郝海东</u><sup>5.53</sup> <span class='target'>越位</span> <u>进球</u><sup>5.715</sup> <u>后</u><sup>1.054</sup> 不服 <u>判决</u><sup>2.863</sup> <u>而</u><sup>1.203</sup> 得到 的 。 <u>主队</u><sup>4.921</sup> 全 <small>场 有 两 张 黄牌 进帐 , 且 得分 手</small>""",39.6396749575472,-17.9622921054988,NA,NA
越位/V/CNA_CMN_19950715_wpr/13024,越位/V/CNA_CMN_19950715_wpr/13024,越位,CNA,Taiwan,quality,频频/V;,"""<small>报纸 ( 中央社 记者 吴显申 香港 十五 日 电 )</small> 中共 中宣部 有感于 北京 部分 报纸 的 报导 <u>频频</u><sup>3.847</sup> 「 <span class='target'>越位</span> 」 , 日前 点名 批 评 「 中华 工商时报 」 <small>, 并 「 中国 市场 经济报 」 展开调 查 ,</small>""",42.19669118006,3.19820455617397,NA,NA
越位/V/XIN_CMN_20031221_wpr/29294,越位/V/XIN_CMN_20031221_wpr/29294,越位,XIN,Mainland,quality,反/V;后/N;成功/N;次/N;破门/N;机会/N;下/V;但是/C;城/N;半/N,"""<small>网 。 荷兰 前锋 范 尼斯 特尔鲁伊 错失 了 几</small> <u>次</u><sup>1.442</sup> <u>破门</u><sup>5.724</sup> <u>机会</u><sup>2.466</sup> <u>后</u><sup>1.054</sup> , 第25 分 钟时 <u>成功</u><sup>2.209</sup> <u>反</u><sup>3.137</sup> <span class='target'>越位</span> <u>下</u><sup>3.057</sup> 一 <u>城</u><sup>2.291</sup> 。 <u>但是</u><sup>1.101</sup> 顽强 的 热刺队 下 <u>半</u><sup>2.338</sup> <small>场 开始 反扑 , 并 替补 上场 的 进攻 组织</small>""",-11.3663771113684,-28.7213746173045,NA,NA
越位/V/CNA_CMN_19970316_wpr/76089,越位/V/CNA_CMN_19970316_wpr/76089,越位,CNA,Taiwan,quality,员/N;越位/V,"""<small>一 步 。 他 说 : 「 内阁 资政 是</small> 新加坡 政府 一 <u>员</u><sup>1.892</sup> , 他 柔佛 的 谈话 是 <span class='target'>越位</span> 了 。 他 坦承 他 的 <u>越位</u><sup>7.237</sup> 。 他 马来西亚人 <small>及 马来西亚 政府 道歉 。 」 他 说 : 「</small>""",-30.5261323222346,-25.752945314676,NA,NA
越位/V/XIN_CMN_19990909_wpr/18824,越位/V/XIN_CMN_19990909_wpr/18824,越位,XIN,Mainland,quality,判/V;分钟/N;上场/V;罚/V;后/N;红牌/N;打/V,"""<small>打入 。 两 球 落后 的 国安队 开始 急躁 起来</small> , 第 60 <u>分钟</u><sup>4.676</sup> , 替换 <u>上场</u><sup>3.253</sup> 的 李毅 <u>判</u><sup>5.202</sup> <span class='target'>越位</span> <u>后</u><sup>1.054</sup> 伤人 , <u>红牌</u><sup>6.753</sup> <u>罚</u><sup>3.565</sup> 出场 外 。 少 <u>打</u><sup>1.608</sup> <small>多 的 国安队 回天乏术 , 为 本 队 连续 9</small>""",-2.0008132321549,30.9534219593367,NA,NA
越位/V/XIN_CMN_20040130_wpr/20660,越位/V/XIN_CMN_20040130_wpr/20660,越位,XIN,Mainland,quality,分钟/N;急躁/V;而/C;失误/N;中国队/N;面对/V;号/N;门将/N;成功/V;10/N;冷静/V,"""<small>半 场 , 加拿大队 加 强攻 势 , 但 因</small> 过于 <u>急躁</u><sup>5.104</sup> <u>而</u><sup>1.203</sup> <u>失误</u><sup>4.536</sup> 太多 。 第51 <u>分钟</u><sup>4.676</sup> , <u>中国队</u><sup>3.166</sup> <span class='target'>越位</span> <u>成功</u><sup>4.127</sup> , <u>10</u><sup>1.237</sup> <u>号</u><sup>2.726</sup> 藤巍 <u>面对</u><sup>1.967</sup> <u>门将</u><sup>5.151</sup> <u>冷静</u><sup>4.44</sup> 挑射 , <small>为 中国队 锁定 胜局 。 比赛 进入 补 时 阶段</small>""",13.186686380395,-14.1921551642811,NA,NA
越位/V/XIN_CMN_20020611_wpr/15709,越位/V/XIN_CMN_20020611_wpr/15709,越位,XIN,Mainland,quality,8/N;5/N;点球/N;犯规/V;14/N;11/N;角球/N;19/N;射/V;黄牌/N;控球/N;56/N;1/N;2/N;44/N;红牌/N;乌龙球/N;%/N;时间/N,"""<small>技术 统计 如下 : 丹麦队 法国队 进球 2 0 射门</small> <u>5</u><sup>1.425</sup> <u>11</u><sup>2.172</sup> <u>射</u><sup>5.363</sup> 正2 <u>8</u><sup>1.698</sup> <u>犯规</u><sup>6.325</sup> <u>19</u><sup>1.876</sup> <u>14</u><sup>1.616</sup> <u>角球</u><sup>6.974</sup> <u>点球</u><sup>5.419</sup> <span class='target'>越位</span> <u>乌龙球</u><sup>9.011</sup> <u>黄牌</u><sup>5.706</sup> <u>2</u><sup>2.017</sup> <u>1</u><sup>1.358</sup> <u>红牌</u><sup>6.753</sup> <u>控球</u><sup>7.494</sup> <u>时间</u><sup>1.931</sup> <u>44</u><sup>2.856</sup> <u>%</u><sup>1.631</sup> <u>56</u><sup>2.777</sup> <small>% “ 黑马 ” 塞内加尔队 挺进 16 强 塞内加尔队 誓</small>""",8.82499608230665,-45.7406477293083,NA,NA
越位/V/XIN_CMN_19960505_wpr/11328,越位/V/XIN_CMN_19960505_wpr/11328,越位,XIN,Mainland,quality,进球/N;国安队/N;嫌/N,"""<small>去年 。 而 三星队 主教 练 蔺 新 江 裁判</small> 执法 不满 , 认为 <u>国安队</u><sup>5.052</sup> 的 第一 个 <u>进球</u><sup>5.715</sup> 有 <span class='target'>越位</span> 之 <u>嫌</u><sup>3.543</sup> 。 ( 完 ) 巴卡西 半岛 局势 恢复 <small>平静 新华社 拉各斯 5月 5日电 尼日利亚 新闻 媒介 今天 报</small>""",-19.0135119391246,-1.99162093412234,NA,NA
越位/V/XIN_CMN_19991004_wpr/29516,越位/V/XIN_CMN_19991004_wpr/29516,越位,XIN,Mainland,quality,中国队/N;韩国队/N;直传/N;场/N;造/V;战术/N;威胁/N,"""<small>, 显示 了 很 强 的 攻击力 。 同时 ,</small> <u>中国队</u><sup>3.166</sup> <u>场</u><sup>2.195</sup> 向前 的 <u>直传</u><sup>7.841</sup> , 给 <u>韩国队</u><sup>2.651</sup> 的 <u>造</u><sup>3.917</sup> <span class='target'>越位</span> <u>战术</u><sup>5.074</sup> 造成 了 极 大 <u>威胁</u><sup>1.708</sup> 。 评论 认为 , <small>中国队 不仅 身体 上 占 优势 , 而且 体力 、</small>""",25.8049711022146,-10.8698375132463,NA,NA
越位/V/XIN_CMN_20010707_wpr/20876,越位/V/XIN_CMN_20010707_wpr/20876,越位,XIN,Mainland,quality,陷入/V;对方/N;打/V;陷阱/N;2/N;比分/N,"""<small>泰队 主教 练 殷铁生 盖达 调到 后卫线 , 增强 防守</small> 。 广 州 吉利队 <u>打</u><sup>1.608</sup> 急 , <u>陷入</u><sup>3.32</sup> <u>对方</u><sup>4.479</sup> 的 <span class='target'>越位</span> <u>陷阱</u><sup>6.45</sup> , 改 写 <u>比分</u><sup>3.63</sup> 。 结果 , <u>2</u><sup>2.017</sup> : <small>0 的 比分 保持 到 了 终场 。 全国 足球甲</small>""",42.5703764911312,11.0583228084079,NA,NA
越位/V/XIN_CMN_20031214_wpr/25674,越位/V/XIN_CMN_20031214_wpr/25674,越位,XIN,Mainland,quality,判/V;因/C;成功/V;头/N;可惜/V;球/N;点球/N;在先/V,"""<small>25 分钟 时 , 是 皮 耶罗 一 个 传球</small> , <u>因</u><sup>1.015</sup> 扎吉 <u>头</u><sup>2.342</sup> <u>球</u><sup>4.938</sup> 攻门 <u>成功</u><sup>4.127</sup> , <u>可惜</u><sup>4.596</sup> <u>判</u><sup>5.202</sup> <span class='target'>越位</span> <u>在先</u><sup>7.502</sup> 。 <u>点球</u><sup>5.419</sup> 大战 中 , AC 米兰队 的 大牌 <small>球星们 发挥 失常 。 比赛 中 表现出 色 的 皮耶罗</small>""",-13.8381674780482,16.6730743611324,2,in
越位/V/XIN_CMN_20020605_wpr/30012,越位/V/XIN_CMN_20020605_wpr/30012,越位,XIN,Mainland,quality,20/N;3/N;犯规/V;角球/N;点/N;射/V;球/N;控球/N;黄/N;红牌/N;乌龙球/N;牌/N;%/N;57/N;时间/N;43/N,"""<small>统计 如下 : 美国队 葡萄牙队 进 球3 2 射门 10</small> 12 <u>射</u><sup>5.363</sup> 正5 <u>3</u><sup>1.502</sup> <u>犯规</u><sup>6.325</sup> <u>20</u><sup>1.465</sup> <u>20</u><sup>1.465</sup> <u>角球</u><sup>6.974</sup> <u>点</u><sup>1.834</sup> <u>球</u><sup>4.938</sup> <span class='target'>越位</span> <u>乌龙球</u><sup>9.011</sup> <u>黄</u><sup>4.051</sup> <u>牌</u><sup>3.26</sup> <u>红牌</u><sup>6.753</sup> <u>控球</u><sup>7.494</sup> <u>时间</u><sup>1.931</sup> <u>43</u><sup>2.829</sup> <u>%</u><sup>1.631</sup> <u>57</u><sup>3.028</sup> <u>%</u><sup>1.631</sup> <small>( 世界杯 预测 ) 法国队 找回 尊严 沙特人 洗刷 耻辱</small>""",24.151272592979,-45.4069810683555,NA,NA
越位/V/XIN_CMN_19980823_wpr/14410,越位/V/XIN_CMN_19980823_wpr/14410,越位,XIN,Mainland,quality,攻/V;后/N;成/V;禁区/N;直传/N;球/N;0/N;射入/V;1/N;上半场/N;领先/V,"""<small>攻防 速度 快 。 第二十九 分钟 , 延 边敖东队 中场</small> 拦截 <u>成</u><sup>1.104</sup> <u>攻</u><sup>3.59</sup> , <u>球</u><sup>4.938</sup> <u>直传</u><sup>7.841</sup> <u>禁区</u><sup>5.295</sup> , <u>后</u><sup>1.054</sup> 千学峰反 <span class='target'>越位</span> 抢点 <u>射入</u><sup>5.651</sup> , <u>上半场</u><sup>4.734</sup> <u>1</u><sup>1.358</sup> : <u>0</u><sup>2.329</sup> <u>领先</u><sup>2.516</sup> 。 下 <small>半 场 双方 加快 了 攻防 速度 , 第七十 分钟</small>""",12.1438664865352,-29.3599549563884,NA,NA
越位/V/CNA_CMN_19990716_wpr/1191,越位/V/CNA_CMN_19990716_wpr/1191,越位,CNA,Taiwan,quality,码/N;前/N;足球/N;规则/N,"""<small>幅 史卡莉 拦下 刘英 射门 的 电视 连续 画面 。</small> 标题 说 , 史卡莉 刘英 踢出 十二 <u>码</u><sup>3.154</sup> 罚球 <u>前</u><sup>1.257</sup> <span class='target'>越位</span> 跨出 , 触犯 <u>足球</u><sup>2.077</sup> <u>规则</u><sup>3.052</sup> 。 美国 认为 中共 宣称 <small>拥有 中子弹 跟 两国论 ( 中央社 记者 陈正杰 华盛顿 十五</small>""",19.2687458973226,50.0744094250133,NA,NA
越位/V/CNA_CMN_20020616_wpr/86910,越位/V/CNA_CMN_20020616_wpr/86910,越位,CNA,Taiwan,quality,Gonzales/F;陷入/V;劳尔/N;次/N;Raul/F;陷阱/N;机会/N,"""<small>次 的 越位 , 是 破坏力 奇大 的 莫瑞安提 斯</small> 与 <u>劳尔</u><sup>6.367</sup> ( <u>Raul</u><sup>8.942</sup> <u>Gonzales</u><sup>8.775</sup> ) , 多 <u>次</u><sup>1.442</sup> <u>陷入</u><sup>3.32</sup> <span class='target'>越位</span> <u>陷阱</u><sup>6.45</sup> , 错失 不少 <u>机会</u><sup>2.466</sup> 。 910616 重庆 煤矿 严重 <small>透 水 损失 上亿 人民币 ︵ 中央社 台北 十六日 电</small>""",-43.3708568505848,33.5427320780652,NA,NA
越位/V/XIN_CMN_19980613_wpr/42009,越位/V/XIN_CMN_19980613_wpr/42009,越位,XIN,Mainland,quality,判/V;分钟/N;时/N;球/N;攻入/V;号/N;裁判/N;7/N;队长/N;队/N,"""<small>的 9 号 吉瓦克 , 派上 21 号 杜加里 。</small> 第五十三 <u>分钟</u><sup>4.676</sup> <u>时</u><sup>1.419</sup> , 法国队 <u>攻入</u><sup>5.763</sup> 一 <u>球</u><sup>4.938</sup> , <u>判</u><sup>5.202</sup> <span class='target'>越位</span> 。 法国 <u>队</u><sup>2.526</sup> <u>队长</u><sup>3.396</sup> <u>7</u><sup>1.615</sup> <u>号</u><sup>2.726</sup> 德 不服 , <u>裁判</u><sup>4.925</sup> <small>留情 地 出示 了 黄牌 。 第 七十四 分钟 ,</small>""",3.26977027997132,16.2517179039723,NA,NA
越位/V/CNA_CMN_20010923_wpr/59003,越位/V/CNA_CMN_20010923_wpr/59003,越位,CNA,Taiwan,quality,存在/V;错位/N;越位/V;缺位/N;现象/N,"""<small>上 , 忽略 。 社评 说 , 大陆 现在 一些</small> 政府 部门 行政 管理 上 , 普 遍 <u>存在</u><sup>1.723</sup> 着 <span class='target'>越位</span> 、 <u>缺位</u><sup>8.483</sup> 和 <u>错位</u><sup>7.791</sup> 的 <u>现象</u><sup>1.641</sup> 。 <u>越位</u><sup>7.237</sup> 就是 市场 <small>做 的 事 , 政府 做 了 ; 缺位 就是</small>""",-38.1150643983416,-17.402572129382,NA,NA
越位/V/CNA_CMN_20020616_wpr/96817,越位/V/CNA_CMN_20020616_wpr/96817,越位,CNA,Taiwan,quality,Gonzales/F;陷入/V;斯/N;劳尔/N;次/N;Raul/F;陷阱/N;错失/V;西班牙/N;机会/N,"""<small>九 次 的 越位 , 是 破坏力 奇大 的 莫瑞安提</small> <u>斯</u><sup>1.796</sup> <u>劳尔</u><sup>6.367</sup> ( <u>Raul</u><sup>8.942</sup> <u>Gonzales</u><sup>8.775</sup> ) , 多 <u>次</u><sup>1.442</sup> <u>陷入</u><sup>3.32</sup> <span class='target'>越位</span> <u>陷阱</u><sup>6.45</sup> , <u>错失</u><sup>6.217</sup> 了 不少 <u>机会</u><sup>2.466</sup> 。 <u>西班牙</u><sup>1.916</sup> 上 、 <small>下 半 场 各 有 一 次 进球 因为 越位</small>""",-41.9450589023819,27.689696880278,NA,NA
越位/V/CNA_CMN_20010923_wpr/58849,越位/V/CNA_CMN_20010923_wpr/58849,越位,CNA,Taiwan,quality,;错位/N;缺位/N;现象/N,"""<small>状况 , 但 党政 部门 的 干涉 提及 。 北京</small> 的 经济 观察报 勇于 揭发 中共 行政 管理 上 的 <span class='target'>越位</span> 、 <u>缺位</u><sup>8.483</sup> 和 <u>错位</u><sup>7.791</sup> <u>现象</u><sup>1.641</sup> , 指 党政 部门 保护 <small>自身 营利 背离市 场 原则 , WTO 基本 原则 牴触</small>""",-44.5712093012373,-10.839757638653,NA,NA
越位/V/CNA_CMN_20020608_wpr/106238,越位/V/CNA_CMN_20020608_wpr/106238,越位,CNA,Taiwan,quality,判/V;但/C;后/N;射门/V;破网/N;场/N;裁判/N;时/N;算/V,"""<small>其中 多数 落在 克罗 埃西亚 手 里 。 下 半</small> <u>场</u><sup>2.195</sup> 开战 <u>后</u><sup>1.054</sup> 魏 里 <u>射门</u><sup>5.351</sup> <u>破网</u><sup>5.703</sup> , <u>但</u><sup>1.664</sup> <u>判</u><sup>5.202</sup> <span class='target'>越位</span> <u>算</u><sup>3.014</sup> , 他 <u>裁判</u><sup>4.925</sup> 抗议 <u>时</u><sup>1.419</sup> 声音 太 大 , <small>吃 了 张黄牌 。 到 第五十五 分钟 时 , 义大利队</small>""",2.13144194767674,24.1908472833806,NA,NA
越位/V/CNA_CMN_19970630_wpr/37964,越位/V/CNA_CMN_19970630_wpr/37964,越位,CNA,Taiwan,quality,时/N;球员/N;踢/V;巴西/N;半/N;场/N;裁判/N;但/C;判定/V;犯规/V;得分/N,"""<small>巴西 球员 体力 还好 的 时候 得分 , 结果 上</small> <u>半</u><sup>2.338</sup> <u>场</u><sup>2.195</sup> 一 名 <u>巴西</u><sup>1.323</sup> <u>球员</u><sup>3.136</sup> <u>踢</u><sup>3.617</sup> 球进门 <u>时</u><sup>1.419</sup> , <span class='target'>越位</span> <u>犯规</u><sup>6.325</sup> , <u>但</u><sup>1.664</sup> <u>裁判</u><sup>4.925</sup> 察 , <u>判定</u><sup>4.198</sup> 巴 西 <u>得分</u><sup>2.681</sup> <small>, 玻国 球迷 为之 气结 。 玻利维亚 球员 桑杰士 在</small>""",10.3888558686282,27.8326623574919,NA,NA
