"","_id","lemma","newspaper","region","formality","_cws.model","_ctxt.model","model.x","model.y","cluster"
"角球/N/CNA_CMN_19931118_wpr/20149","角球/N/CNA_CMN_19931118_wpr/20149","角球","CNA","Taiwan","quality","分钟/N;发/V;下/N;第十八/N;半/N;西班牙队/N;场/N;进行到/V;顶进/V;球门/N;头/N;锋/N;前/N;获得/V","""<small>场 结 束 , 两 队 零 零 打成 平手</small> 。 <u>下</u><sup>1.182</sup> <u>半</u><sup>2.47</sup> <u>场</u><sup>2.471</sup> <u>进行到</u><sup>5.575</sup> <u>第十八</u><sup>3.109</sup> <u>分钟</u><sup>5.284</sup> , <u>西班牙队</u><sup>2.852</sup> <u>发</u><sup>2.277</sup> <span class='target'>角球</span> , <u>前</u><sup>2.303</sup> <u>锋</u><sup>3.183</sup> <u>球门</u><sup>6.029</sup> <u>前</u><sup>2.303</sup> <u>头</u><sup>4.178</sup> <u>顶进</u><sup>6.87</sup> , <u>获得</u><sup>2.932</sup> 宝贵 <small>的 分 。 后来 两 队 球 赛 终了 进球</small>""",8.52231733420184,7.448203205318,NA
"角球/N/XIN_CMN_19930622_wpr/3543","角球/N/XIN_CMN_19930622_wpr/3543","角球","XIN","Mainland","quality","第十七/N;分钟/N;队友/N;踢出/V;球门/N;头顶/N;进/V;场/N;队/N","""<small>, 结果 球 攻入 对方 腹地 。 下 半 场</small> 的 <u>第十七</u><sup>3.613</sup> <u>分钟</u><sup>5.284</sup> , 豪 . 索托 <u>队友</u><sup>5.247</sup> <u>踢出</u><sup>7.345</sup> 的 <span class='target'>角球</span> <u>头顶</u><sup>5.563</sup> <u>进</u><sup>1.554</sup> 了 巴拉 圭 <u>队</u><sup>2.938</sup> 的 <u>球门</u><sup>6.029</sup> , <u>场</u><sup>2.471</sup> <small>上 比分 扳平 。 总之 , 秘鲁队 和 巴拉圭队 对阵</small>""",-4.52604912890487,2.25054059269237,NA
"角球/N/XIN_CMN_20020601_wpr/26521","角球/N/XIN_CMN_20020601_wpr/26521","角球","XIN","Mainland","quality","0/N;3/N;犯规/V;1/N;14/N;射门/V;11/N;射/V;22/N;黄牌/N;任意球/N;0/N;1/N;2/N;乌龙球/N;越位/V;点/N;球/N;10/N","""<small>双方 技术 统计 结果 如下 : 德国队 沙特阿拉伯队 进 球8</small> <u>0</u><sup>2.03</sup> <u>射门</u><sup>6.632</sup> 26 <u>3</u><sup>1.993</sup> <u>射</u><sup>4.878</sup> <u>14</u><sup>1.555</sup> <u>1</u><sup>1.692</sup> <u>犯规</u><sup>5.351</sup> <u>22</u><sup>1.114</sup> <u>11</u><sup>2.41</sup> <span class='target'>角球</span> <u>10</u><sup>1.876</sup> <u>1</u><sup>1.692</sup> <u>任意球</u><sup>6.848</sup> <u>2</u><sup>2.147</sup> <u>0</u><sup>2.03</sup> <u>点</u><sup>1.491</sup> <u>球</u><sup>4.985</sup> <u>越位</u><sup>6.974</sup> <u>乌龙球</u><sup>8.074</sup> <u>黄牌</u><sup>5.014</sup> <small>2 1 红牌 控球 时间 53 % 47 % 中国</small>""",-36.3260486700064,-14.5987211130724,NA
"角球/N/XIN_CMN_20030810_wpr/35747","角球/N/XIN_CMN_20030810_wpr/35747","角球","XIN","Mainland","quality","利用/V;分钟/N;号/N;7/N;一/N;次/N;分钟/N;时/N;第26/N;首先/C;头/N;破门/N;机会/N;球/N","""<small>4 轮 不胜 的 下滑 趋势 。 开场 仅 9</small> <u>分钟</u><sup>5.284</sup> , 青岛 贝莱特队 <u>7</u><sup>2.188</sup> <u>号</u><sup>3.293</sup> 肖战波 <u>利用</u><sup>3.365</sup> <u>一</u><sup>1.081</sup> <u>次</u><sup>2.503</sup> <span class='target'>角球</span> <u>机会</u><sup>4.384</sup> <u>首先</u><sup>3.414</sup> <u>头</u><sup>4.178</sup> <u>球</u><sup>4.985</sup> <u>破门</u><sup>6.182</sup> 。 <u>第26</u><sup>5.127</sup> <u>分钟</u><sup>5.284</sup> <u>时</u><sup>1.893</sup> , <small>重庆 力帆 队队 员 王 锴 利用 对方 守门员 处球</small>""",15.9698214988111,8.69243313403444,NA
"角球/N/XIN_CMN_19960526_wpr/4376","角球/N/XIN_CMN_19960526_wpr/4376","角球","XIN","Mainland","quality","分钟/N;第7/N;一/N;太阳神队/N;次/N;获得/V;号/N;门/N;13/N;混战/N;前/N;机会/N","""<small>了 进攻 速度 , 队员 间 的 配 合 活</small> 了 起来 。 <u>第7</u><sup>3.401</sup> <u>分钟</u><sup>5.284</sup> , <u>太阳神队</u><sup>4.856</sup> <u>获得</u><sup>2.932</sup> <u>一</u><sup>1.081</sup> <u>次</u><sup>2.503</sup> <span class='target'>角球</span> <u>机会</u><sup>4.384</sup> , <u>13</u><sup>1.939</sup> <u>号</u><sup>3.293</sup> 黄启 <u>门</u><sup>3.907</sup> <u>前</u><sup>2.303</sup> 的 <u>混战</u><sup>6.654</sup> 中 <small>, 球 铲 射入 网 , 为 太阳神 队 比分</small>""",37.221075737632,2.04930358815141,NA
"角球/N/XIN_CMN_20010602_wpr/15694","角球/N/XIN_CMN_20010602_wpr/15694","角球","XIN","Mainland","quality","分钟/N;过/V;亚泰队/N;9/N;获/V;仅仅/D;球门/N;对方/N;头/N;埋伏/V;前/N;机会/N;球/N","""<small>次 直接 任意球 机会 , 10 号 戴维 主罚 得分</small> 。 <u>仅仅</u><sup>2.116</sup> <u>过</u><sup>1.604</sup> 了 <u>9</u><sup>2.178</sup> <u>分钟</u><sup>5.284</sup> , 长春 <u>亚泰队</u><sup>5.356</sup> <u>获</u><sup>2.243</sup> <span class='target'>角球</span> <u>机会</u><sup>4.384</sup> , <u>埋伏</u><sup>5.04</sup> <u>对方</u><sup>4.221</sup> <u>球门</u><sup>6.029</sup> <u>前</u><sup>2.303</sup> 的 戴维 <u>头</u><sup>4.178</sup> <u>球</u><sup>4.985</sup> <small>破门 , 分 改写为 3 : 0 。 , 长</small>""",-2.40487405826524,12.902182165908,1
"角球/N/CNA_CMN_19940701_wpr/24998","角球/N/CNA_CMN_19940701_wpr/24998","角球","CNA","Taiwan","quality","分钟/N;最后/N;一/N;红牌/N;前锋/N","""<small>。 不过 六 分钟 后 , 保加利亚队 的 特塔诺夫 判</small> <u>红牌</u><sup>5.773</sup> 驱 出场 。 <u>最后</u><sup>1.14</sup> <u>一</u><sup>1.081</sup> <u>分钟</u><sup>5.284</sup> , <u>一</u><sup>1.081</sup> 个 <span class='target'>角球</span> 右翼 飞到 保加利亚 <u>前锋</u><sup>4.526</sup> 西 拉 柯夫 跟前 , 他 <small>距离 门柱 很 近 的 地方 头鎚 攻门 , 使</small>""",-16.3555538257439,44.8830826885911,NA
"角球/N/CNA_CMN_20020622_wpr/59197","角球/N/CNA_CMN_20020622_wpr/59197","角球","CNA","Taiwan","quality","攻门/V;最后/N;一/N;次/N;机会/N;越过/V;罗/N;头锤/V;攻势/N;次/N;可惜/V","""<small>Hierro ) 上 半 场 有 两 次 绝佳 的</small> <u>攻门</u><sup>6.785</sup> <u>机会</u><sup>4.384</sup> , 包括 伤停 时间 的 <u>最后</u><sup>1.14</sup> <u>一</u><sup>1.081</sup> <u>次</u><sup>2.503</sup> <span class='target'>角球</span> <u>攻势</u><sup>4.069</sup> , <u>可惜</u><sup>3.12</sup> <u>罗</u><sup>1.155</sup> 的 这 两 <u>次</u><sup>2.503</sup> <u>头锤</u><sup>6.4</sup> <u>越过</u><sup>2.753</sup> <small>门楣 。 第四十九 分钟 , 西班牙 获 自由球 机会 ,</small>""",-20.5496359338257,-1.40424259841076,NA
"角球/N/CNA_CMN_19911121_wpr/73728","角球/N/CNA_CMN_19911121_wpr/73728","角球","CNA","Taiwan","quality","分钟/N;号/N;攻势/N;开/V;乱军/V;入网/N;槌/N;之中/N;头/N","""<small>时 一 零 领先 。 下 半 场 , 中华队</small> <u>攻势</u><sup>4.069</sup> 凌厉 , 十五 <u>分钟</u><sup>5.284</sup> , 三 <u>号</u><sup>3.293</sup> 陈淑珠 <u>开</u><sup>1.717</sup> <span class='target'>角球</span> , 周台英 <u>乱军</u><sup>7.265</sup> <u>之中</u><sup>1.216</sup> <u>头</u><sup>4.178</sup> <u>槌</u><sup>6.322</sup> <u>入网</u><sup>5.503</sup> , 打开 中华队 <small>晋级 八强 的 希望 之 门 , 掌声 歇 。</small>""",11.6897683856503,45.1005427702329,NA
"角球/N/XIN_CMN_19950719_wpr/3133","角球/N/XIN_CMN_19950719_wpr/3133","角球","XIN","Mainland","quality","利用/V;四川队/N;短/V;发/V;次/N;分/V;致胜/V;机会/N;获得/V","""<small>分列 第三 、 第四 名 。 今天 下午 进行 的</small> 冠军 争夺战 中 , <u>四川队</u><sup>4.341</sup> <u>利用</u><sup>3.365</sup> 两 <u>次</u><sup>2.503</sup> <u>发</u><sup>2.277</sup> <u>短</u><sup>3.555</sup> <span class='target'>角球</span> 的 <u>机会</u><sup>4.384</sup> <u>获得</u><sup>2.932</sup> <u>致胜</u><sup>4.021</sup> 的 两 <u>分</u><sup>2.582</sup> , 从而 走上 <small>冠军 领 奖 台 。 获得 本 届 锦标赛 第五</small>""",27.9805929147767,-18.120100068718,NA
"角球/N/CNA_CMN_19911118_wpr/46390","角球/N/CNA_CMN_19911118_wpr/46390","角球","CNA","Taiwan","quality","防守/V;射门/V;失误/N;次/N;禁区/N;义队/N;次/N;球/N","""<small>: 攻入 对方 前 场 三十四 次 , 本 方</small> <u>禁区</u><sup>5.447</sup> <u>防守</u><sup>3.95</sup> <u>失误</u><sup>2.875</sup> 七 <u>次</u><sup>2.503</sup> , <u>射门</u><sup>6.632</sup> 十七 <u>次</u><sup>2.503</sup> , <span class='target'>角球</span> 二 <u>次</u><sup>2.503</sup> 。 个人 包办 三 <u>球</u><sup>4.985</sup> 的 <u>义队</u><sup>6.389</sup> 九 <small>号 莫拉塞 , 纵横 全 场 , 锐 , 是</small>""",-26.0153811309245,-14.0676277233252,NA
"角球/N/XIN_CMN_20020618_wpr/43395","角球/N/XIN_CMN_20020618_wpr/43395","角球","XIN","Mainland","quality","开出/V;一/N;进/V;球/N;队/N","""<small>场 比赛 中 , 托蒂 的 组织 非常 有 威胁</small> , 维埃里 <u>进</u><sup>1.554</sup> 的 <u>一</u><sup>1.081</sup> <u>球</u><sup>4.985</sup> 就是 他 <u>开出</u><sup>5.376</sup> 的 <span class='target'>角球</span> 。 但 全 <u>队</u><sup>2.938</sup> 体力 消耗 最 大 的 时刻 <small>, 他 罚 下场 , 给 球队 带来 心理 压力</small>""",13.8942933811726,-18.7242325484733,NA
"角球/N/XIN_CMN_19910124_wpr/95","角球/N/XIN_CMN_19910124_wpr/95","角球","XIN","Mainland","quality","利用/V;分钟/N;7/N;时/N;朝鲜队/N;发/V;进行到/V;分钟/N;一/N;后/N;攻进/V;19/N;机会/N;球/N","""<small>踢 得 比较 谨慎 , 上半时 破门 。 下 半</small> <u>时</u><sup>1.893</sup> <u>进行到</u><sup>5.575</sup> <u>7</u><sup>2.188</sup> <u>分钟</u><sup>5.284</sup> <u>时</u><sup>1.893</sup> , 南 <u>朝鲜队</u><sup>3.934</sup> <u>利用</u><sup>3.365</sup> <u>发</u><sup>2.277</sup> <span class='target'>角球</span> 的 <u>机会</u><sup>4.384</sup> <u>攻进</u><sup>5.023</sup> <u>一</u><sup>1.081</sup> <u>球</u><sup>4.985</sup> ; <u>19</u><sup>1.632</sup> <u>分钟</u><sup>5.284</sup> <u>后</u><sup>1.317</sup> , <small>中国队 利用 发 任意球 的 机会 , 6 号 韩金明</small>""",14.927582885133,-1.15719568951361,NA
"角球/N/CNA_CMN_19990412_wpr/119726","角球/N/CNA_CMN_19990412_wpr/119726","角球","CNA","Taiwan","quality","分钟/N;下/V;一/N;城/N;起脚/V;右边/N;门柱/N;吊/V","""<small>分钟 景文 「 小 猴子 」 洪丽敏 中间 十二 码</small> <u>起脚</u><sup>4.806</sup> <u>下</u><sup>3.484</sup> <u>一</u><sup>1.081</sup> <u>城</u><sup>2.768</sup> , 七十三 <u>分钟</u><sup>5.284</sup> 景文 谢素贞 <u>右边</u><sup>4.661</sup> <span class='target'>角球</span> <u>吊</u><sup>4.452</sup> 第二 根 <u>门柱</u><sup>5.666</sup> , 陈 淑菁 迎顶 挂网 , <small>八 分钟 后 景文 大脚吊入 铭传 十八 码 禁区 陈</small>""",15.3263103197272,30.5279919564518,NA
"角球/N/CNA_CMN_20020612_wpr/145049","角球/N/CNA_CMN_20020612_wpr/145049","角球","CNA","Taiwan","quality","踢/V;后卫/N;发/V;土耳其队/N;巴西队/N","""<small>公平 公正 的 判决 。 , 球赛 结束 时 ,</small> <u>土耳其队</u><sup>4.129</sup> <u>后卫</u><sup>4.988</sup> 哈坎 勐将球 <u>踢</u><sup>4.415</sup> 身处 界 外 准备 <u>发</u><sup>2.277</sup> <span class='target'>角球</span> 的 <u>巴西队</u><sup>3.419</sup> 李 瓦度 腿 上 , 李 瓦 度赛 <small>过 好莱坞 演员 的 捧面 诈伤 的 演技 下 ,</small>""",-25.4337025314382,-37.249408415321,NA
"角球/N/XIN_CMN_20040722_wpr/58628","角球/N/XIN_CMN_20040722_wpr/58628","角球","XIN","Mainland","quality","分钟/N;最后/N;一/N;次/N;头/N;用/V;球/N","""<small>欢呼 。 但 全 场 表现 平平 的 伊拉克队 后</small> 腰 阿布蒂 <u>最后</u><sup>1.14</sup> <u>一</u><sup>1.081</sup> <u>分钟</u><sup>5.284</sup> 爆发 了 , <u>一</u><sup>1.081</sup> <u>次</u><sup>2.503</sup> <span class='target'>角球</span> 配合 中 , 他 狠狠 地 <u>用</u><sup>1.245</sup> <u>头</u><sup>4.178</sup> <u>球</u><sup>4.985</sup> 砸进 <small>了 球门 , 为 伊拉克队 砸出 了 一 个 圆满</small>""",14.3138575468929,14.3188588621269,NA
"角球/N/XIN_CMN_19990705_wpr/27054","角球/N/XIN_CMN_19990705_wpr/27054","角球","XIN","Mainland","quality","分钟/N;攻/V;后/N;11/N;中国队/N;球入网/N;获得/N;球门/N;顶出/V;对方/N;中国队/N;发/V;前/N;机会/N;球/N","""<small>, 队长 孙雯 得 球 后 冷静 地 球 拨</small> , <u>攻</u><sup>3.656</sup> <u>球入网</u><sup>7.445</sup> 。 <u>11</u><sup>2.41</sup> <u>分钟</u><sup>5.284</sup> <u>后</u><sup>1.317</sup> , <u>中国队</u><sup>3.712</sup> <u>获得</u><sup>3.216</sup> <span class='target'>角球</span> <u>机会</u><sup>4.384</sup> , <u>球</u><sup>4.985</sup> <u>发</u><sup>2.277</sup> <u>对方</u><sup>4.221</sup> <u>球门</u><sup>6.029</sup> <u>前</u><sup>2.303</sup> <u>顶出</u><sup>8.252</sup> , <u>中国队</u><sup>3.712</sup> <small>中场 灵 魂 人物 、 老将 刘 爱玲 球门 25</small>""",-6.09955774547333,9.23258187159153,NA
"角球/N/XIN_CMN_19951015_wpr/3107","角球/N/XIN_CMN_19951015_wpr/3107","角球","XIN","Mainland","quality","连/C;多次/V;万达队/N;破网/N;劲射/V;获得/V;任意球/N;开花/V;没/V","""<small>“ 金 左脚 ” 马明宇 一 记 漂亮 的 左脚</small> <u>劲射</u><sup>5.453</sup> <u>破网</u><sup>6.768</sup> 。 而 大 <u>连</u><sup>1.087</sup> <u>万达队</u><sup>4.837</sup> 虽 <u>获得</u><sup>2.932</sup> <u>多次</u><sup>2.567</sup> <span class='target'>角球</span> 、 <u>任意球</u><sup>6.848</sup> , 但 只 <u>开花</u><sup>3.35</sup> 结果 , <u>没</u><sup>1.088</sup> 有 <small>形成 的 威胁 。 广东 宏远队 守门员 在下 半 时</small>""",-31.0258388025745,1.0213922383833,NA
"角球/N/CNA_CMN_20020622_wpr/59270","角球/N/CNA_CMN_20020622_wpr/59270","角球","CNA","Taiwan","quality","得/V;一/N;分机/N;开/V;次/N;挡/V;射门/V;后卫/N;下/N","""<small>一 次 领先 的 良机 。 南韩 第六十七 分钟 ,</small> 有 <u>一</u><sup>1.081</sup> <u>次</u><sup>2.503</sup> 相当 好 的 <u>得</u><sup>2.58</sup> <u>分机</u><sup>5.288</sup> , <u>开</u><sup>1.717</sup> <span class='target'>角球</span> 之后 , 李天秀 <u>射门</u><sup>6.632</sup> , 西班牙 <u>后卫</u><sup>4.988</sup> <u>挡</u><sup>3.161</sup> <u>下</u><sup>1.182</sup> , <small>球 落 朴智星 的 脚 下 , 补上 一 脚</small>""",-17.772202208049,-20.6933678206506,NA
"角球/N/XIN_CMN_19960630_wpr/10321","角球/N/XIN_CMN_19960630_wpr/10321","角球","XIN","Mainland","quality","号/N;5/N;主罚/V;客队/N;队/N;门/N;攻门/V;时/N;下/N;半/N;前头/N;破网/N;球/N","""<small>地 为主队 加油 助威 。 上半场 比赛 38 分钟 时</small> , <u>客队</u><sup>5.328</sup> <u>5</u><sup>2.023</sup> <u>号</u><sup>3.293</sup> 克劳迪斯 本 <u>队</u><sup>2.938</sup> <u>主罚</u><sup>6.16</sup> 第五 个 <span class='target'>角球</span> <u>时</u><sup>1.893</sup> , <u>门</u><sup>3.907</sup> <u>前头</u><sup>5.728</sup> <u>球</u><sup>4.985</sup> <u>攻门</u><sup>6.785</sup> <u>破网</u><sup>6.768</sup> 。 <u>下</u><sup>1.182</sup> <u>半</u><sup>2.47</sup> <small>场 比赛 第18 分钟 , 客 队 11 号 克里斯</small>""",-26.1331605177724,4.3979552457217,NA
"角球/N/CNA_CMN_19980614_wpr/795","角球/N/CNA_CMN_19980614_wpr/795","角球","CNA","Taiwan","quality","分钟/N;后/N;中场/N;锋/N;前/N","""<small>错 位置 的 鲁法伊 抢救 不及 。 不过 , 西班牙</small> 的 快乐 很 短暂 , 三 <u>分钟</u><sup>5.284</sup> <u>后</u><sup>1.317</sup> 奈及利亚队 阿德波祖发 <span class='target'>角球</span> , <u>中场</u><sup>3.722</sup> 拉瓦尔 西班牙 的 耶尔罗 与 <u>前</u><sup>2.303</sup> <u>锋</u><sup>3.183</sup> 奇柯 <small>间 卡位 , 头 槌 攻门 , 西班牙 费雷尔 想</small>""",-11.9485546360344,41.5080011199344,NA
"角球/N/CNA_CMN_19941210_wpr/72835","角球/N/CNA_CMN_19941210_wpr/72835","角球","CNA","Taiwan","quality","顶进/V;分钟/N;左边/N;漂亮/V;前/N;终场/N","""<small>商专 开赛 四 分钟 左边 底线 吊 第二 根 门柱</small> , 廖 樱湾冲 <u>前</u><sup>2.303</sup> <u>漂亮</u><sup>3.203</sup> <u>顶进</u><sup>6.87</sup> , 二十六 <u>分钟</u><sup>5.284</sup> <u>左边</u><sup>5.486</sup> <span class='target'>角球</span> 吊远 柱 , 黄春兰 迎顶 挂网 , <u>终场</u><sup>3.674</sup> 二 ○ <small>击败 醒吾 高中 。 中山 先于 二十五 分 钟由翁 婷婷</small>""",27.5891716478824,34.6559587031467,NA
