,_id,lemma,newspaper,region,formality,_cws.model,_ctxt.model,model.x,model.y,cluster,inout
后卫/N/XIN_CMN_19910927_wpr/8640,后卫/N/XIN_CMN_19910927_wpr/8640,后卫,XIN,Mainland,quality,篮球/N;高大/N;核心/N;中锋/N;,"""<small>中国 篮坛 力量 现状 。 一些 行家 观赛 后 感叹</small> : 中国 <u>篮球</u><sup>1.937</sup> 前景 堪忧 。 <u>高大</u><sup>4.469</sup> <u>中锋</u><sup>5.477</sup> 和 <u>核心</u><sup>1.675</sup> <span class='target'>后卫</span> 等 关键 人才 的 匮乏 是 人们 议论 最 多 <small>最 感 忧虑 的 话题 。 参赛 的 队员 中</small>""",-2.75118968836496,1.82338814560982,NA,NA
后卫/N/CNA_CMN_20020613_wpr/65924,后卫/N/CNA_CMN_20020613_wpr/65924,后卫,CNA,Taiwan,quality,圣安东尼奥/N;李安东/N;马刺队/N;NBA/F;斯/N;史密斯/N,"""<small>盛余 。 910613 NBA 马刺队 史密斯 获 运动 精神奖 (</small> 中央社 记者 <u>李安东</u><sup>3.267</sup> 台北 十三日 综合 报导 ) <u>圣安东尼奥</u><sup>4.523</sup> <u>马刺队</u><sup>4.559</sup> <span class='target'>后卫</span> <u>史密斯</u><sup>3.115</sup> , 今天 获得 <u>NBA</u><sup>3.91</sup> 运动 精神奖 。 史密 <u>斯</u><sup>2.4</sup> <small>表示 , 两万五千 美元 奖金 捐给 慈善 团体 , 做为</small>""",-6.24780938646363,1.71920339084358,NA,NA
后卫/N/XIN_CMN_20010920_wpr/91501,后卫/N/XIN_CMN_20010920_wpr/91501,后卫,XIN,Mainland,quality,换上/V;名/N;队员/N;席上/N;后卫/N;防守/N;替补/V,"""<small>冷静 。 ” 温格 赛 后 说 : “ 当时</small> 我 看到 皮雷斯 非常 累 , 想 <u>换上</u><sup>3.424</sup> 一 <u>名</u><sup>1.344</sup> <span class='target'>后卫</span> 增强 <u>防守</u><sup>4.526</sup> , 但 <u>替补</u><sup>4.27</sup> <u>席上</u><sup>3.325</sup> 没有 <u>后卫</u><sup>6.097</sup> <u>队员</u><sup>3.432</sup> , <small>因此 让 稻本 上场 。 总体 , 他 发挥 得</small>""",-0.179699891671188,2.17920814348081,NA,NA
防线/N/XIN_CMN_20040613_wpr/12403,防线/N/XIN_CMN_20040613_wpr/12403,防线,XIN,Mainland,quality,带/V;突破/V;球/N;洪都拉斯/N;分钟/N;破门/N;队/N;得分/N,"""<small>第22 分钟 时 , 苏阿索 本 队 “ 梅开二度 ”</small> 。 他 <u>带</u><sup>1.205</sup> <u>球</u><sup>2.953</sup> <u>突破</u><sup>4.135</sup> 安 的 列 斯队 的 <span class='target'>防线</span> , <u>洪都拉斯</u><sup>2.596</sup> <u>队</u><sup>1.96</sup> <u>破门</u><sup>4.065</sup> <u>得分</u><sup>2.975</sup> 。 几 <u>分钟</u><sup>3.235</sup> 后 , <small>安 的 列 斯队 虽然 扳回 一 球 , 但</small>""",1.71576224358754,0.292183712403346,NA,NA
后卫/N/XIN_CMN_20011025_wpr/5216,后卫/N/XIN_CMN_20011025_wpr/5216,后卫,XIN,Mainland,quality,费城/N;委内瑞拉队/N;巴西队/N;玻利维亚队/N;76/N;队/N;斯诺/N;墨西哥/N,"""<small>酋队 的 首 场 比赛 巴西队 准备 迎战 玻利维亚队 和</small> <u>委内瑞拉队</u><sup>3.307</sup> <u>巴西队</u><sup>3.372</sup> 备战 <u>玻利维亚队</u><sup>3.283</sup> 和 <u>委内瑞拉队</u><sup>3.307</sup> <u>费城</u><sup>3.553</sup> <u>76</u><sup>2.683</sup> <u>队</u><sup>2.841</sup> 组织 <span class='target'>后卫</span> <u>斯诺</u><sup>3.548</sup> 接受 二 次 手术 题 : <u>墨西哥</u><sup>1.047</sup> 女子 健美 <small>运动 说 “ ” 墨西哥队 和 洪都拉斯 队 主教 练大</small>""",-3.54345249950232,4.20146434374784,NA,NA
防线/N/CNA_CMN_19940623_wpr/20964,防线/N/CNA_CMN_19940623_wpr/20964,防线,CNA,Taiwan,quality,道/N;堤防/N;公里/N;第二/N;,"""<small>间 的 铁路 共 六 公里 的 路段 , 筑起</small> 长 达 六 <u>公里</u><sup>1.224</sup> 的 <u>堤防</u><sup>2.207</sup> , 充当 <u>第二</u><sup>1.216</sup> <u>道</u><sup>5.196</sup> <span class='target'>防线</span> 。 各 报社 吁 公平会 订立 明确 促销 规范 供 <small>遵循 ( 中央社 记者 张大仁 台北 二十三日电 ) 部分 报社</small>""",4.29147655575322,-7.57907889340014,NA,NA
防线/N/CNA_CMN_19981129_wpr/33655,防线/N/CNA_CMN_19981129_wpr/33655,防线,CNA,Taiwan,quality,利用/V;道/N;,"""<small>武力 , 着 军事 强国 目标 迈进 , 是 美国</small> 扶持 , 美国 是 <u>利用</u><sup>1.008</sup> 日本 作为 一 <u>道</u><sup>5.196</sup> 反共 <span class='target'>防线</span> 。 马英九 自认为 雄狮 有 做 八 年 的 计画 <small>( 中央社 记者 罗广仁 台北 二十九日电 ) 中国 国民党 台北</small>""",4.33376087512931,-7.42511595968909,NA,NA
后卫/N/CNA_CMN_20041229_wpr/24738,后卫/N/CNA_CMN_20041229_wpr/24738,后卫,CNA,Taiwan,quality,明星/N;阵容/N;前锋/N;马丁/N;得分/N;受伤/V;里/N,"""<small>职 教练 古柏 暂代 。 金块队 休季 时 纽泽西 篮网队</small> 找来 <u>明星</u><sup>3.165</sup> <u>前锋</u><sup>5.759</sup> <u>马丁</u><sup>3.344</sup> 补强 <u>阵容</u><sup>3.827</sup> , 不过 , <u>得分</u><sup>4.486</sup> <span class='target'>后卫</span> 李纳德 阿基 <u>里</u><sup>1.392</sup> 斯腱 <u>受伤</u><sup>1.875</sup> , 整 季 报销 , <small>强力 前锋 希拉瑞 奥 季 初 伤 缺席 , 加上</small>""",-1.40629925984515,2.97392502910289,6,out
防线/N/CNA_CMN_20010212_wpr/86863,防线/N/CNA_CMN_20010212_wpr/86863,防线,CNA,Taiwan,quality,道/N;突破/N;最后/N;预防/N;最后/N,"""<small>以免 遗憾 终身 。 卫生局长 黄炽楷 指出 , 许多 情侣</small> 浪漫 的 气氛 下 , 情不自禁 <u>突破</u><sup>3.604</sup> <u>最后</u><sup>2.836</sup> 一 <u>道</u><sup>5.196</sup> <span class='target'>防线</span> , 但是 <u>最后</u><sup>2.836</sup> 关头 果 做好 <u>预防</u><sup>1.722</sup> 措施 , 不仅 <small>容易 怀孕 , 因为 知道 对方 有 疾病 而 「</small>""",4.8776279235179,-7.21181127318161,NA,NA
后卫/N/CNA_CMN_20040502_wpr/40225,后卫/N/CNA_CMN_20040502_wpr/40225,后卫,CNA,Taiwan,quality,篮板/N;助攻/V;帕克/N;分/N;记/N;摘下/V;三分球/N,"""<small>罚 全 中 , 摘下 二十一 分 , 另外 有</small> 四 <u>篮板</u><sup>4.102</sup> 与 三 <u>助攻</u><sup>5.417</sup> 。 <u>帕克</u><sup>5.08</sup> 之外 , 立陶宛籍 <span class='target'>后卫</span> 杰希卡 维修 斯飙进 四 <u>记</u><sup>3.469</sup> <u>三分球</u><sup>4.224</sup> , <u>摘下</u><sup>2.697</sup> 十八 <u>分</u><sup>2.14</sup> <small>, 美籍 前锋 布鲁 登沙 有 二 十分 的 演出</small>""",-5.2086885277817,-0.23300731105171,NA,NA
防线/N/CNA_CMN_19970321_wpr/39652,防线/N/CNA_CMN_19970321_wpr/39652,防线,CNA,Taiwan,quality,最后/N;道/V;,"""<small>录影带 观摩 , 台中 看守所 所长 刘奕顺 作 专题 报告</small> 时 指出 , 矫正 工作 是 社会 <u>最后</u><sup>2.836</sup> 一 <u>道</u><sup>1.733</sup> <span class='target'>防线</span> , 是 监所 工作 人员 念兹在兹 的 工作 , 达 <small>成 , 而 台中 看守所 验证 , 发现 「 收容人</small>""",4.65554730898702,-3.55319692412262,NA,NA
后卫/N/XIN_CMN_19940525_wpr/801,后卫/N/XIN_CMN_19940525_wpr/801,后卫,XIN,Mainland,quality,分钟/N;半/N;场/N;领先/V;第十/N;分/N;3分球/N;梅/N;记/N;扳成/V,"""<small>29 : 35 。 中场 休息 时 , 古巴队 45</small> : 42 <u>领先</u><sup>1.794</sup> 。 下 <u>半</u><sup>1.648</sup> <u>场</u><sup>2.07</sup> <u>第十</u><sup>1.144</sup> <u>分钟</u><sup>3.904</sup> , <span class='target'>后卫</span> 郑冬 <u>梅</u><sup>1.724</sup> 的 一 <u>记</u><sup>3.469</sup> <u>3分球</u><sup>4.314</sup> 双方 <u>分</u><sup>2.14</sup> <u>扳成</u><sup>3.622</sup> 60 <small>平 。 刘军 投中 一 个 3分球 , 使 中国</small>""",0.875998901478031,0.031379406732935,NA,NA
防线/N/CNA_CMN_19911118_wpr/333,防线/N/CNA_CMN_19911118_wpr/333,防线,CNA,Taiwan,quality,重镇/N;最后/N;突破/V;军队/N;克罗西亚/N;撤离/N,"""<small>古丁 抵达 时 , 塞尔维 亚 人 为主 的 南斯拉夫</small> 联邦 <u>军队</u><sup>1.891</sup> <u>突破</u><sup>4.135</sup> <u>克罗西亚</u><sup>2.202</sup> 的 多瑙河 <u>重镇</u><sup>2.578</sup> 佛科瓦 的 <u>最后</u><sup>2.836</sup> <span class='target'>防线</span> , 数以千计 受困 平民 的 <u>撤离</u><sup>1.978</sup> 问题 谈判 中 。 <small>范钖 说 , 他 前来 此 间 是 了解 派遣</small>""",2.35015949039215,-4.94451177086818,NA,NA
后卫/N/CNA_CMN_20020515_wpr/34858,后卫/N/CNA_CMN_20020515_wpr/34858,后卫,CNA,Taiwan,quality,分钟/N;阿根廷队/N;半/N;场/N;越过/V;长传/N;记/N;后卫/N;队/N;球/N,"""<small>球王 马拉 度纳 ︵ MARADONA ︶ 八强 赛 中 英格兰</small> 碰头 。 下 <u>半</u><sup>1.648</sup> <u>场</u><sup>2.07</sup> 五 <u>分钟</u><sup>3.904</sup> 时 , <u>阿根廷队</u><sup>3.348</sup> <span class='target'>后卫</span> 一 <u>记</u><sup>3.469</sup> <u>长传</u><sup>5.616</sup> , <u>球</u><sup>4.183</sup> <u>越过</u><sup>2.803</sup> 英 <u>队</u><sup>2.841</sup> <u>后卫</u><sup>6.097</sup> , <small>英格兰队 门将 接 球 , 此 时 马拉 度纳 着</small>""",1.86918860807524,1.02604670644008,NA,NA
后卫/N/XIN_CMN_20001008_wpr/2579,后卫/N/XIN_CMN_20001008_wpr/2579,后卫,XIN,Mainland,quality,英格兰队/N;中场/N;球员/N;场/N;换下/V;比赛/N;进攻/V;・/F;贝克汉姆/N;内维尔/N;加里/N,"""<small>。 上半场 , 德国队 占有 绝对 优势 。 下 半</small> <u>场</u><sup>2.07</sup> <u>比赛</u><sup>1.696</sup> 开始 后 , <u>英格兰队</u><sup>3.819</sup> <u>中场</u><sup>5.738</sup> <u>球员</u><sup>3.382</sup> 戴尔 <u>换下</u><sup>4.592</sup> <span class='target'>后卫</span> <u>加里</u><sup>3.653</sup> <u>.</u><sup>3.047</sup> <u>内维尔</u><sup>6.786</sup> , <u>进攻</u><sup>3.434</sup> 才 有所 起色 。 <u>贝克汉姆</u><sup>3.454</sup> <small>有 几 脚 射门 颇 具 威胁 , 但 是</small>""",-0.648242765970206,4.02381011840508,NA,NA
防线/N/XIN_CMN_20020618_wpr/37933,防线/N/XIN_CMN_20020618_wpr/37933,防线,XIN,Mainland,quality,意大利队/N;摧毁/V;比分/N,"""<small>: 1 负于 土耳其 队 后 , 韩国队 加 时</small> 赛 的 一 粒 金球 <u>摧毁</u><sup>3.122</sup> 了 <u>意大利队</u><sup>2.916</sup> 的 土 <span class='target'>防线</span> , 2 : 1 的 <u>比分</u><sup>2.642</sup> 使 他们 本 届 <small>杯赛 上 历史性 地 进入 十六 强 后 , 历史性</small>""",-0.202281565405386,-0.64010279170763,2,in
防线/N/CNA_CMN_20031102_wpr/4060,防线/N/CNA_CMN_20031102_wpr/4060,防线,CNA,Taiwan,quality,冲破/V;组成/V;公安/N;,"""<small>府 请愿 , 到 晚上 , 示威 的 市民 愈来愈</small> 多 , 有数 千人 <u>冲破</u><sup>5.287</sup> 八百 名 <u>公安</u><sup>1.284</sup> <u>组成</u><sup>1.699</sup> 的 <span class='target'>防线</span> , 冲进 市政府 及 市委 办公室 , 愤怒 的 市民 <small>二十多 个 办 室 大门 及 办公 用品 砸坏 。</small>""",1.44308855784387,-5.33897654973192,NA,NA
后卫/N/CNA_CMN_20010320_wpr/84919,后卫/N/CNA_CMN_20010320_wpr/84919,后卫,CNA,Taiwan,quality,老鹰队/N;榜/N;败给/V;NBA/F;中央区/N;老鹰队/N;分/N;泰瑞/N;攻得/V;杰森/N,"""<small>结果 意外 翻船 , 一百零六 一百零八,四 年 来 第一 次</small> <u>败给</u><sup>1.432</sup> <u>NBA</u><sup>3.91</sup> <u>中央区</u><sup>4.615</sup> 陪 <u>榜</u><sup>1.021</sup> 队伍 <u>老鹰队</u><sup>4.68</sup> 。 <u>老鹰队</u><sup>4.68</sup> 的 <span class='target'>后卫</span> <u>杰森</u><sup>5.488</sup> . <u>泰瑞</u><sup>3.65</sup> 今天 <u>攻得</u><sup>4.982</sup> 三十六 <u>分</u><sup>2.14</sup> , 率领 <u>老鹰队</u><sup>4.68</sup> <small>终场 前 二 分 三十 秒 领先 湖人队 二 分</small>""",-6.18614007826617,0.914749624996551,1,out
后卫/N/CNA_CMN_20021103_wpr/6530,后卫/N/CNA_CMN_20021103_wpr/6530,后卫,CNA,Taiwan,quality,单刀赴会/N;分钟/N;闪过/V;欧文/N;名/N;纠缠/V;脚/N;破网/N;首开/V,"""<small>表现 值得 大书特书 , 演出 帽子戏 法 。 比赛 进行</small> 二十七 <u>分钟</u><sup>3.904</sup> , <u>欧文</u><sup>3.155</sup> <u>单刀赴会</u><sup>5.395</sup> , <u>闪过</u><sup>5.739</sup> 三 <u>名</u><sup>1.344</sup> 方 <span class='target'>后卫</span> 的 <u>纠缠</u><sup>2.927</sup> <u>脚</u><sup>3.742</sup> 叩关 <u>破网</u><sup>4.964</sup> , 为 利物浦 <u>首开</u><sup>3.812</sup> 纪录 <small>。 下 半 场 开战 十 分钟 , 欧文 下</small>""",3.6986757300472,0.68275295292368,NA,NA
防线/N/XIN_CMN_20010810_wpr/73598,防线/N/XIN_CMN_20010810_wpr/73598,防线,XIN,Mainland,quality,配合/V;客队/N;撕破/V;场/N;边/N,"""<small>球 破门 。 客队 实力 较 弱 , 马卡比队 不断</small> 通过 熟练 的 中 前 <u>场</u><sup>1.275</sup> <u>配合</u><sup>1.379</sup> , <u>撕破</u><sup>7.809</sup> <u>客队</u><sup>4.154</sup> <span class='target'>防线</span> , 比赛 呈现 一 <u>边</u><sup>2.181</sup> 倒 的 局势 。 第二十二 <small>分 钟 时 , 队 9 号 达戈 对方 罚球区</small>""",3.05614766166517,-0.540184753662428,NA,NA
后卫/N/CNA_CMN_20040502_wpr/40262,后卫/N/CNA_CMN_20040502_wpr/40262,后卫,CNA,Taiwan,quality,分/N;后卫/N;籍/N;,"""<small>登沙 有 二 十分 的 演出 ; 波隆纳队 塞尔维 亚</small> <u>籍</u><sup>1.629</sup> <u>后卫</u><sup>6.097</sup> 佛扬尼奇 的 二十一 <u>分</u><sup>2.14</sup> 最 高 , 义大利 <span class='target'>后卫</span> 巴希里 有 十分 进 帐 。 这 是 特拉维夫队 第四 <small>度 赢得 欧洲 联盟 冠军 , 其中 两 度 是</small>""",0.728525224718569,3.46893644770983,NA,NA
后卫/N/CNA_CMN_20020613_wpr/116681,后卫/N/CNA_CMN_20020613_wpr/116681,后卫,CNA,Taiwan,quality,;中场/N;锋/N;前/N;名/N,"""<small>比利时 言和 , 打 平 比队 不仅 使 突队 的</small> 信心 大增 令 人 刮目相看 。 日本 球评 突队 的 <span class='target'>后卫</span> 特拉贝西 、 <u>中场</u><sup>5.738</sup> 阿丘尔 和 <u>前</u><sup>1.403</sup> <u>锋</u><sup>4.304</sup> 雅齐瑞 三 <u>名</u><sup>1.344</sup> <small>选手 特别 注意 。 突队 由于 中场 好手 贾布西 因</small>""",0.289457072006274,3.71182244773526,NA,NA
后卫/N/XIN_CMN_20000130_wpr/22564,后卫/N/XIN_CMN_20000130_wpr/22564,后卫,XIN,Mainland,quality,核心/N;赛季/N;斯/N;克/N;特里/N,"""<small>的 主力 球员 们 买 他 的 帐 , 造成</small> “ 师生 ” 矛盾 尖锐 。 <u>赛季</u><sup>2.812</sup> 初 , <u>核心</u><sup>1.675</sup> <span class='target'>后卫</span> <u>斯</u><sup>2.4</sup> <u>特里</u><sup>3.201</sup> <u>克</u><sup>1.595</sup> 兰德 由于 训练 晚 点 而 受到 <small>赫德 的 激烈 批评 , 结果 两 人 闹 翻</small>""",-0.877375954762035,6.80508966763007,NA,NA
后卫/N/CNA_CMN_20000417_wpr/11298,后卫/N/CNA_CMN_20000417_wpr/11298,后卫,CNA,Taiwan,quality,队/N;中锋/N;右翼/N;门将/N;左翼/N;比赛/N,"""<small>, 克服 了 地理 上 的 限制 。 式 比赛</small> 中 , 每 <u>队</u><sup>2.841</sup> 五 人 , 为 <u>中锋</u><sup>5.477</sup> 、 <span class='target'>后卫</span> 、 <u>左翼</u><sup>2.726</sup> 、 <u>右翼</u><sup>1.354</sup> 以及 <u>门将</u><sup>5.457</sup> 。 <u>比赛</u><sup>1.696</sup> 时间 少年组 <small>上下 半 场 各 十 分钟 , 中场 休息五 分钟</small>""",-1.13608845539768,2.91428929168226,6,in
后卫/N/XIN_CMN_19940613_wpr/28848,后卫/N/XIN_CMN_19940613_wpr/28848,后卫,XIN,Mainland,quality,佩塔/N;号/N;・/F;后卫/N;耶夫/N;15/N;号/N;科夫/N;右/N;・/F;16/N;后卫/N;里/N,"""<small>后卫 3 号 特里 丰 ・ 伊万诺夫 后卫 5 号</small> <u>佩塔</u><sup>6.802</sup> <u>.</u><sup>3.047</sup> 库布契夫 <u>后卫</u><sup>6.097</sup> <u>15</u><sup>1.476</sup> <u>号</u><sup>2.792</sup> 尼古莱 <u>.</u><sup>3.047</sup> 伊利 <u>耶夫</u><sup>2.099</sup> <span class='target'>后卫</span> <u>16</u><sup>1.478</sup> <u>号</u><sup>2.792</sup> 伊利安 <u>.</u><sup>3.047</sup> 基 <u>里</u><sup>1.392</sup> 亚 <u>科夫</u><sup>3.238</sup> <u>右</u><sup>3.719</sup> <u>后卫</u><sup>6.097</sup> <small>2 号 ・ 克雷 曼利 耶夫 左 后卫 4 号</small>""",0.089562989006218,6.0878078721514,NA,NA
防线/N/CNA_CMN_20020122_wpr/119434,防线/N/CNA_CMN_20020122_wpr/119434,防线,CNA,Taiwan,quality,治安/N;道/N;第一/N;构筑/V;,"""<small>与 提供 法律 谘询 , 未来 纳为 社会 治安 防范</small> 体系 , 并 安 派出所 <u>构筑</u><sup>5.466</sup> 基层 <u>治安</u><sup>1.527</sup> <u>第一</u><sup>1.465</sup> <u>道</u><sup>5.196</sup> <span class='target'>防线</span> 。 中新社 报导 , 北京市 司法局 副局长 王建华 街道司 法 <small>挂牌 仪式 中 表示 , 街道司 法 主要 使命 就是</small>""",3.65206919454449,-7.11991770641531,NA,NA
防线/N/CNA_CMN_19970320_wpr/34789,防线/N/CNA_CMN_19970320_wpr/34789,防线,CNA,Taiwan,quality,深/V;涌入/V;防御/N,"""<small>, 整治 社会 秩序 。 专文 透露 , 为 防范</small> 大陆 民众 深圳 <u>涌入</u><sup>2.234</sup> 香港 , <u>深</u><sup>1.176</sup> 圳 当局 加强 <span class='target'>防线</span> 工作 , 并 採取 多 项 <u>防御</u><sup>2.004</sup> 措施 : 一 <small>、 四月 起 , 所有 进出 深圳 的 边境证 只</small>""",2.88880397998067,-5.85473961498248,NA,NA
防线/N/CNA_CMN_20021012_wpr/110954,防线/N/CNA_CMN_20021012_wpr/110954,防线,CNA,Taiwan,quality,突破/V;鲸队/N,"""<small>兄弟象队 彭 政闵 、 冯 胜贤 的 两 支 阳春</small> 全垒打 和 第八 局 的 勐攻 , <u>突破</u><sup>4.135</sup> 中山 裕章 <span class='target'>防线</span> , 六 一 击败 中信 <u>鲸队</u><sup>4.104</sup> 。 总冠军赛 明天 下午 <small>五时 , 移师 台北县 新庄 球场 举 行 , 落后</small>""",0.204598632284857,-3.96990373137057,NA,NA
