,_id,lemma,newspaper,region,formality,_cws.model,_ctxt.model,model.x,model.y,cluster,inout
开赛/N/CNA_CMN_20021108_wpr/78896,开赛/N/CNA_CMN_20021108_wpr/78896,开赛,CNA,Taiwan,quality,金块队/N;第一/N;打进/V;节/N;季后赛/N;领先/V,"""<small>挂冠 求去 后 , 最近 十二年 更换 十 名 总教练</small> , 只有 两 次 <u>打进</u><sup>2.196</sup> <u>季后赛</u><sup>2.085</sup> 。 <u>金块队</u><sup>3.726</sup> <u>第一</u><sup>1.446</sup> <u>节</u><sup>2.001</sup> <span class='target'>开赛</span> 七分 四十四秒 后 , 十二 七 <u>领先</u><sup>2.923</sup> , 但 滑落 <small>谷底 , 第二 节 十九 投 四 中 , 反</small>""",1.75700733915556,4.70156244794396,NA,NA
开赛/N/XIN_CMN_20010804_wpr/10272,开赛/N/XIN_CMN_20010804_wpr/10272,开赛,XIN,Mainland,quality,跆拳道/N;男子/N;锦标赛/N;8月/N;新华社/N;3日/N;第六/N;电/N,"""<small>莫斯科市 郊 的 航天 控制 中心 , 当天 晚上 乘</small> 专列 赴 圣彼得堡 访问 。 西非 <u>男子</u><sup>2.226</sup> <u>跆拳道</u><sup>3.039</sup> <u>锦标赛</u><sup>3.653</sup> 瓦加杜古 <span class='target'>开赛</span> <u>新华社</u><sup>1.249</sup> 洛美 <u>8月</u><sup>1.329</sup> <u>3日</u><sup>1.184</sup> <u>电</u><sup>1.012</sup> ( 记者 林峰 ) <u>第六</u><sup>1.922</sup> <small>届 西非 男子 跆拳道 锦标赛 3日 布基纳法索 首都 瓦加杜古 拉开</small>""",-1.60603668717294,-5.27652737553344,NA,NA
开赛/N/CNA_CMN_20020813_wpr/24533,开赛/N/CNA_CMN_20020813_wpr/24533,开赛,CNA,Taiwan,quality,世界/N;锦标赛/N;高尔夫球/N;亚洲/N;第一/N,"""<small>举行 。 总统 指出 , 现有 一百三十四 个 国家 参加</small> 国际 大学运 动 , 总会 所属 <u>世界</u><sup>1.277</sup> 大学 <u>高尔夫球</u><sup>3.213</sup> <u>锦标赛</u><sup>3.653</sup> <span class='target'>开赛</span> 十六 年 来 <u>第一</u><sup>1.446</sup> 次 <u>亚洲</u><sup>1.468</sup> 举行 , 台湾 有 <small>此 机会 共襄盛举 , 在 杨梅 举办 第九 届 世界</small>""",-1.9323578247225,-4.53203160041115,NA,NA
开赛/N/XIN_CMN_19990601_wpr/24537,开赛/N/XIN_CMN_19990601_wpr/24537,开赛,XIN,Mainland,quality,联赛/N;甲/N;全国/N;男篮/N;B/F;1日电/N;6月/N;新华社/N;联赛/N;甲/N;全国/N;男篮/N;A/F,"""<small>6.6 一 个 月 : 无 二 个 月 :</small> 四 个 月 : 无 <u>全国</u><sup>1.981</sup> <u>男篮</u><sup>2.787</sup> <u>甲</u><sup>2.66</sup> <u>B</u><sup>2.142</sup> <u>联赛</u><sup>3.478</sup> <span class='target'>开赛</span> <u>新华社</u><sup>1.249</sup> 北京 <u>6月</u><sup>1.092</sup> <u>1日电</u><sup>1.72</sup> 与 <u>全国</u><sup>1.981</sup> <u>男篮</u><sup>2.787</sup> <u>甲</u><sup>2.66</sup> <u>A</u><sup>2.414</sup> <u>联赛</u><sup>3.478</sup> <small>衔接 的 甲 B 联赛 , 本 周末 点燃 战火</small>""",0.696546334170604,-1.93436058037387,NA,NA
开球/N/XIN_CMN_19990525_wpr/199,开球/N/XIN_CMN_19990525_wpr/199,开球,XIN,Mainland,quality,;球/N,"""<small>90 的 卡费尔尼科夫 与 矮 他 半 头 、 身高</small> 1 米 75 的 张德培 显得 很 协调 。 一 <span class='target'>开球</span> , 卡费尔尼科夫 发挥 高度 优势 , <u>球</u><sup>3.332</sup> 发 对方 底线 <small>, 使 对手 回球 无力 , 给 自己 造成 进攻</small>""",1.01248376691865,6.92859080577481,NA,NA
开赛/N/CNA_CMN_19980525_wpr/5455,开赛/N/CNA_CMN_19980525_wpr/5455,开赛,CNA,Taiwan,quality,国泰人寿盃/N;锦标赛/N;全国/N;体育/N;羽球/N;号/N;羽球馆/N;七十二/N,"""<small>保险司 记者会 , 财政部 记 者 室 。 四 、</small> 文教 <u>体育</u><sup>1.703</sup> : – 九时 , <u>国泰人寿盃</u><sup>5.539</sup> <u>全国</u><sup>1.981</sup> <u>羽球</u><sup>3.324</sup> <u>锦标赛</u><sup>3.653</sup> <span class='target'>开赛</span> , 台北市 南港区 重阳路 <u>七十二</u><sup>1.26</sup> <u>号</u><sup>1.2</sup> 三楼 真善美 <u>羽球馆</u><sup>4.764</sup> 。 <small>– 九时 , 八十七年度 少年 桌球 国手 选拔赛 暨 排名赛</small>""",0.33691284001197,-4.7854658679832,NA,NA
开赛/N/XIN_CMN_19950315_wpr/34087,开赛/N/XIN_CMN_19950315_wpr/34087,开赛,XIN,Mainland,quality,女子/N;足球/N;今日/N;锦标赛/N;全国/N;15日电/N;1995年/N;奚彬/N;新华社/N;南京/N;3月/N,"""<small>斜 , 这 对 加快 农业 产业 化 市场 化</small> 进程 非常 有益 。 ” <u>全国</u><sup>1.981</sup> <u>女子</u><sup>2.531</sup> <u>足球</u><sup>2.859</sup> <u>锦标赛</u><sup>3.653</sup> <u>今日</u><sup>1.295</sup> <span class='target'>开赛</span> <u>新华社</u><sup>1.249</sup> <u>南京</u><sup>1.229</sup> <u>3月</u><sup>1.042</sup> <u>15日电</u><sup>1.691</sup> ( 记者 <u>奚彬</u><sup>3.611</sup> ) <u>1995年</u><sup>1.027</sup> 全 <small>国 女子 足球 锦标赛 预赛 , 今日 南京 和 长沙</small>""",-0.863851202184757,-5.59626547641499,NA,NA
开赛/N/XIN_CMN_19991008_wpr/50722,开赛/N/XIN_CMN_19991008_wpr/50722,开赛,XIN,Mainland,quality,2/N;巨人/N;主场/N;队/N;战胜/V;分钟/N;主罚/V;1/N;后卫/N;队/N,"""<small>市场杯 足球赛 B 组 第4 场 比赛 中 3 :</small> <u>2</u><sup>1.347</sup> <u>主场</u><sup>2.948</sup> <u>战胜</u><sup>2.337</sup> 前来 挑战 的 玻利维亚 <u>巨人</u><sup>1.345</sup> <u>队</u><sup>2.32</sup> 。 <span class='target'>开赛</span> <u>1</u><sup>1.389</sup> <u>分钟</u><sup>3.648</sup> , <u>队</u><sup>2.32</sup> <u>后卫</u><sup>2.716</sup> 威尔逊 . 圭尔 诺 <u>主罚</u><sup>2.53</sup> <small>任意球 干净 利索 地 下 一 城 ; 比赛 进行到</small>""",0.533369561095718,6.08435170861021,NA,NA
开赛/N/XIN_CMN_20010530_wpr/3961,开赛/N/XIN_CMN_20010530_wpr/3961,开赛,XIN,Mainland,quality,本/N;届/N;以来/N;得/D;盘/N;打/V;比赛/N,"""<small>下 , 三 局 分为 15 : 8 、 10</small> : 、 : 17 。 这 是 <u>本</u><sup>1.569</sup> <u>届</u><sup>2.22</sup> 苏迪曼杯赛 <span class='target'>开赛</span> <u>以来</u><sup>2.798</sup> <u>打</u><sup>1.512</sup> <u>得</u><sup>1.072</sup> 时间 最 长 的 一 <u>盘</u><sup>1.667</sup> <u>比赛</u><sup>2.626</sup> <small>。 的 男 、 女 单打 比赛 中 , 印尼</small>""",-1.74899114551865,0.993662574283642,NA,NA
开赛/N/CNA_CMN_19910814_wpr/50621,开赛/N/CNA_CMN_19910814_wpr/50621,开赛,CNA,Taiwan,quality,世界/N;锦标赛/N;少棒/N;首/N;代表队/N;战/N;中华队/N,"""<small>少棒队 授旗 。 中华队 四时 十分 搭机 启程 赴 美</small> 。 今年 <u>世界</u><sup>1.277</sup> <u>少棒</u><sup>2.575</sup> <u>锦标赛</u><sup>3.653</sup> 台北 时间 , 二十一 日 <span class='target'>开赛</span> , <u>中华队</u><sup>2.92</sup> 当天 凌晨 二时 , <u>首</u><sup>1.866</sup> <u>战</u><sup>2.546</sup> 拉丁美洲 <u>代表队</u><sup>2.287</sup> <small>。 庆祝 「 八一四 」 空军 矢志 传承 薪火 (</small>""",-1.53433823858093,-2.6810027366741,NA,NA
开赛/N/CNA_CMN_19920806_wpr/1782,开赛/N/CNA_CMN_19920806_wpr/1782,开赛,CNA,Taiwan,quality,公/N;亚洲盃/N;银牌/N;届/N;第十/N;女子/N;夺得/V;奥运/N;银牌/N;金牌/N,"""<small>中正盃 银牌 、 台湾省 中正盃 金牌 。 八十一 年 全国</small> 大专盃 <u>银牌</u><sup>1.429</sup> 、 <u>第十</u><sup>1.927</sup> <u>届</u><sup>2.22</sup> <u>亚洲盃</u><sup>2.95</sup> <u>银牌</u><sup>1.429</sup> 、 美国 <u>公</u><sup>3.012</sup> <span class='target'>开赛</span> <u>银牌</u><sup>1.429</sup> 。 郝柏村 电贺 罗月英 <u>夺得</u><sup>2.094</sup> <u>奥运</u><sup>1.734</sup> <u>女子</u><sup>2.531</sup> 跆拳 <u>金牌</u><sup>2.487</sup> <small>( 中央社 台北 五 日 电 ) 行政院长 郝柏村 今天</small>""",-2.58571141557445,-3.06041158755145,NA,NA
开赛/N/CNA_CMN_20020306_wpr/98342,开赛/N/CNA_CMN_20020306_wpr/98342,开赛,CNA,Taiwan,quality,锦标赛/N;全国/N;青年盃/N;举重/N;来自/V;赛程/N;天/N;全国/N,"""<small>, 达到 亚运 标准 , 但 刷新 纪录 。 今年</small> <u>全国</u><sup>1.981</sup> <u>青年盃</u><sup>4.027</sup> <u>举重</u><sup>2.798</sup> <u>锦标赛</u><sup>3.653</sup> 五 日 起 台南县 北门国 小 <span class='target'>开赛</span> , <u>赛程</u><sup>2.827</sup> 五 <u>天</u><sup>1.431</sup> , 共 有 <u>来自</u><sup>1.345</sup> <u>全国</u><sup>1.981</sup> 四百七十八 <small>位 举重 好 手 参赛 , 分为 国中男组 、 国中女组</small>""",-1.59058258251563,-4.57468644668478,NA,NA
开赛/N/XIN_CMN_19970910_wpr/69562,开赛/N/XIN_CMN_19970910_wpr/69562,开赛,XIN,Mainland,quality,世界/N;锦标赛/N;摔交/V;新华社/N;9月/N;电/N,"""<small>, 这 是 使 美国 官方 谈判者 感到 棘手 的</small> 另 一 个 因素 。 <u>世界</u><sup>1.277</sup> <u>摔交</u><sup>2.844</sup> <u>锦标赛</u><sup>3.653</sup> 10 日 <span class='target'>开赛</span> <u>新华社</u><sup>1.249</sup> 华沙 <u>9月</u><sup>1.115</sup> 9日 <u>电</u><sup>1.012</sup> ( 记者 王德凤 ) 波兰 <small>的 罗 茨瓦夫市 举行 的 世界 摔交 锦标赛 9日 进行</small>""",-1.42819954604002,-5.56842478249435,NA,NA
开赛/N/CNA_CMN_19940128_wpr/4936,开赛/N/CNA_CMN_19940128_wpr/4936,开赛,CNA,Taiwan,quality,球场/N;第一/N;高尔夫/N;联谊赛/N;职业/N;三十分/N;七时/N,"""<small>之 水仙 花展 , 下午 三 点 三十 分 原能会</small> 举行 。 – 中华 <u>职业</u><sup>1.695</sup> <u>高尔夫</u><sup>3.329</sup> <u>联谊赛</u><sup>3.447</sup> 上午 <u>第一</u><sup>1.446</sup> <u>球场</u><sup>2.912</sup> <span class='target'>开赛</span> 。 – 史汀 台北 演唱会 晚上 <u>七时</u><sup>1.341</sup> <u>三十分</u><sup>1.103</sup> 台北 国际 <small>会议 中心 举行 。 – 文建会 儿童 戏剧 亲子 游</small>""",2.01442692516861,-4.03850464410977,7,out
开球/V/CNA_CMN_19991219_wpr/76363,开球/V/CNA_CMN_19991219_wpr/76363,开球,CNA,Taiwan,quality,第十七/N;对手/N;局/N;七/N;十三/N;连/C;终场/N;局/N;清/N;下/N;进/V,"""<small>下 四 局 , 十 六 领先 , 虽然 吕辉展</small> 抢下 <u>第十七</u><sup>3.545</sup> <u>局</u><sup>3.649</sup> , 不过 后继 无力 , 陈立伟 <u>对手</u><sup>2.075</sup> <span class='target'>开球</span> <u>进</u><sup>2.576</sup> <u>下</u><sup>1.54</sup> <u>连</u><sup>2.288</sup> <u>清</u><sup>2.1</sup> 三 <u>局</u><sup>3.649</sup> , <u>终场</u><sup>1.388</sup> <u>十三</u><sup>1.517</sup> <u>七</u><sup>1.418</sup> <small>获胜 , 拿下 第二 名 及 奖金 十万 元 。</small>""",2.86522045811386,5.43795024221616,NA,NA
开赛/N/XIN_CMN_19930330_wpr/52687,开赛/N/XIN_CMN_19930330_wpr/52687,开赛,XIN,Mainland,quality,5月/N;网球赛/N;运动会/N;沙龙/N;大阪/N;29日电/N;新华社/N;北林/N;记者曲/N;大阪/N;3月/N,"""<small>欣赏 、 收藏 价值 一体 。 纪念章 制造 3万 套</small> , 今年 <u>5月</u><sup>1.28</sup> 东亚 <u>运动会</u><sup>2.479</sup> 面市 。 <u>大阪</u><sup>1.792</sup> <u>沙龙</u><sup>1.406</sup> <u>网球赛</u><sup>3.57</sup> <span class='target'>开赛</span> <u>新华社</u><sup>1.249</sup> <u>大阪</u><sup>1.792</sup> <u>3月</u><sup>1.042</sup> <u>29日电</u><sup>1.556</sup> ( <u>记者曲</u><sup>2.748</sup> <u>北林</u><sup>2.814</sup> ) <u>大阪</u><sup>1.792</sup> 1993年 <small>沙龙 网球赛 今天 开幕 , 世界 排名 第一 的 库里埃</small>""",-1.18404617033156,-6.20534920755577,NA,NA
开赛/N/XIN_CMN_20031018_wpr/32296,开赛/N/XIN_CMN_20031018_wpr/32296,开赛,XIN,Mainland,quality,取得/V;轻松/V;打/V;青岛队/N;战胜/V;以来/N;连胜/V;0/N;3/N,"""<small>团体 方面 , 高歌 猛进 的 厦门队 3 : 0</small> <u>轻松</u><sup>1.844</sup> <u>战胜</u><sup>2.337</sup> 善 <u>打</u><sup>1.512</sup> 硬战 的 <u>青岛队</u><sup>3.125</sup> , <u>取得</u><sup>1.732</sup> 了 <span class='target'>开赛</span> <u>以来</u><sup>2.798</sup> 的 六 <u>连胜</u><sup>3.808</sup> ; 上海 黄浦队 <u>0</u><sup>1.899</sup> : <u>3</u><sup>1.263</sup> <small>负于 东道主 长沙队 , 香港队 3 : 2 险胜 深圳队</small>""",-0.616896839888276,3.76133008161799,NA,NA
开赛/N/CNA_CMN_20020810_wpr/47498,开赛/N/CNA_CMN_20020810_wpr/47498,开赛,CNA,Taiwan,quality,连胜/V;公/N;小威/N;八强/N;第二/N,"""<small>手 杉山爱 两 个 六 三 击败 。 这 场</small> 败局 终结 <u>小威</u><sup>3.648</sup> 二十一 <u>连胜</u><sup>3.808</sup> , 是 她 洛杉矶 <u>公</u><sup>3.012</sup> <span class='target'>开赛</span> <u>第二</u><sup>1.546</sup> 年 止步 <u>八强</u><sup>2.315</sup> 。 这 是 一九八一年 引进 种子制 <small>后 , 第四 次 两 名 种子 打进 决赛 。</small>""",-2.51617037752886,2.08508291212529,NA,NA
开赛/N/CNA_CMN_19960315_wpr/106860,开赛/N/CNA_CMN_19960315_wpr/106860,开赛,CNA,Taiwan,quality,青年/N;射箭/N;锦标赛/N;全国/N;盃/N;全国/N;公开组/N,"""<small>中央社 记者 周扬力 台北 十五 日 电 ) 八十四 年</small> <u>全国</u><sup>1.981</sup> <u>青年</u><sup>1.847</sup> <u>盃</u><sup>3.233</sup> <u>射箭</u><sup>3.169</sup> <u>锦标赛</u><sup>3.653</sup> , 今天 花莲县 德兴棒 垒球场 <span class='target'>开赛</span> , 共 有 <u>全国</u><sup>1.981</sup> 社会组 、 <u>公开组</u><sup>3.04</sup> 、 高中组 、 <small>国中组 及 国小组 三百余 名 选手 参加 , 由于 花莲</small>""",-1.62060123728087,-4.54316340123297,NA,NA
开赛/N/CNA_CMN_19920712_wpr/24074,开赛/N/CNA_CMN_19920712_wpr/24074,开赛,CNA,Taiwan,quality,战/N;第八/N;韩国队/N;之初/N;主力/N;阵容/N;排出/N;落后/V,"""<small>国家队 七十四 六十五 击败 菲律宾 获得 第七 名 , 菲律宾</small> 落居 <u>第八</u><sup>1.769</sup> 。 韩 、 哥 之 <u>战</u><sup>2.546</sup> , <u>韩国队</u><sup>2.629</sup> <span class='target'>开赛</span> <u>之初</u><sup>2.982</sup> <u>排出</u><sup>2.858</sup> <u>主力</u><sup>2.08</sup> <u>阵容</u><sup>2.442</sup> , 处于 <u>落后</u><sup>2.062</sup> 捱打 局面 , <small>第二 节 换上 许载 后 , 情 才 改观 ,</small>""",0.487801600173259,3.6390341864997,NA,NA
开赛/N/XIN_CMN_20020530_wpr/18560,开赛/N/XIN_CMN_20020530_wpr/18560,开赛,XIN,Mainland,quality,世界杯/N;足/N;30日/N;5月/N;球赛/N;张有浩/N;电/N;球迷/N;突尼斯/N;在即/V;惊喜/V,"""<small>院士 。 突尼斯 电视台 直播 世界杯 全部 比赛 新华社 突尼斯</small> <u>5月</u><sup>1.28</sup> <u>30日</u><sup>1.079</sup> <u>电</u><sup>1.012</sup> ( 记者 <u>张有浩</u><sup>3.433</sup> ) <u>世界杯</u><sup>3.312</sup> <u>足</u><sup>1.827</sup> <u>球赛</u><sup>3.129</sup> <span class='target'>开赛</span> <u>在即</u><sup>4.165</sup> , <u>突尼斯</u><sup>1.076</sup> 广大 <u>球迷</u><sup>2.62</sup> <u>惊喜</u><sup>1.35</sup> 地 获悉 , 他们 <small>坐 在 家 里 观看 突尼斯 国家 电视台 直播 的</small>""",0.031802558158945,-1.46568545291787,NA,NA
开赛/N/CNA_CMN_19940611_wpr/70298,开赛/N/CNA_CMN_19940611_wpr/70298,开赛,CNA,Taiwan,quality,决赛圈/N;本/N;锦标赛/N;届/N;以来/N;大陆队/N;预赛/N;得/D;打/V;复赛/N,"""<small>的 成绩 。 「 中新社 」 报导 , 大陆队 这</small> 次 进入 <u>决赛圈</u><sup>1.841</sup> 的 过程 艰辛 。 <u>本</u><sup>1.569</sup> <u>届</u><sup>2.22</sup> <u>锦标赛</u><sup>3.653</sup> <span class='target'>开赛</span> <u>以来</u><sup>2.798</sup> , <u>大陆队</u><sup>3.343</sup> <u>预赛</u><sup>3.224</sup> 、 <u>复赛</u><sup>2.479</sup> 时 , <u>打</u><sup>1.512</sup> <u>得</u><sup>1.072</sup> <small>极为 吃力 。 明天 是 本 届 锦标赛 十六 支</small>""",-1.60262632997241,-1.75517167858529,NA,NA
开球/V/CNA_CMN_20010303_wpr/108935,开球/V/CNA_CMN_20010303_wpr/108935,开球,CNA,Taiwan,quality,挥凯/N;后/N;清台/N;李昆芳/N;进/V;四/N;球/N;八/N;掌握/V;颗/N;进/V;球/N,"""<small>开球 顺 , 叫 一 次 暂停 , 之后 夏</small> <u>挥凯</u><sup>8.331</sup> 冲 <u>球</u><sup>3.89</sup> <u>进</u><sup>2.576</sup> , <u>李昆芳</u><sup>7.408</sup> <u>清台</u><sup>8.062</sup> <u>后</u><sup>1.34</sup> <u>四</u><sup>1.154</sup> 次 <span class='target'>开球</span> <u>进</u><sup>2.576</sup> 了 <u>八</u><sup>1.064</sup> <u>颗</u><sup>2.219</sup> 子 <u>球</u><sup>3.89</sup> , 充分 <u>掌握</u><sup>1.11</sup> 主控权 <small>, 加上 第十九 局 夏 挥凯 唯一 一 次 灌</small>""",3.24839876378722,5.6507121033246,NA,NA
开赛/N/XIN_CMN_20031121_wpr/24444,开赛/N/XIN_CMN_20031121_wpr/24444,开赛,XIN,Mainland,quality,分/N;自新/V;小牛队/N;场/N;赛季/N;取胜/V;以来/N;主场/N,"""<small>的 首 个 “ 三 双 ” 后 , 本</small> <u>场</u><sup>2.447</sup> 贡献 了 12 <u>分</u><sup>1.282</sup> 。 , <u>小牛队</u><sup>2.267</sup> <u>自新</u><sup>2.332</sup> <u>赛季</u><sup>3.532</sup> <span class='target'>开赛</span> <u>以来</u><sup>2.798</sup> 6 个 <u>主场</u><sup>2.948</sup> 全部 <u>取胜</u><sup>1.974</sup> 。 “ 石佛 ” <small>邓肯 是 马刺队 的 核心 , 他 拿下 了 全</small>""",-0.546193627209465,3.47441648328643,NA,NA
