0.011198294,No.,Variety,Item,Causation,CrLocus,CrSynt,CrSem,CrPers,CrDef,CrIntent,ModalVerb,CseModality,CseAdverb,CseAdv,CseNeg,CeSynt,CeSem,CePers,CeDef,CeControl,CeRole,CsedModalVerb,CsedModality,CsedAdverb,CsedAdv,CsedNeg,CrCeCoref,Pred,PredSynt,PredSem,CsedProsody,CsedSemS,CsedSemT,Structure,ClauseType
0.17929416,1763,tw,rang,yes,distant,cl,event,3,def,intent,NA,none,??,range,no,np,anim,3,def,yes,agent,NA,none,NA,none,no,no,_??___,idiom,telic,pstv,social,social,mul,simple
0.111570637,1764,tw,rang,yes,distant,pron,anim,3,def,intent,NA,none,NA,none,no,np,inanim,3,indef,no,patient,??_??,ability,NA,none,no,no,__,intrans,atelic,pstv,social,social,sg,simple
0.546761863,514,tw,shi,yes,adjacent,np,event,3,indef,unintent,NA,none,??,time,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,??????,intrans,telic,ntrl,phy,phy,sg,simple
0.607068745,1765,tw,rang,yes,distant,np,inanim,3,def,unintent,NA,none,NA,none,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,_????,trans,telic,pstv,phy,social,sg,simple
0.928759017,370,tw,ling,yes,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,_??_??_,idiom,telic,ntrl,phy,ment,sg,simple
0.393837436,1769,tw,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,_??,adj,state,pstv,social,social,sg,simple
0.330061454,2910,sg,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,___,trans,state,pstv,ment,ment,sg,simple
0.985881576,1774,tw,rang,yes,distant,cl,event,3,def,intent,NA,none,NA,none,no,np,anim,3,indef,yes,agent,_,ability,??___??_,manner,no,no,_??_,intrans,telic,pstv,phy,phy,sg,simple
0.60000898,2914,sg,rang,yes,adjacent,np,anim,3,def,intent,??__,poss,NA,none,yes,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,????_,adj,state,neg,ment,ment,sg,simple
0.823085412,517,tw,shi,yes,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,??__,copula,atelic,pstv,phy,ment,sg,simple
0.191782807,1134,ml,shi,yes,adjacent,np,inanim,3,indef,unintent,NA,none,????_,time,no,np,inanim,3,indef,no,theme,NA,none,NA,none,no,no,??__??_??,idiom,atelic,ntrl,phy,phy,mul,simple
0.745576533,520,tw,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,______,idiom,telic,pstv,phy,phy,sg,simple
0.461130653,1781,tw,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,___,trans,state,pstv,ment,ment,sg,simple
0.646907135,1782,tw,rang,yes,distant,na,na,3,indef,intent,NA,none,NA,none,no,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,??__,trans,telic,pstv,phy,social,sg,simple
0.21539355,1786,tw,rang,yes,implicit,na,na,na,na,intent,NA,none,NA,none,no,np,inanim,3,indef,no,theme,NA,none,NA,none,no,no,??__,copula,telic,pstv,phy,phy,sg,simple
0.081318681,1140,ml,shi,yes,adjacent,np,event,3,indef,unintent,NA,none,????_,time,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,??_??,intrans,telic,neg,phy,phy,sg,simple
0.155488589,2933,sg,rang,yes,adjacent,np,anim,3,indef,intent,NA,none,NA,none,no,np,inanim,3,indef,no,theme,NA,none,NA,none,no,no,__??,trans,state,pstv,phy,social,sg,simple
0.303836746,522,tw,shi,yes,adjacent,np,inanim,3,indef,unintent,NA,none,??,time,no,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,??__,intrans,atelic,neg,phy,social,sg,simple
0.559720839,1794,tw,rang,yes,distant,np,inanim,3,def,unintent,_??,ability,NA,none,no,np,anim,3,indef,yes,expcer,NA,none,??__,manner,no,no,??,intrans,state,pstv,phy,ment,sg,simple
0.756371018,1168,ml,shi,yes,distant,cl,event,3,def,unintent,NA,none,NA,none,no,np,anim,3,def,no,befry,NA,none,NA,none,no,no,??__,intrans,telic,ntrl,phy,social,sg,simple
0.57636841,569,tw,shi,yes,adjacent2,cl,event,na,na,unintent,????_,poss,NA,none,no,np,anim,3,indef,yes,agent,NA,none,NA,none,no,no,_??_,trans,telic,neg,phy,phy,sg,simple
0.821875533,373,tw,ling,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,????____,idiom,state,neg,ment,ment,sg,simple
0.219925631,374,tw,ling,yes,adjacent,np,event,3,def,unintent,NA,none,NA,none,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,______,idiom,state,neg,phy,ment,sg,simple
0.132705467,1020,sg,ling,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,????,intrans,atelic,ntrl,phy,social,sg,simple
0.55344405,1812,tw,rang,yes,distant,na,na,3,def,intent,NA,none,NA,none,no,np,anim,3,indef,no,patient,NA,none,NA,none,no,no,_,trans,atelic,ntrl,phy,phy,sg,simple
0.107898756,1815,tw,rang,yes,distant,np,anim,3,indef,intent,NA,none,NA,none,no,np,anim,3,indef,yes,agent,NA,none,NA,none,no,no,_,trans,atelic,ntrl,phy,phy,sg,simple
0.173813709,1816,tw,rang,yes,distant,np,inanim,3,def,unintent,NA,none,NA,none,no,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,_??_,trans,telic,pstv,phy,phy,sg,simple
0.380357478,1077,sg,shi,yes,distant,np,inanim,3,indef,unintent,NA,none,NA,none,no,np,inanim,3,indef,no,agent,___,ability,NA,none,yes,no,????_,trans,state,pstv,phy,phy,sg,simple
0.589732687,1820,tw,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,????_,trans,state,ntrl,ment,ment,sg,simple
0.463853325,689,ml,rang,yes,adjacent,np,anim,3,def,intent,??,poss,NA,none,no,np,anim,3,def,yes,agent,NA,none,NA,none,no,no,_??,trans,atelic,ntrl,phy,phy,sg,simple
0.727707802,1822,tw,rang,yes,implicit,na,na,na,na,intent,NA,none,NA,none,no,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,_,trans,telic,pstv,social,social,sg,simple
0.707144045,1084,sg,shi,yes,distant,cl,event,na,na,unintent,NA,none,NA,none,no,np,anim,3,def,no,befry,NA,none,NA,none,no,no,??__,intrans,telic,ntrl,phy,social,sg,simple
0.073839824,1027,sg,ling,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,_??_??,intrans,atelic,neg,phy,ment,sg,simple
0.094122602,1092,sg,shi,yes,distant,np,anim,3,indef,unintent,NA,none,NA,none,yes,np,inanim,3,indef,no,patient,NA,none,_??_,manner,no,no,_????,trans,atelic,ntrl,phy,phy,sg,simple
0.780510605,2974,sg,rang,yes,distant,cl,event,3,indef,unintent,NA,none,NA,none,no,np,inanim,3,indef,no,patient,NA,none,NA,manner,no,no,_,intrans,telic,ntrl,phy,phy,sg,simple
0.130395425,579,tw,shi,yes,adjacent,vp,event,na,na,unintent,??,ability,NA,none,no,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,????_,intrans,telic,pstv,phy,phy,sg,simple
0.69202944,1094,sg,shi,yes,adjacent,np,event,3,indef,unintent,NA,none,NA,none,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,__,trans,telic,neg,phy,social,sg,simple
0.744056319,1825,tw,rang,yes,implicit,na,na,na,na,intent,NA,none,NA,none,no,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,___,trans,state,pstv,phy,ment,sg,simple
0.327819339,1190,ml,shi,yes,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,??__,trans,telic,ntrl,phy,social,sg,simple
0.589290499,583,tw,shi,yes,adjacent,np,event,3,def,unintent,NA,none,??,time,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,??_????_,idiom,state,neg,ment,social,sg,simple
0.958693633,585,tw,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,anim,3,indef,yes,agent,_??,ability,NA,none,no,no,___,trans,atelic,ntrl,social,social,mul,simple
0.357291544,1830,tw,rang,yes,distant,np,anim,3,def,intent,NA,none,NA,none,no,np,inanim,3,indef,no,patient,_??_,ability,NA,none,yes,no,___,intrans,telic,neg,phy,social,sg,simple
0.209166759,1835,tw,rang,yes,distant,na,na,3,def,intent,NA,none,NA,none,no,np,inanim,3,indef,no,patient,NA,none,_??_,time,no,no,___,intrans,telic,ntrl,phy,social,sg,simple
0.840050928,1838,tw,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,event,3,indef,no,theme,_??,ability,_,degree,no,no,??????,adj,state,pstv,ment,ment,mul,simple
0.167050953,1839,tw,rang,yes,distant,np,anim,3,def,intent,NA,none,NA,none,no,np,anim,3,indef,yes,agent,_,ability,NA,none,no,no,????,trans,telic,pstv,phy,phy,sg,simple
0.707251368,1841,tw,rang,yes,distant,np,anim,3,def,intent,NA,none,NA,none,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,????_,adj,telic,pstv,phy,social,sg,simple
0.427398534,1844,tw,rang,yes,adjacent,np,anim,3,def,intent,NA,none,NA,none,no,np,anim,3,def,no,expcer,NA,none,___,degree,yes,no,??_????_,idiom,state,neg,phy,social,sg,simple
0.43637433,1845,tw,rang,yes,distant,pron,anim,2,def,unintent,NA,none,NA,none,no,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,___,intrans,telic,ntrl,phy,social,sg,simple
0.086400991,1197,ml,shi,yes,adjacent,np,event,3,def,unintent,NA,none,NA,none,no,np,anim,3,def,no,befry,NA,none,NA,none,no,no,????_,trans,telic,neg,phy,phy,sg,simple
0.850443795,589,tw,shi,yes,adjacent,np,inanim,3,def,unintent,NA,none,__??,time,no,np,anim,3,indef,no,agent,_,ability,NA,none,no,no,??__,trans,telic,neg,phy,social,sg,simple
0.904601754,2990,sg,rang,yes,adjacent,pron,event,3,def,unintent,NA,none,NA,none,no,np,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,??_??_,trans,telic,ntrl,ment,social,sg,simple
0.013681319,2994,sg,rang,yes,adjacent,pron,anim,1,def,intent,??,incl,NA,none,no,np,inanim,3,def,no,theme,NA,none,_,degree,no,no,_,trans,telic,pstv,social,social,sg,simple
0.387128336,1200,ml,shi,yes,distant,cl,event,3,indef,intent,NA,none,NA,none,no,np,inanim,3,def,no,patient,NA,none,__,manner,no,no,??__,adj,state,pstv,social,social,sg,simple
0.123242556,1851,tw,rang,yes,distant,np,anim,3,indef,intent,NA,none,NA,none,no,np,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,??__,trans,telic,pstv,social,social,mul,simple
0.350125208,1852,tw,rang,yes,adjacent,np,event,na,na,unintent,NA,none,NA,none,no,np,anim,3,indef,no,expcer,NA,none,??_??,time,no,no,_??_,trans,telic,pstv,ment,social,sg,simple
0.909108927,1856,tw,rang,yes,distant,cl,event,3,def,intent,NA,none,NA,none,no,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,_??_,trans,telic,pstv,social,social,sg,simple
0.512432056,1103,sg,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,def,no,theme,NA,none,___,time,no,no,__??,copula,telic,ntrl,phy,social,sg,simple
0.130419848,701,ml,rang,yes,adjacent,np,event,3,def,unintent,NA,none,NA,none,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,____,trans,telic,ntrl,ment,ment,sg,simple
0.524282153,1204,ml,shi,yes,adjacent,np,event,3,def,unintent,NA,none,NA,none,no,np,anim,3,indef,no,expcer,NA,none,??_??,degree,no,no,__,adj,state,ntrl,ment,ment,sg,simple
0.572577108,1866,tw,rang,yes,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,np,anim,3,def,no,agent,NA,none,NA,none,no,no,????_,trans,telic,pstv,phy,social,sg,simple
0.46294433,1868,tw,rang,yes,distant,np,anim,3,def,intent,NA,none,NA,none,no,np,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,????_,trans,telic,pstv,social,social,sg,simple
0.396309068,1871,tw,rang,yes,distant,np,anim,3,def,intent,NA,none,NA,none,no,np,anim,3,def,yes,agent,NA,none,NA,none,no,no,??__,trans,telic,ntrl,social,social,mul,simple
0.002701807,1106,sg,shi,yes,adjacent,pron,event,3,def,unintent,__??,poss,NA,none,no,np,anim,3,indef,yes,agent,NA,none,NA,none,no,no,????_,trans,atelic,neg,phy,phy,mul,simple
0.545456943,1107,sg,shi,yes,distant,pron,anim,1,def,intent,NA,none,NA,none,no,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,_??_??__,intrans,state,ntrl,phy,social,mul,simple
0.68303472,606,tw,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,def,no,theme,NA,none,??_??,degree,no,no,___,adj,state,neg,phy,social,sg,simple
0.44796271,1112,sg,shi,yes,distant,np,inanim,3,indef,unintent,NA,none,NA,none,no,np,anim,3,def,no,theme,NA,none,NA,none,no,no,__??,copula,telic,pstv,phy,social,mul,simple
0.514652845,3018,sg,rang,yes,distant,cl,event,3,def,intent,NA,none,NA,none,no,np,inanim,3,indef,no,theme,NA,none,NA,none,no,no,___,adj,state,pstv,phy,phy,sg,simple
0.588692506,1885,tw,rang,yes,adjacent,np,anim,3,def,intent,NA,none,NA,none,no,np,anim,3,def,yes,agent,NA,none,NA,none,no,no,___,intrans,telic,ntrl,phy,phy,sg,simple
0.7084376,1113,sg,shi,yes,distant,cl,event,3,indef,intent,NA,none,NA,none,no,np,inanim,3,indef,no,theme,___,ability,NA,none,yes,no,????,trans,telic,neg,phy,phy,sg,simple
0.202276055,608,tw,shi,yes,distant,cl,event,3,def,unintent,NA,none,NA,none,no,np,anim,3,def,no,theme,NA,none,NA,none,no,no,___,copula,telic,ntrl,phy,social,sg,simple
0.929639692,3019,sg,rang,yes,distant,np,anim,3,indef,intent,NA,none,NA,none,no,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,_??_,intrans,telic,pstv,phy,ment,sg,simple
0.57808306,1890,tw,rang,yes,distant,cl,event,3,def,intent,NA,none,NA,none,no,np,anim,3,indef,yes,agent,_??,ability,NA,none,no,no,__??,trans,atelic,ntrl,phy,phy,mul,simple
0.714118889,610,tw,shi,yes,adjacent,vp,event,na,na,unintent,NA,none,??,time,no,np,inanim,3,indef,no,patient,_,none,NA,none,no,no,????_,trans,telic,neg,phy,social,sg,simple
0.078525581,1898,tw,rang,yes,adjacent,np,event,3,indef,unintent,_,ability,NA,none,no,np,inanim,3,indef,no,patient,NA,none,___,manner,no,no,___,adj,state,pstv,phy,social,sg,simple
0.06472604,611,tw,shi,yes,distant,cl,event,na,na,unintent,NA,none,NA,none,no,np,event,3,def,no,patient,NA,none,NA,none,no,no,????_,trans,telic,ntrl,phy,social,sg,simple
0.714371286,1906,tw,rang,yes,distant,cl,event,3,def,unintent,NA,none,NA,none,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,??_,intrans,telic,ntrl,social,social,sg,simple
0.465010284,1912,tw,rang,yes,distant,cl,event,3,def,intent,NA,none,NA,none,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,___,intrans,telic,ntrl,phy,social,sg,simple
0.0999848,3020,sg,rang,yes,adjacent,vp,event,na,na,unintent,_??_??,poss,NA,none,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,yes,___,intrans,telic,neg,phy,phy,sg,simple
0.757087946,3021,sg,rang,yes,distant,np,anim,3,def,intent,NA,none,NA,none,no,np,anim,3,def,no,befry,NA,none,NA,none,no,no,_??_,trans,telic,ntrl,phy,phy,sg,simple
0.918551083,3022,sg,rang,yes,distant,cl,event,3,def,unintent,NA,none,NA,none,no,np,anim,3,def,no,befry,NA,none,__,time,no,no,????_,trans,telic,pstv,social,social,sg,simple
0.111640392,3023,sg,rang,yes,distant,cl,event,3,def,intent,NA,none,NA,none,no,np,anim,3,def,no,befry,NA,none,NA,none,no,no,_??_,trans,telic,neg,phy,phy,sg,simple
0.476113639,1213,ml,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,??__,trans,telic,ntrl,phy,social,sg,simple
0.247875458,1038,sg,ling,yes,adjacent,np,inanim,3,indef,unintent,NA,none,NA,none,no,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,??__,intrans,atelic,neg,phy,phy,sg,simple
0.636194109,1217,ml,shi,yes,adjacent,np,inanim,3,indef,unintent,____,poss,NA,none,no,np,event,3,indef,no,theme,NA,none,NA,none,no,no,___,trans,telic,neg,phy,social,sg,simple
0.519061759,3035,sg,rang,yes,adjacent,np,inanim,3,indef,unintent,??,ability,NA,none,no,np,inanim,3,indef,no,theme,NA,none,NA,none,no,no,___,trans,telic,ntrl,phy,phy,sg,simple
0.709794858,1221,ml,shi,yes,adjacent,np,event,3,indef,unintent,NA,none,NA,none,no,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,__??_,trans,state,neg,phy,social,sg,simple
0.756980857,3039,sg,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,anim,3,indef,no,expcer,??__,incl,NA,none,yes,no,_????,trans,state,neg,ment,ment,sg,simple
0.060098039,1131,sg,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,___,trans,telic,ntrl,phy,social,sg,simple
0.288495668,1133,sg,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,indef,no,theme,NA,none,NA,none,no,no,____??_,intrans,atelic,pstv,phy,social,sg,simple
0.244356895,1223,ml,shi,yes,distant,cl,event,3,def,intent,NA,none,NA,none,no,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,____,trans,telic,pstv,phy,social,sg,simple
0.035965565,1224,ml,shi,yes,distant,np,inanim,3,indef,unintent,NA,none,NA,none,no,np,inanim,3,indef,no,patient,NA,none,??_??,time,no,no,_??_,trans,telic,pstv,phy,phy,sg,simple
0.402695124,1135,sg,shi,yes,adjacent2,cl,event,na,na,unintent,??,ability,NA,none,no,np,event,3,def,no,patient,NA,none,_????,degree,no,no,????_,adj,state,pstv,social,social,sg,simple
0.105880286,,ml,ling,yes,adjacent,np,inanim,3,def,unintent,NA,none,_??_,time,no,np,anim,3,def,no,expcer,NA,none,_,range,no,no,??__??__,intrans,state,ntrl,ment,ment,sg,simple
0.534967355,3047,sg,rang,yes,adjacent,np,event,3,def,unintent,NA,none,??,range,no,np,anim,3,def,no,befry,NA,none,NA,none,no,no,_??_,trans,telic,ntrl,social,social,sg,simple
0.207364046,1232,ml,shi,yes,adjacent,np,inanim,3,def,unintent,NA,none,??,range,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,??__,intrans,atelic,neg,phy,social,sg,simple
0.856913107,3051,sg,rang,yes,adjacent,np,inanim,3,indef,unintent,_,ability,NA,none,no,np,anim,3,def,no,befry,NA,none,NA,none,yes,no,_,trans,atelic,neg,social,social,sg,simple
0.688790848,720,ml,rang,yes,adjacent,np,event,3,def,unintent,NA,none,NA,none,no,np,anim,3,indef,no,theme,NA,none,NA,none,no,no,___,copula,telic,pstv,social,social,sg,simple
0.127938958,1156,sg,shi,yes,adjacent,pron,event,3,def,unintent,NA,none,??,oth,no,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,????_,trans,telic,ntrl,phy,social,mul,simple
0.917440174,3052,sg,rang,yes,adjacent,np,event,3,def,unintent,NA,none,_,range,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,_,trans,state,pstv,ment,social,sg,simple
0.932621688,1238,ml,shi,yes,adjacent,np,event,3,def,unintent,NA,none,NA,none,no,np,anim,3,indef,yes,agent,_??,ability,????_,degree,no,no,??__,trans,atelic,ntrl,phy,social,sg,simple
0.566606864,3055,sg,rang,yes,adjacent,np,inanim,3,indef,unintent,NA,none,NA,none,no,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,__??,trans,telic,neg,phy,social,sg,simple
0.690817246,1048,sg,ling,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,_??_,trans,telic,neg,phy,social,sg,simple
0.80118264,1141,sg,shi,yes,adjacent,pron,event,3,def,unintent,___,ability,NA,none,no,np,anim,3,indef,no,befry,??__,poss,NA,none,yes,no,??__,trans,state,pstv,phy,social,sg,simple
0.896206631,1144,sg,shi,yes,adjacent,np,inanim,3,def,unintent,NA,none,??,time,no,np,anim,3,def,yes,agent,_??,ability,??_,time,no,no,___,trans,telic,pstv,phy,phy,sg,simple
0.635287405,1049,sg,ling,yes,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,??????,adj,state,neg,ment,social,sg,simple
0.775775578,1242,ml,shi,yes,adjacent,np,event,3,def,unintent,NA,none,NA,none,no,np,anim,3,def,no,theme,NA,none,NA,none,no,no,????_,trans,telic,neg,social,social,sg,simple
0.155704515,1147,sg,shi,yes,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,np,anim,3,def,no,theme,NA,none,_??_,degree,no,no,????_,adj,state,neg,phy,social,sg,simple
0.048263076,1243,ml,shi,yes,adjacent,np,event,3,def,unintent,NA,none,NA,none,no,np,anim,3,def,no,agent,NA,none,NA,none,no,no,____??_,idiom,telic,ntrl,ment,social,sg,simple
0.845710702,1150,sg,shi,yes,adjacent,pron,event,3,def,unintent,NA,none,NA,none,no,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,___,trans,telic,neg,social,social,sg,simple
0.849995953,1153,sg,shi,yes,adjacent,np,inanim,3,def,unintent,__??,poss,NA,none,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,___,copula,telic,neg,phy,social,sg,simple
0.3346479,1248,ml,shi,yes,adjacent,pron,event,3,def,unintent,NA,none,NA,none,no,np,inanim,3,def,no,patient,NA,none,????_,degree,no,no,___,intrans,atelic,neg,phy,social,sg,simple
0.061518105,1255,ml,shi,yes,adjacent,np,inanim,3,indef,unintent,NA,none,??,time,no,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,__,intrans,state,pstv,ment,ment,sg,simple
0.801367343,1155,sg,shi,yes,adjacent,pron,event,3,def,unintent,NA,none,??,time,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,??__,trans,telic,neg,phy,social,sg,simple
0.335498977,623,tw,shi,yes,adjacent,np,inanim,3,def,unintent,NA,none,??,time,no,np,anim,3,def,no,patient,NA,none,NA,none,no,no,__,trans,telic,pstv,social,social,sg,simple
0.33461004,1927,tw,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,indef,no,theme,NA,none,NA,none,no,no,___,intrans,telic,pstv,phy,social,sg,simple
0.636199328,615,tw,shi,yes,adjacent,np,inanim,3,indef,unintent,NA,none,NA,none,no,np,anim,3,def,no,befry,NA,none,NA,none,no,no,_??,trans,atelic,neg,phy,social,mul,simple
0.359076993,1928,tw,rang,yes,adjacent2,cl,event,na,na,unintent,__,poss,NA,none,no,np,inanim,3,indef,no,theme,NA,none,NA,none,no,no,??__,copula,telic,neg,phy,ment,sg,simple
0.406266438,1262,ml,shi,yes,distant,na,na,na,na,intent,NA,none,??__,time,no,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,??__,trans,telic,pstv,social,social,sg,simple
0.153032379,1929,tw,rang,yes,distant,np,inanim,3,def,unintent,NA,none,NA,none,no,np,anim,3,def,no,befry,NA,none,NA,none,no,no,____??_,idiom,state,neg,phy,social,mul,simple
0.4728775,629,tw,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,event,3,def,no,theme,NA,none,NA,none,no,no,??___,trans,telic,pstv,phy,social,sg,simple
0.287239997,1159,sg,shi,yes,adjacent,np,inanim,3,indef,unintent,__,poss,NA,none,no,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,??___??,intrans,telic,neg,phy,phy,sg,simple
0.61242101,727,ml,rang,yes,distant,cl,event,3,indef,intent,NA,none,NA,none,no,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,??????,trans,state,pstv,ment,ment,mul,simple
0.884219112,730,ml,rang,yes,distant,cl,event,3,indef,intent,NA,none,NA,none,no,np,inanim,3,def,no,patient,NA,none,_????_????_,manner,no,no,___,intrans,atelic,pstv,social,social,sg,simple
0.938273123,1266,ml,shi,yes,distant,na,na,3,indef,intent,NA,none,NA,none,no,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,____,trans,telic,pstv,phy,social,sg,simple
0.007759006,1936,tw,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,___,trans,state,neg,ment,ment,sg,simple
0.560997565,1941,tw,rang,yes,distant,np,anim,3,def,intent,NA,none,NA,none,no,np,anim,3,indef,no,befry,NA,none,NA,none,yes,no,??__,copula,telic,pstv,ment,ment,sg,simple
0.770126158,1162,sg,shi,yes,adjacent,np,inanim,3,indef,unintent,??,ability,NA,none,no,np,inanim,3,indef,no,theme,NA,none,??__,time,no,no,___,intrans,atelic,ntrl,phy,phy,mul,simple
0.43620808,1164,sg,shi,yes,adjacent,pron,event,3,def,unintent,??,poss,NA,none,yes,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,????_,trans,telic,ntrl,phy,social,sg,simple
0.99014487,737,ml,rang,yes,adjacent,np,event,3,def,unintent,NA,none,??,range,no,np,anim,3,indef,no,befry,_??,ability,NA,none,no,no,__??__??,idiom,state,pstv,ment,ment,sg,simple
0.484040215,3086,sg,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,????_,trans,state,neg,ment,ment,sg,simple
0.999511446,1281,ml,shi,yes,adjacent,np,event,3,def,unintent,NA,none,NA,none,no,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,??__,trans,telic,pstv,phy,social,sg,simple
0.217982076,1279,ml,shi,yes,distant,cl,event,3,def,unintent,NA,none,NA,none,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,??__,trans,telic,ntrl,social,social,sg,simple
0.359071731,3096,sg,rang,yes,adjacent,np,anim,3,def,intent,NA,none,NA,none,no,np,anim,3,def,yes,agent,NA,none,NA,none,no,no,????_,trans,telic,ntrl,social,social,sg,simple
0.301747874,1282,ml,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,def,no,theme,NA,none,NA,none,yes,no,_,trans,state,neg,social,social,mul,simple
0.694114251,1946,tw,rang,yes,distant,pron,event,3,def,unintent,NA,none,NA,none,no,np,event,3,def,no,patient,NA,none,_??????,manner,no,no,_,intrans,atelic,pstv,phy,phy,sg,simple
0.524761765,1167,sg,shi,yes,distant,vp,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,indef,no,theme,NA,none,NA,none,no,no,??__,trans,state,pstv,phy,phy,sg,simple
