"id","x","y","variant","corpus","year","text","text_ppmi","lect"
"人士/Na/CNA_CMN_20001123_wpr/108251",-0.152269734542431,-0.0134098423914161,"人士","CNA","2000","例如/P 由/P 规范/Na 政党/Na/1.404<br>着手/VF ,/COMMACATEGORY<br>包括/VK 政党/Na/1.404 提名/VC<br>的/DE <b>人士/Na</b> 予以/D<br>初步/D 筛选/VC 排除/VC ,/COMMACATEGORY<br>借由/P 政党/Na/1.404 自行/VA<br>规范/Na ,/COMMACATEGORY","例如/P 由/P 规范/Na 政党/Na/1.404<br>着手/VF ,/COMMACATEGORY<br>包括/VK 政党/Na/1.404 提名/VC<br>的/DE <b>人士/Na</b> 予以/D<br>初步/D 筛选/VC 排除/VC ,/COMMACATEGORY<br>借由/P 政党/Na/1.404 自行/VA<br>规范/Na ,/COMMACATEGORY","TW"
"人类/Na/XIN_CMN_20030710_wpr/23470",0.0241728054158835,-0.00686397199453364,"人类","XIN","2003","2003年度/Nd/2.733 人类/Na/2.223<br>发展/Na/1.441 报告/Na －－千/Neu/5.379<br>年/Nf 发展/Na/1.441 目标/Na<br>:/COLONCATEGORY 消除/Nv/1.750<br><b>人类/Na</b> 贫困/VH/1.747<br>的/DE 全球/Nc/1.101 公约/Na<br>》/PARENTHESISCATEGORY<br>。/PERIODCATEGORY 该/Nes<br>报告/Na 首/Nes/1.561 次/Nf","2003年度/Nd/2.733 人类/Na/2.223<br>发展/Na/1.441 报告/Na －－千/Neu/5.379<br>年/Nf 发展/Na/1.441 目标/Na<br>:/COLONCATEGORY 消除/Nv/1.750<br><b>人类/Na</b> 贫困/VH/1.747<br>的/DE 全球/Nc/1.101 公约/Na<br>》/PARENTHESISCATEGORY<br>。/PERIODCATEGORY 该/Nes<br>报告/Na 首/Nes/1.561 次/Nf","ML"
"人们/Na/XIN_CMN_20030624_wpr/87925",0.0312585050389727,-0.13672608962248,"人们","XIN","2003","不过/Cbb ,/COMMACATEGORY<br>合/VB 作/VC 和/Caa 竞争/Na<br>的/DE 关系/Na 也/D 是/SHI<br><b>人们/Na</b> 激烈/VH 争论/Na/2.040<br>的/DE 话题/Na/2.642 。/PERIODCATEGORY<br>“/PARENTHESISCATEGORY<br>在/VCP 印度/Nc ,/COMMACATEGORY<br>我们/Nh","不过/Cbb ,/COMMACATEGORY<br>合/VB 作/VC 和/Caa 竞争/Na<br>的/DE 关系/Na 也/D 是/SHI<br><b>人们/Na</b> 激烈/VH 争论/Na/2.040<br>的/DE 话题/Na/2.642 。/PERIODCATEGORY<br>“/PARENTHESISCATEGORY<br>在/VCP 印度/Nc ,/COMMACATEGORY<br>我们/Nh","ML"
"人士/Na/ZBN_CMN_20030908_wpr/36326",0.017697625438097,-0.156022287968706,"人士","ZBN","2003","处理/VC 。/PERIODCATEGORY<br>公积金/Na 制度/Na 不/D 够/Dfa<br>灵活/VH ，/COMMACATEGORY<br>比如/P 自雇/A/5.816 <b>人士/Na</b><br>的/DE 医药/Na 储蓄户/Na/3.291<br>头/Ncd 已经/D 达到/VJ 顶/Dfa<br>限/VJ ，/COMMACATEGORY<br>一些/Neqa/1.494","处理/VC 。/PERIODCATEGORY<br>公积金/Na 制度/Na 不/D 够/Dfa<br>灵活/VH ，/COMMACATEGORY<br>比如/P 自雇/A/5.816 <b>人士/Na</b><br>的/DE 医药/Na 储蓄户/Na/3.291<br>头/Ncd 已经/D 达到/VJ 顶/Dfa<br>限/VJ ，/COMMACATEGORY<br>一些/Neqa/1.494","SG"
"人士/Na/CNA_CMN_20010106_wpr/34031",-0.15220867776011,-0.000343386773483216,"人士","CNA","2001","没有/VJ 意见/Na/1.133 ,/COMMACATEGORY<br>觉得/VK 高山峰/Nb 满/Dfa 可爱/VH<br>的/DE 。/PERIODCATEGORY<br>政界/Nc/4.772 <b>人士/Na</b><br>黄主文/Nb/2.938 的/DE 入选/Nv<br>让/VL 现场/Nc 观众/Na 几乎/Da<br>笑歪/VA 了/Di ,/COMMACATEGORY","没有/VJ 意见/Na/1.133 ,/COMMACATEGORY<br>觉得/VK 高山峰/Nb 满/Dfa 可爱/VH<br>的/DE 。/PERIODCATEGORY<br>政界/Nc/4.772 <b>人士/Na</b><br>黄主文/Nb/2.938 的/DE 入选/Nv<br>让/VL 现场/Nc 观众/Na 几乎/Da<br>笑歪/VA 了/Di ,/COMMACATEGORY","TW"
"人们/Na/ZBN_CMN_20001228_wpr/7252",0.0370085233163237,-0.029428365666999,"人们","ZBN","2000","引起/VC/2.769 一些/Neqa 火光/Na<br>。/PERIODCATEGORY ”/PARENTHESISCATEGORY<br>巴特曼斯湾/Nc 的/DE 警方/Na 前晚/Nd<br>接到/VC <b>人们/Na</b> 打来/VC/1.509<br>的/DE 电话/Na 。/PERIODCATEGORY<br>他们/Nh 说/VE ，/COMMACATEGORY<br>他们/Nh 看到/VC/2.292 上/Ng","引起/VC/2.769 一些/Neqa 火光/Na<br>。/PERIODCATEGORY ”/PARENTHESISCATEGORY<br>巴特曼斯湾/Nc 的/DE 警方/Na 前晚/Nd<br>接到/VC <b>人们/Na</b> 打来/VC/1.509<br>的/DE 电话/Na 。/PERIODCATEGORY<br>他们/Nh 说/VE ，/COMMACATEGORY<br>他们/Nh 看到/VC/2.292 上/Ng","SG"
"人们/Na/ZBN_CMN_20030519_wpr/14934",0.0198938924738561,-0.00441916595888786,"人们","ZBN","2003","开始/VH 有/V_2 人/Na 通过/VC<br>药物/Na 来/D 提高/VC/1.745<br>表现/Na 。/PERIODCATEGORY<br>现在/Nd/1.167 <b>人们/Na</b><br>为了/P/1.248 逃避/VC 药检/Na/1.666<br>，/COMMACATEGORY 更/Dfa/1.057<br>进一步/D 利用/VC/1.021 基因/Na<br>改造/Na 的/DE","开始/VH 有/V_2 人/Na 通过/VC<br>药物/Na 来/D 提高/VC/1.745<br>表现/Na 。/PERIODCATEGORY<br>现在/Nd/1.167 <b>人们/Na</b><br>为了/P/1.248 逃避/VC 药检/Na/1.666<br>，/COMMACATEGORY 更/Dfa/1.057<br>进一步/D 利用/VC/1.021 基因/Na<br>改造/Na 的/DE","SG"
"人士/Na/CNA_CMN_20001020_wpr/19855",-0.0566404773567811,-0.0355381648015053,"人士","CNA","2000","的/DE 首肯/Nv 。/PERIODCATEGORY<br>产经/Na/1.697 指出/VE/1.947<br>,/COMMACATEGORY 综合/VC<br>接近/VC/2.129 李前/Nb/3.553<br>总统/Na <b>人士/Na</b> 的/DE<br>发言/Na/1.418 显示/Nv ,/COMMACATEGORY<br>李登辉/Nb 的/DE 这/Nep 项/Nf<br>首肯/Nv 是/SHI","的/DE 首肯/Nv 。/PERIODCATEGORY<br>产经/Na/1.697 指出/VE/1.947<br>,/COMMACATEGORY 综合/VC<br>接近/VC/2.129 李前/Nb/3.553<br>总统/Na <b>人士/Na</b> 的/DE<br>发言/Na/1.418 显示/Nv ,/COMMACATEGORY<br>李登辉/Nb 的/DE 这/Nep 项/Nf<br>首肯/Nv 是/SHI","TW"
"人士/Na/CNA_CMN_20001215_wpr/2068",-0.109738137788367,0.0826954581945909,"人士","CNA","2000","夏汉兰/Nb 。/PERIODCATEGORY<br>另外/Cbb ,/COMMACATEGORY<br>饱受/VJ 全/Nes 美/Nc 亚裔/Na/3.089<br>和/Caa 民权/Na/1.593 <b>人士/Na</b><br>抗议/VE/1.903 的/DE 负面/Na<br>性质/Na 动/VAC 画/VC 人物/Na<br>「/PARENTHESISCATEGORY<br>黄/Nb 先生/Na","夏汉兰/Nb 。/PERIODCATEGORY<br>另外/Cbb ,/COMMACATEGORY<br>饱受/VJ 全/Nes 美/Nc 亚裔/Na/3.089<br>和/Caa 民权/Na/1.593 <b>人士/Na</b><br>抗议/VE/1.903 的/DE 负面/Na<br>性质/Na 动/VAC 画/VC 人物/Na<br>「/PARENTHESISCATEGORY<br>黄/Nb 先生/Na","TW"
"人士/Na/CNA_CMN_20001016_wpr/141776",-0.0166233152211392,0.00395619729175078,"人士","CNA","2000","到/P 大陆/Nc/1.939 寻求/VC<br>执业/Nv 机会/Na ,/COMMACATEGORY<br>故/Cbb 香港/Nc/1.197 的/DE<br>专业/Na/3.442 <b>人士/Na</b><br>绝不/D 能/D 坐视/VE/1.425<br>。/PERIODCATEGORY 被/P<br>问及/VE 如果/Cbb 中共/Nb 中央/Nc<br>领导人/Na","到/P 大陆/Nc/1.939 寻求/VC<br>执业/Nv 机会/Na ,/COMMACATEGORY<br>故/Cbb 香港/Nc/1.197 的/DE<br>专业/Na/3.442 <b>人士/Na</b><br>绝不/D 能/D 坐视/VE/1.425<br>。/PERIODCATEGORY 被/P<br>问及/VE 如果/Cbb 中共/Nb 中央/Nc<br>领导人/Na","TW"
